years,Objective,Costs,Damages,J,Y,M,I,Harvest,Redsnag,Greysnag,control
2063,1475771.0,1271222.0,204549.0,431669.0,24749880.0,16112910.0,21478.0,11347.0,6110.0,166143.0,0.65
2064,1957584.0,1707104.0,250481.0,314873.0,24526014.0,16432699.0,28551.0,13961.0,7517.0,172253.0,0.8
2065,2068323.0,1877240.0,191082.0,263665.0,24308281.0,16673765.0,25643.0,22841.0,5710.0,179770.0,0.2
2066,915850.0,233983.0,681867.0,205987.0,24086311.0,16928404.0,14407.0,5129.0,20514.0,185480.0,0.2
2067,391400.0,15657.0,375743.0,179049.0,23813368.0,17214637.0,1166.0,2881.0,11525.0,205995.0,0.2
2068,37040.0,16515.0,20525.0,135751.0,23464313.0,17606415.0,1266.0,233.0,933.0,217520.0,0.2
2069,43064.0,21454.0,21610.0,85850.0,23168137.0,17951888.0,1637.0,253.0,1013.0,218453.0,0.5
2070,138779.0,120355.0,18424.0,54515.0,22910929.0,18239527.0,3261.0,818.0,818.0,219465.0,0.65
2071,254796.0,223449.0,31347.0,24746.0,22666642.0,18511031.0,4561.0,2119.0,1141.0,220284.0,0.35
2072,194120.0,109002.0,85118.0,19162.0,22374409.0,18804999.0,4313.0,1596.0,2965.0,221425.0,0.65
2073,329989.0,286038.0,43951.0,16360.0,22093215.0,19085371.0,5824.0,2804.0,1510.0,224390.0,0.8
2074,363841.0,328969.0,34872.0,7625.0,21784057.0,19398156.0,5487.0,4659.0,1165.0,225899.0,0.8
2075,351888.0,319506.0,32381.0,2559.0,21473895.0,19708656.0,5404.0,4390.0,1097.0,227064.0,0.35
2076,282648.0,179967.0,102681.0,1749.0,21234012.0,19944767.0,7025.0,1891.0,3513.0,228162.0,0.35
2077,363270.0,221430.0,141840.0,539.0,20958055.0,20215509.0,8615.0,2459.0,4566.0,231674.0,0.95
2078,231826.0,218372.0,13454.0,183.0,20671223.0,20494834.0,3326.0,8184.0,431.0,236240.0,0.35
2079,153853.0,95401.0,58453.0,0.0,20393376.0,20770352.0,4048.0,1164.0,2162.0,236671.0,0.35
2080,200603.0,125759.0,74844.0,0.0,20136536.0,21023942.0,5274.0,1417.0,2631.0,238833.0,0.5
2081,286895.0,210357.0,76538.0,0.0,19866294.0,21289757.0,5950.0,2637.0,2637.0,241464.0,0.65
2082,478866.0,415399.0,63467.0,0.0,19401834.0,21748994.0,8767.0,3868.0,2083.0,244101.0,0.35
2083,415525.0,238649.0,176876.0,0.0,19027777.0,22115168.0,9663.0,3068.0,5699.0,246183.0,0.35
2084,500680.0,305672.0,195008.0,0.0,18474544.0,22659658.0,12218.0,3382.0,6281.0,251882.0,0.5
2085,851981.0,658921.0,193060.0,0.0,17937675.0,23185214.0,17714.0,6109.0,6109.0,258163.0,0.5
2086,1070511.0,783228.0,287283.0,0.0,17512866.0,23593188.0,20952.0,8857.0,8857.0,264272.0,0.5
2087,1269980.0,928473.0,341507.0,0.0,17058351.0,24027552.0,24767.0,10476.0,10476.0,273129.0,0.35
2088,1218195.0,692766.0,525429.0,0.0,15280107.0,25781861.0,27273.0,8669.0,16099.0,283605.0,0.5
2089,1845532.0,1415866.0,429666.0,0.0,14826165.0,26209563.0,37767.0,13636.0,13636.0,299704.0,0.35
2090,1593739.0,812098.0,781641.0,0.0,14167717.0,26831252.0,32033.0,13218.0,24548.0,313340.0,0.5
2091,1710828.0,1204838.0,505991.0,0.0,13645277.0,27322560.0,32848.0,16016.0,16016.0,337888.0,0.65
2092,2356898.0,1993589.0,363309.0,0.0,13078601.0,27857321.0,41165.0,21351.0,11497.0,353905.0,0.65
2093,2624300.0,2170710.0,453590.0,0.0,12547910.0,28347907.0,44860.0,26757.0,14408.0,365402.0,0.65
2094,3497249.0,3002403.0,494846.0,0.0,11942086.0,28909892.0,61460.0,29159.0,15701.0,379809.0,0.35
2095,2505350.0,1247748.0,1257602.0,0.0,11248360.0,29543429.0,49728.0,21511.0,39949.0,395510.0,0.2
2096,1601251.0,354782.0,1246469.0,0.0,10661220.0,30081839.0,26656.0,9946.0,39783.0,435460.0,0.5
2097,1354481.0,947344.0,407138.0,0.0,10162950.0,30554560.0,27399.0,13328.0,13328.0,475242.0,0.8
2098,1500131.0,1332193.0,167937.0,0.0,9378396.0,31312701.0,24129.0,21920.0,5480.0,488570.0,0.5
2099,1384255.0,1023202.0,361053.0,0.0,8937913.0,31730168.0,30147.0,12064.0,12064.0,494050.0,0.65
2100,2081223.0,1765342.0,315881.0,0.0,8399697.0,32239365.0,39113.0,19596.0,10551.0,506114.0,0.65
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,0.2
2021,100280.0,55570.0,44710.0,22960906.0,14435982.0,4212612.0,1808.0,161.0,646.0,0.0,0.5
2022,331195.0,273216.0,57979.0,22444158.0,14555266.0,4608736.0,3285.0,904.0,904.0,646.0,0.2
2023,283205.0,93569.0,189636.0,22040105.0,14586044.0,4979179.0,3003.0,657.0,2628.0,1550.0,0.5
2024,548817.0,440782.0,108034.0,21428506.0,14826831.0,5347459.0,5401.0,1501.0,1501.0,4178.0,0.65
2025,964851.0,828701.0,136150.0,20839923.0,15030034.0,5727955.0,7646.0,3511.0,1890.0,5679.0,0.8
2026,1202751.0,1090473.0,112278.0,20399820.0,15189137.0,6001795.0,8177.0,6117.0,1529.0,7569.0,0.35
2027,743761.0,355369.0,388392.0,19902536.0,15330563.0,6349930.0,6535.0,2862.0,5315.0,9099.0,0.65
2028,995116.0,833068.0,162049.0,18019521.0,16732449.0,6824992.0,8052.0,4248.0,2287.0,14413.0,0.5
2029,1321091.0,1038914.0,282177.0,17536969.0,16942878.0,7089532.0,13026.0,4026.0,4026.0,16700.0,0.65
2030,2066735.0,1746186.0,320548.0,16866307.0,17305078.0,7385365.0,16645.0,8467.0,4559.0,20726.0,0.5
2031,2665919.0,2086352.0,579567.0,16310961.0,17559330.0,7670333.0,25797.0,8323.0,8323.0,25286.0,0.2
2032,1658125.0,221010.0,1437114.0,15681330.0,18002442.0,7831450.0,7807.0,5159.0,20638.0,33608.0,0.35
2033,866850.0,534914.0,331936.0,15090554.0,18314318.0,8103156.0,10432.0,2732.0,5075.0,54246.0,0.8
2034,1427245.0,1289473.0,137772.0,14442721.0,18708602.0,8346753.0,10729.0,8345.0,2086.0,59320.0,0.35
2035,907396.0,452872.0,454523.0,13729775.0,19137577.0,8620475.0,9153.0,3755.0,6974.0,61407.0,0.8
2036,1153137.0,1035837.0,117300.0,13084472.0,19551101.0,8843574.0,8995.0,7323.0,1831.0,68380.0,0.65
2037,1283606.0,1086277.0,197329.0,12548687.0,19911860.0,9010142.0,11676.0,5847.0,3148.0,70211.0,0.2
2038,758434.0,172229.0,586204.0,11601256.0,20600186.0,9258089.0,6627.0,2335.0,9341.0,73359.0,0.5
2039,786832.0,584114.0,202718.0,11089616.0,20874412.0,9489297.0,8620.0,3313.0,3313.0,82700.0,0.5
2040,969269.0,706508.0,262761.0,10429502.0,21342528.0,9673063.0,10471.0,4310.0,4310.0,86013.0,0.5
2041,1269019.0,953131.0,315888.0,9741548.0,21830697.0,9862865.0,14025.0,5235.0,5235.0,90323.0,0.8
2042,1648902.0,1478996.0,169906.0,9149056.0,22179602.0,10092935.0,13476.0,11220.0,2805.0,95559.0,0.2
2043,674786.0,26721.0,648065.0,8570086.0,22457830.0,10380645.0,1255.0,2695.0,10781.0,98364.0,0.65
2044,215618.0,197670.0,17949.0,7952775.0,22849159.0,10605786.0,2512.0,816.0,439.0,109144.0,0.65
2045,394723.0,349588.0,45136.0,7215806.0,23366462.0,10823441.0,4356.0,1633.0,879.0,109583.0,0.35
2046,359525.0,205055.0,154470.0,6599045.0,23736342.0,11066440.0,4936.0,1524.0,2831.0,110462.0,0.2
2047,244432.0,28596.0,215836.0,6078577.0,24027415.0,11291418.0,1312.0,987.0,3949.0,113294.0,0.5
2048,206317.0,175855.0,30462.0,5477462.0,24377473.0,11541579.0,3001.0,656.0,656.0,117243.0,0.35
2049,281084.0,179648.0,101436.0,5006433.0,24585710.0,11801829.0,4510.0,1050.0,1950.0,117899.0,0.5
2050,478719.0,361456.0,117262.0,4470746.0,24825179.0,12094070.0,6212.0,2255.0,2255.0,119849.0,0.5
2051,721503.0,556370.0,165133.0,4076895.0,24934402.0,12372940.0,9431.0,3106.0,3106.0,122104.0,0.35
2052,859086.0,527906.0,331181.0,3629922.0,25017183.0,12728181.0,12911.0,3301.0,6130.0,125210.0,0.65
2053,1700264.0,1455603.0,244662.0,3331938.0,25036495.0,12994447.0,18344.0,8392.0,4519.0,131340.0,0.2
2054,1019293.0,211889.0,807405.0,2889306.0,25183470.0,13272213.0,9620.0,3669.0,14675.0,135859.0,0.8
2055,1066610.0,964067.0,102543.0,2448891.0,25278203.0,13608846.0,10300.0,7696.0,1924.0,150535.0,0.35
2056,705648.0,345230.0,360418.0,2164771.0,25227596.0,13933726.0,8900.0,3605.0,6695.0,152459.0,0.35
2057,630236.0,321568.0,308668.0,1846543.0,25271596.0,14199511.0,8421.0,3115.0,5785.0,159154.0,0.2
2058,439017.0,83671.0,355346.0,1527763.0,25240021.0,14542023.0,4187.0,1684.0,6737.0,164939.0,0.2
2059,189596.0,23970.0,165626.0,1229209.0,25264315.0,14812678.0,1354.0,837.0,3349.0,171675.0,0.2
2060,72575.0,31824.0,40750.0,846380.0,25292723.0,15166287.0,1733.0,271.0,1083.0,175025.0,0.2
2061,79645.0,21325.0,58320.0,626204.0,25221838.0,15456171.0,1237.0,347.0,1387.0,176108.0,0.8
2062,163501.0,154628.0,8873.0,547321.0,25022523.0,15733726.0,1988.0,990.0,247.0,177495.0,0.2
2063,87995.0,20454.0,67542.0,431669.0,24750450.0,16120041.0,1198.0,398.0,1591.0,177742.0,0.5
2064,136883.0,115197.0,21686.0,314873.0,24546097.0,16440581.0,2407.0,599.0,599.0,179333.0,0.65
2065,268108.0,231111.0,36996.0,263665.0,24353035.0,16683109.0,3612.0,1565.0,842.0,179932.0,0.5
2066,378211.0,294380.0,83831.0,205987.0,24151518.0,16939320.0,5923.0,1806.0,1806.0,180774.0,0.8
2067,529625.0,472414.0,57211.0,179049.0,23884729.0,17227880.0,5839.0,4738.0,1185.0,182580.0,0.35
2068,375416.0,188838.0,186579.0,135751.0,23528747.0,17621919.0,5630.0,2044.0,3795.0,183765.0,0.2
2069,238178.0,20525.0,217653.0,85850.0,23225959.0,17969642.0,1346.0,1126.0,4504.0,187560.0,0.2
2070,64042.0,30424.0,33618.0,54515.0,22967467.0,18258856.0,1904.0,269.0,1077.0,192064.0,0.5
2071,172595.0,137944.0,34652.0,24746.0,22722921.0,18531976.0,3128.0,952.0,952.0,193141.0,0.5
2072,248473.0,183034.0,65438.0,19162.0,22430535.0,18827527.0,4026.0,1564.0,1564.0,194093.0,0.35
2073,231034.0,113148.0,117887.0,16360.0,22147438.0,19110093.0,3701.0,1409.0,2617.0,195658.0,0.2
2074,146584.0,16236.0,130348.0,7625.0,21838850.0,19424430.0,1203.0,740.0,2961.0,198275.0,0.2
2075,52148.0,26594.0,25554.0,2559.0,21530911.0,19736990.0,1799.0,241.0,962.0,201235.0,0.2
2076,63256.0,14921.0,48334.0,1749.0,21292976.0,19974755.0,1059.0,360.0,1439.0,202197.0,0.35
2077,66142.0,45476.0,20666.0,539.0,21020845.0,20247632.0,1704.0,371.0,688.0,203637.0,0.2
2078,69821.0,21863.0,47958.0,183.0,20738691.0,20529183.0,1585.0,341.0,1363.0,204325.0,0.2
2079,60042.0,20843.0,39199.0,0.0,20459588.0,20807696.0,1523.0,317.0,1268.0,205689.0,0.35
2080,99974.0,69774.0,30200.0,0.0,20203678.0,21062880.0,2605.0,533.0,990.0,206957.0,0.2
2081,113536.0,36816.0,76720.0,0.0,19933824.0,21330976.0,2413.0,521.0,2084.0,207947.0,0.2
2082,99013.0,22952.0,76061.0,0.0,19470259.0,21792855.0,1734.0,483.0,1930.0,210031.0,0.5
2083,147353.0,120984.0,26369.0,0.0,19100819.0,22161442.0,3125.0,867.0,867.0,211961.0,0.2
2084,125209.0,29627.0,95581.0,0.0,18550971.0,22709061.0,2166.0,625.0,2500.0,212828.0,0.95
2085,113804.0,110169.0,3635.0,0.0,18021064.0,23237685.0,1647.0,2058.0,108.0,215328.0,0.2
2086,54363.0,12701.0,41662.0,0.0,17609309.0,23648598.0,1124.0,329.0,1317.0,215436.0,0.5
2087,83478.0,71112.0,12366.0,0.0,17170794.0,24086759.0,2046.0,562.0,562.0,216754.0,0.2
2088,75437.0,22553.0,52884.0,0.0,15401524.0,25854808.0,1833.0,409.0,1637.0,217316.0,0.2
2089,68945.0,27143.0,41802.0,0.0,14968115.0,26287366.0,2128.0,367.0,1467.0,218952.0,0.2
2090,65667.0,12796.0,52871.0,0.0,14337131.0,26917126.0,1221.0,426.0,1703.0,220419.0,0.2
2091,31955.0,12426.0,19528.0,0.0,13837398.0,27416534.0,1176.0,244.0,977.0,222122.0,0.2
2092,35786.0,16332.0,19454.0,0.0,13291496.0,27962125.0,1530.0,235.0,941.0,223098.0,0.65
2093,110225.0,98475.0,11751.0,0.0,12791087.0,28461999.0,2289.0,995.0,536.0,224039.0,0.5
2094,159506.0,123587.0,35919.0,0.0,12215569.0,29036144.0,3582.0,1145.0,1145.0,224575.0,0.5
2095,218151.0,155923.0,62228.0,0.0,11562145.0,29687047.0,4347.0,1791.0,1791.0,225719.0,0.5
2096,268251.0,186761.0,81490.0,0.0,11001934.0,30243889.0,5203.0,2173.0,2173.0,227511.0,0.2
2097,167846.0,11184.0,156661.0,0.0,10509321.0,30732352.0,1248.0,1041.0,4163.0,229684.0,0.2
2098,26876.0,10966.0,15910.0,0.0,9716843.0,31524559.0,1287.0,250.0,999.0,233847.0,0.5
2099,65894.0,56802.0,9092.0,0.0,9285255.0,31955939.0,2107.0,644.0,644.0,234845.0,0.2
2100,47498.0,9132.0,38367.0,0.0,8757423.0,32482738.0,1187.0,421.0,1686.0,235489.0,0.35
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,0.8
2021,452304.0,425644.0,26659.0,22960906.0,14435982.0,4212612.0,1986.0,646.0,161.0,0.0,0.35
2022,441726.0,236094.0,205632.0,22444158.0,14555096.0,4608728.0,2562.0,695.0,1291.0,161.0,0.65
2023,853576.0,705514.0,148063.0,22040105.0,14586582.0,4979186.0,3873.0,1666.0,897.0,1452.0,0.5
2024,1089350.0,744651.0,344699.0,21428506.0,14826519.0,5347445.0,5470.0,1936.0,1936.0,2349.0,0.35
2025,1275606.0,660429.0,615177.0,20839923.0,15029665.0,5727929.0,6973.0,1914.0,3555.0,4286.0,0.65
2026,2084441.0,1658829.0,425612.0,20399820.0,15189441.0,6001767.0,9211.0,4532.0,2440.0,7841.0,0.35
2027,2255471.0,1202748.0,1052723.0,19902536.0,15329880.0,6349855.0,12542.0,3224.0,5987.0,10281.0,0.65
2028,3664993.0,2889907.0,775086.0,18019521.0,16726021.0,6824654.0,16079.0,8152.0,4390.0,16269.0,0.5
2029,4119204.0,2721208.0,1397995.0,17536969.0,16928742.0,7088874.0,19935.0,8040.0,8040.0,20658.0,0.5
2030,5432695.0,3717578.0,1715116.0,16866307.0,17284417.0,7384323.0,27245.0,9968.0,9968.0,28698.0,0.5
2031,6276358.0,3951009.0,2325349.0,16310961.0,17528833.0,7668526.0,29226.0,13623.0,13623.0,38666.0,0.65
2032,8416703.0,6690149.0,1726554.0,15681330.0,17968918.0,7829242.0,37845.0,18997.0,10229.0,52288.0,0.35
2033,6560483.0,2440623.0,4119859.0,15090554.0,18252137.0,8099603.0,26748.0,13246.0,24600.0,62517.0,0.35
2034,4735575.0,1868023.0,2867553.0,14442721.0,18631790.0,8341517.0,20956.0,9362.0,17387.0,87117.0,0.8
2035,5144850.0,4465478.0,679372.0,13729775.0,19052040.0,8613737.0,21653.0,16764.0,4191.0,104503.0,0.65
2036,5340857.0,4126583.0,1214274.0,13084472.0,19454509.0,8835391.0,24946.0,14075.0,7579.0,108694.0,0.5
2037,6106099.0,4124965.0,1981134.0,12548687.0,19801047.0,9000230.0,32685.0,12473.0,12473.0,116273.0,0.2
2038,4873770.0,746212.0,4127558.0,11601256.0,20471093.0,9245448.0,15759.0,6537.0,26148.0,128746.0,0.65
2039,3755865.0,2902966.0,852898.0,11089616.0,20738731.0,9474113.0,18390.0,10243.0,5516.0,154895.0,0.5
2040,3930838.0,2521034.0,1409804.0,10429502.0,21199644.0,9655311.0,21102.0,9195.0,9195.0,160410.0,0.8
2041,4528229.0,3888702.0,639527.0,9741548.0,21679539.0,9842765.0,20319.0,16881.0,4220.0,169605.0,0.8
2042,4125168.0,3514770.0,610397.0,9149056.0,22024642.0,10070348.0,18613.0,16255.0,4064.0,173825.0,0.2
2043,2265340.0,49417.0,2215923.0,8570086.0,22301768.0,10354023.0,1432.0,3723.0,14891.0,177889.0,0.8
2044,409448.0,379657.0,29791.0,7952775.0,22695702.0,10576385.0,2401.0,1146.0,286.0,192780.0,0.2
2045,336780.0,102267.0,234512.0,7215806.0,23215930.0,10791225.0,2688.0,480.0,1921.0,193066.0,0.35
2046,496363.0,280221.0,216143.0,6599045.0,23591100.0,11030601.0,4052.0,941.0,1747.0,194987.0,0.65
2047,1028407.0,846565.0,181842.0,6078577.0,23885134.0,11253503.0,6285.0,2634.0,1418.0,196735.0,0.2
2048,896045.0,223846.0,672199.0,5477462.0,24233035.0,11500853.0,5689.0,1257.0,5028.0,198153.0,0.2
2049,641574.0,44518.0,597056.0,5006433.0,24442115.0,11757571.0,1368.0,1138.0,4551.0,203181.0,0.35
2050,237399.0,150578.0,86821.0,4470746.0,24687869.0,12046665.0,2368.0,479.0,889.0,207732.0,0.2
2051,255595.0,36747.0,218848.0,4076895.0,24804637.0,12321834.0,1133.0,474.0,1894.0,208621.0,0.2
2052,128070.0,38453.0,89617.0,3629922.0,24899739.0,12673052.0,1248.0,227.0,906.0,210515.0,0.35
2053,198794.0,123797.0,74997.0,3331938.0,24933580.0,12936449.0,2000.0,437.0,811.0,211422.0,0.5
2054,403755.0,290154.0,113602.0,2889306.0,25098899.0,13212213.0,3230.0,1000.0,1000.0,212233.0,0.2
2055,353536.0,54746.0,298790.0,2448891.0,25202510.0,13546349.0,1681.0,646.0,2584.0,213233.0,0.35
2056,281230.0,166242.0,114988.0,2164771.0,25162742.0,13869007.0,2690.0,588.0,1093.0,215817.0,0.2
2057,292281.0,41799.0,250482.0,1846543.0,25214279.0,14133465.0,1342.0,538.0,2152.0,216909.0,0.35
2058,215223.0,130449.0,84774.0,1527763.0,25192379.0,14473380.0,2233.0,470.0,872.0,219061.0,0.35
2059,330356.0,174008.0,156348.0,1229209.0,25220408.0,14742254.0,2949.0,782.0,1451.0,219933.0,0.65
2060,615940.0,501722.0,114218.0,846380.0,25249931.0,15093153.0,4333.0,1917.0,1032.0,221385.0,0.2
2061,440704.0,34095.0,406610.0,626204.0,25177921.0,15381562.0,1222.0,867.0,3467.0,222417.0,0.2
2062,111793.0,28734.0,83059.0,547321.0,24980451.0,15657287.0,1083.0,244.0,978.0,225884.0,0.2
2063,101937.0,33450.0,68486.0,431669.0,24710772.0,16042113.0,1198.0,217.0,866.0,226861.0,0.2
2064,115131.0,32362.0,82769.0,314873.0,24507710.0,16361362.0,1212.0,240.0,958.0,227728.0,0.2
2065,112525.0,33885.0,78640.0,263665.0,24317159.0,16602573.0,1293.0,242.0,970.0,228686.0,0.2
2066,141596.0,59169.0,82427.0,205987.0,24118784.0,16857962.0,2058.0,259.0,1034.0,229656.0,0.2
2067,183945.0,30204.0,153741.0,179049.0,23857396.0,17144986.0,1148.0,412.0,1646.0,230690.0,0.2
2068,104069.0,29396.0,74672.0,135751.0,23507171.0,17537952.0,1177.0,230.0,918.0,232336.0,0.2
2069,104499.0,33119.0,71380.0,85850.0,23209518.0,17884990.0,1346.0,235.0,942.0,233254.0,0.2
2070,113194.0,32991.0,80203.0,54515.0,22951809.0,18173420.0,1372.0,269.0,1077.0,234196.0,0.35
2071,198871.0,134249.0,64622.0,24746.0,22708082.0,18446253.0,2631.0,480.0,892.0,235273.0,0.2
2072,231897.0,30441.0,201456.0,19162.0,22416712.0,18741285.0,1262.0,526.0,2105.0,236165.0,0.2
2073,101107.0,26198.0,74909.0,16360.0,22137623.0,19022600.0,1165.0,252.0,1010.0,238270.0,0.2
2074,87201.0,24559.0,62642.0,7625.0,21831934.0,19336574.0,1163.0,233.0,932.0,239279.0,0.2
2075,98614.0,41536.0,57078.0,2559.0,21524584.0,19648585.0,1704.0,233.0,930.0,240211.0,0.2
2076,130532.0,24452.0,106081.0,1749.0,21287575.0,19885515.0,1059.0,341.0,1363.0,241142.0,0.2
2077,85900.0,25215.0,60685.0,539.0,21015880.0,20157955.0,1166.0,212.0,847.0,242504.0,0.2
2078,85746.0,24843.0,60903.0,183.0,20734439.0,20439330.0,1230.0,233.0,933.0,243352.0,0.2
2079,85218.0,26975.0,58243.0,0.0,20456098.0,20717436.0,1286.0,246.0,984.0,244284.0,0.2
2080,89099.0,24136.0,64963.0,0.0,20200143.0,20972903.0,1256.0,257.0,1029.0,245268.0,0.2
2081,79376.0,23458.0,55918.0,0.0,19933870.0,21238766.0,1150.0,251.0,1005.0,246297.0,0.2
2082,80350.0,23573.0,56778.0,0.0,19476437.0,21695776.0,1268.0,230.0,920.0,247302.0,0.2
2083,78724.0,24338.0,54385.0,0.0,19110101.0,22061725.0,1311.0,254.0,1014.0,248222.0,0.2
2084,78829.0,22135.0,56695.0,0.0,18567010.0,22604401.0,1261.0,262.0,1049.0,249236.0,0.2
2085,71978.0,21807.0,50171.0,0.0,18040503.0,23130529.0,1158.0,252.0,1009.0,250285.0,0.2
2086,72294.0,20125.0,52169.0,0.0,17632158.0,23538520.0,1124.0,232.0,926.0,251294.0,0.2
2087,66576.0,19332.0,47245.0,0.0,17195455.0,23974870.0,1173.0,225.0,899.0,252220.0,0.2
2088,63877.0,20356.0,43521.0,0.0,15429454.0,25740522.0,1251.0,235.0,938.0,253120.0,0.2
2089,65247.0,19444.0,45803.0,0.0,14997402.0,26172305.0,1217.0,250.0,1001.0,254058.0,0.2
2090,63767.0,20126.0,43640.0,0.0,14367790.0,26801603.0,1221.0,243.0,974.0,255059.0,0.2
2091,66367.0,19727.0,46640.0,0.0,13868191.0,27300876.0,1176.0,244.0,977.0,256032.0,0.2
