years,Objective,Costs,Damages,J,Y,M,I,Redsnag,Greysnag,B_SDDsolutions,control
2090,81613.0,13433.0,68180.0,0.0,9298839.0,9449378.0,1258.0,2267.0,44083000.0,0.0,0.2
2091,33225.0,13259.0,19966.0,0.0,9293242.0,9454801.0,1268.0,1215.0,44085267.0,0.0,0.2
2092,34416.0,14947.0,19469.0,0.0,9285230.0,9462617.0,1347.0,1225.0,44086482.0,887555.0,0.65
2093,163672.0,146973.0,16699.0,0.0,9273045.0,9474433.0,3109.0,863.0,44087707.0,10176310.0,0.5
2094,349529.0,262005.0,87524.0,0.0,9227056.0,9518180.0,6687.0,2449.0,44088570.0,27183400.0,0.5
2095,738450.0,520289.0,218160.0,0.0,9161881.0,9577680.0,12972.0,5266.0,44091018.0,58398848.0,0.5
2096,1450751.0,1005349.0,445402.0,0.0,9028388.0,9699288.0,24656.0,10215.0,44096284.0,116677396.0,0.2
2097,1090233.0,11674.0,1078558.0,0.0,8873696.0,9830562.0,1288.0,23818.0,44106499.0,0.0,0.2
2098,26387.0,11172.0,15214.0,0.0,8399085.0,10305002.0,1255.0,1244.0,44130318.0,0.0,0.5
2099,86696.0,74916.0,11780.0,0.0,8151012.0,10552933.0,2538.0,988.0,44131562.0,5648463.0,0.2
2100,74464.0,11246.0,63219.0,0.0,7734909.0,10967703.0,1280.0,2451.0,44132550.0,0.0,0.35
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,0.8
2021,1389113.0,1328322.0,60791.0,22960906.0,14435982.0,4212612.0,5860.0,368.0,0.0,22730910.0,0.35
2022,1564356.0,671957.0,892398.0,22444158.0,14551396.0,4608610.0,6575.0,5250.0,368.0,26768837.0,0.65
2023,4324215.0,3568470.0,755745.0,22040105.0,14579078.0,4978861.0,18502.0,4214.0,5618.0,86210674.0,0.5
2024,8181575.0,5485230.0,2696345.0,21428506.0,14804862.0,5346688.0,36872.0,14570.0,9832.0,178556967.0,0.35
2025,12109599.0,5928449.0,6181150.0,20839923.0,14977741.0,5725966.0,57252.0,33033.0,24402.0,280612424.0,0.65
2026,39189454.0,32332653.0,6856801.0,20399820.0,15089361.0,5997683.0,169417.0,36692.0,57435.0,840500344.0,0.35
2027,59445384.0,31202574.0,28242810.0,19902536.0,15074954.0,6340560.0,306845.0,151777.0,94127.0,1528174051.0,0.65
2028,206865514.0,170583033.0,36282481.0,18019521.0,16194561.0,6798521.0,923325.0,196649.0,245903.0,4610619535.0,0.5
2029,400790710.0,269972841.0,130817869.0,17536969.0,15527712.0,7032776.0,1935960.0,727118.0,442552.0,9673048599.0,0.5
2030,863198126.0,594548185.0,268649941.0,16866307.0,14111437.0,7271960.0,4368954.0,1524568.0,1169671.0,21838244740.0,0.5
2031,1483412148.0,894409230.0,589002917.0,16310961.0,10928947.0,7396391.0,6797422.0,3440551.0,2694239.0,33981208313.0,0.65
2032,3038674290.0,2324006536.0,714667754.0,15681330.0,7338388.0,7408245.0,14437183.0,4356298.0,6134790.0,72179482398.0,0.35
2033,2384851691.0,433325616.0,1951526074.0,15090554.0,3599673.0,7313461.0,5499609.0,12933912.0,10491088.0,27491661555.0,0.35
2034,836656134.0,190216383.0,646439751.0,14442721.0,2542069.0,7269422.0,2605562.0,4926962.0,23425000.0,13021872219.0,0.8
2035,1018904556.0,879833013.0,139071543.0,13729775.0,2342830.0,7249500.0,5831770.0,1188136.0,28351962.0,29152480652.0,0.65
