years,Objective,Costs,Damages,J,Y,M,I,Redsnag,Greysnag,B_SDDsolutions,control
2044,252282.0,235036.0,17245.0,7952775.0,9869938.0,8077318.0,2901.0,587.0,13023814.0,8208659.0,0.75
2045,277993.0,235119.0,42874.0,7215806.0,10583317.0,8098968.0,3093.0,1514.0,13024401.0,8937677.0,0.95
2046,1198054.0,1176904.0,21150.0,6599045.0,11182815.0,8114064.0,12324.0,720.0,13025915.0,55833504.0,0.9
2047,3631583.0,3518192.0,113391.0,6078577.0,11652400.0,8153476.0,39745.0,3839.0,13026635.0,192553384.0,0.85
2048,9669165.0,9232558.0,436607.0,5477462.0,12167152.0,8201101.0,111957.0,15336.0,13030474.0,553443109.0,0.8
2049,18664721.0,17227324.0,1437397.0,5006433.0,12500195.0,8228956.0,226228.0,51052.0,13045810.0,1124924593.0,0.7
2050,5478292.0,1864994.0,3613297.0,4470746.0,12779231.0,8263671.0,28260.0,132004.0,13096863.0,135162213.0,0.75
2051,1983483.0,1579000.0,404483.0,4076895.0,13090120.0,8319326.0,22626.0,14748.0,13228867.0,106841004.0,0.7
2052,905956.0,547200.0,358756.0,3629922.0,13419461.0,8415197.0,8493.0,13202.0,13243615.0,36364107.0,0.8
2053,1240477.0,1135468.0,105008.0,3331938.0,13668080.0,8456901.0,15566.0,3873.0,13256817.0,71800265.0,0.85
2054,3092766.0,2929542.0,163224.0,2889306.0,14054491.0,8498459.0,38034.0,6007.0,13260690.0,183848282.0,0.7
2055,682795.0,72556.0,610238.0,2448891.0,14398168.0,8558176.0,1206.0,22193.0,13266697.0,0.0,0.95
2056,405954.0,399211.0,6743.0,2164771.0,14591935.0,8648167.0,4674.0,281.0,13288889.0,16765799.0,0.75
2057,396245.0,326753.0,69492.0,1846543.0,14848882.0,8705623.0,4948.0,2439.0,13289170.0,18397124.0,0.85
2058,1231723.0,1179069.0,52654.0,1527763.0,15094771.0,8774402.0,15811.0,1909.0,13291609.0,73333371.0,0.8
2059,2052061.0,1849571.0,202491.0,1229209.0,15320851.0,8831920.0,26631.0,7210.0,13293519.0,126971725.0,0.8
2060,4197099.0,3856847.0,340252.0,846380.0,15599241.0,8910900.0,56197.0,12144.0,13300729.0,274725582.0,0.8
2061,8017104.0,7303613.0,713491.0,626204.0,15688458.0,8987268.0,106740.0,25626.0,13312873.0,527496614.0,0.75
2062,11549077.0,9969020.0,1580057.0,547321.0,15601737.0,9047947.0,156815.0,55705.0,13338498.0,777875453.0,0.85
2063,31973948.0,30255171.0,1718777.0,431669.0,15475429.0,9136688.0,422892.0,60511.0,13394203.0,2108672002.0,0.85
2064,94941697.0,90275638.0,4666058.0,314873.0,15097240.0,9215758.0,1269810.0,163184.0,13454715.0,6343428949.0,0.9
2065,327982630.0,316578088.0,11404542.0,263665.0,13906014.0,9244867.0,4248875.0,395546.0,13617898.0,21238689542.0,0.7
2066,117779372.0,46474290.0,71305082.0,205987.0,10624205.0,9255506.0,808394.0,2479219.0,14013444.0,4035910522.0,0.7
2067,13677494.0,65388.0,13612105.0,179049.0,9891256.0,9301198.0,1268.0,471698.0,16492662.0,0.0,0.7
2068,83879.0,67800.0,16079.0,135751.0,9861420.0,9373962.0,1341.0,740.0,16964360.0,0.0,0.7
2069,72896.0,56398.0,16498.0,85850.0,9841371.0,9443579.0,1177.0,782.0,16965100.0,0.0,0.8
2070,168396.0,158591.0,9805.0,54515.0,9819655.0,9496326.0,2706.0,537.0,16965883.0,7175918.0,0.85
2071,412851.0,388442.0,24409.0,24746.0,9785772.0,9558274.0,5934.0,1044.0,16966419.0,22913687.0,0.75
2072,331665.0,246481.0,85184.0,19162.0,9722071.0,9622729.0,4392.0,3097.0,16967464.0,16099745.0,0.85
2073,763851.0,719565.0,44286.0,16360.0,9658208.0,9685938.0,11021.0,1695.0,16970560.0,49369300.0,0.9
2074,2532716.0,2434521.0,98195.0,7625.0,9591795.0,9750948.0,35265.0,3433.0,16972255.0,169906345.0,0.9
2075,7987786.0,7667788.0,319998.0,2559.0,9475961.0,9837735.0,110596.0,10985.0,16975688.0,546546328.0,0.75
2076,10270391.0,8535822.0,1734568.0,1749.0,9323352.0,9882836.0,149050.0,57717.0,16986673.0,739173019.0,0.75
2077,12448704.0,10112402.0,2336302.0,539.0,9121011.0,9939181.0,176835.0,77785.0,17044391.0,877939808.0,0.95
2078,55130332.0,53872979.0,1257352.0,183.0,8866060.0,10021619.0,746156.0,41180.0,17122176.0,3725060614.0,0.75
2079,51266546.0,39235881.0,12030665.0,0.0,8097680.0,10071793.0,686802.0,389400.0,17163356.0,3427495720.0,0.75
2080,55686158.0,44347409.0,11338749.0,0.0,7405518.0,10123061.0,779386.0,358425.0,17552757.0,3890638678.0,0.8
2081,69657773.0,58310800.0,11346973.0,0.0,6703124.0,10142148.0,963636.0,355400.0,17911181.0,4812021809.0,0.85
2082,178172833.0,166169305.0,12003529.0,0.0,5851947.0,10155755.0,2581070.0,371843.0,18266581.0,12899115863.0,0.75
2083,158573135.0,114213618.0,44359517.0,0.0,3981603.0,10163120.0,2004381.0,1346996.0,18638424.0,10015916476.0,0.75
2084,151736253.0,116487318.0,35248935.0,0.0,2603139.0,10177604.0,2025863.0,1046036.0,19985420.0,10123334632.0,0.8
2085,204578986.0,172360192.0,32218795.0,0.0,1561851.0,10175490.0,2830249.0,923793.0,21031457.0,14144898940.0,0.8
2086,127061103.0,82010262.0,45050841.0,0.0,762110.0,10177924.0,1336241.0,1290593.0,21955250.0,6674806070.0,0.8
2087,98344542.0,76421032.0,21923510.0,0.0,416453.0,10179218.0,1264531.0,609326.0,23245844.0,6316679915.0,0.75
2088,42121229.0,18752824.0,23368406.0,0.0,238259.0,10173006.0,352066.0,659927.0,23855170.0,1754292571.0,0.8
2089,6538820.0,1443604.0,5095216.0,0.0,201018.0,10173919.0,24620.0,160542.0,24515097.0,116585589.0,0.75
2090,685481.0,244239.0,441241.0,0.0,192196.0,10174142.0,4907.0,12849.0,24675639.0,18245467.0,0.8
2091,420022.0,356412.0,63610.0,0.0,187964.0,10174713.0,6493.0,2238.0,24688488.0,26127014.0,0.85
2092,740554.0,662900.0,77654.0,0.0,180840.0,10176719.0,11058.0,2506.0,24690725.0,49447125.0,0.85
2093,210191.0,68349.0,141843.0,0.0,170737.0,10183616.0,1598.0,4267.0,24693231.0,2620547.0,0.85
2094,90421.0,81154.0,9267.0,0.0,169654.0,10184137.0,1890.0,617.0,24697498.0,3199517.0,0.75
2095,68380.0,52915.0,15465.0,0.0,164169.0,10188929.0,1532.0,986.0,24698115.0,1202232.0,0.7
2096,51796.0,41068.0,10728.0,0.0,158136.0,10194686.0,1367.0,894.0,24699101.0,229242.0,0.8
2097,56008.0,50045.0,5963.0,0.0,146620.0,10206124.0,1467.0,623.0,24699995.0,893489.0,0.9
2098,69419.0,64959.0,4460.0,0.0,133392.0,10219130.0,1647.0,457.0,24700618.0,1957606.0,0.8
2099,67054.0,58574.0,8480.0,0.0,129253.0,10222876.0,1702.0,751.0,24701075.0,1472240.0,0.85
2100,68721.0,61520.0,7201.0,0.0,119698.0,10232109.0,1687.0,657.0,24701826.0,2036549.0,0.85
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,0.7
2021,229221.0,196607.0,32614.0,22960906.0,14435982.0,4212612.0,1773.0,471.0,0.0,2296561.0,0.8
2022,640040.0,596015.0,44024.0,22444158.0,14555343.0,4608745.0,4264.0,809.0,471.0,15214318.0,0.7
2023,446620.0,270187.0,176433.0,22040105.0,14585166.0,4979170.0,2367.0,2488.0,1280.0,5534686.0,0.8
2024,913390.0,847037.0,66352.0,21428506.0,14826535.0,5347540.0,6179.0,1079.0,3767.0,25091379.0,0.85
2025,2879764.0,2711789.0,167975.0,20839923.0,15028808.0,5728117.0,18235.0,2384.0,4847.0,85525928.0,0.9
2026,11750298.0,11323802.0,426496.0,20399820.0,15177480.0,6001799.0,71878.0,5680.0,7231.0,352802502.0,0.75
2027,7981047.0,5113295.0,2867751.0,19902536.0,15256999.0,6348407.0,39426.0,37511.0,12911.0,191079340.0,0.85
2028,14751573.0,13599149.0,1152424.0,18019521.0,16629018.0,6820453.0,94089.0,15213.0,50423.0,464441007.0,0.8
2029,33995418.0,30806455.0,3188962.0,17536969.0,16757502.0,7080890.0,229415.0,42905.0,65636.0,1140324942.0,0.85
2030,96003539.0,89494326.0,6509213.0,16866307.0,16910719.0,7369620.0,635390.0,88526.0,108541.0,3170426616.0,0.8
2031,220780484.0,199702056.0,21078427.0,16310961.0,16571947.0,7631167.0,1529256.0,289738.0,197066.0,7640378853.0,0.7
2032,64057996.0,118888.0,63939108.0,15681330.0,15563227.0,7759350.0,1287.0,892321.0,486804.0,0.0,0.75
2033,344200.0,314706.0,29494.0,15090554.0,15935508.0,7977066.0,2938.0,672.0,1379125.0,8306663.0,0.9
2034,1658731.0,1608308.0,50423.0,14442721.0,16374326.0,8183656.0,12040.0,915.0,1379797.0,54262006.0,0.75
2035,1377194.0,991272.0,385921.0,13729775.0,16840279.0,8419072.0,9083.0,6284.0,1380712.0,39043561.0,0.9
2036,4399264.0,4229915.0,169350.0,13084472.0,17289219.0,8606781.0,32422.0,2829.0,1386995.0,156190892.0,0.85
2037,11572348.0,10816136.0,756211.0,12548687.0,17657975.0,8741856.0,88210.0,12511.0,1389825.0,434631278.0,0.7
2038,4706871.0,1573268.0,3133602.0,11601256.0,18306878.0,8952802.0,15937.0,51471.0,1402336.0,73486064.0,0.8
2039,3602372.0,3173859.0,428514.0,11089616.0,18611574.0,9144329.0,28341.0,7267.0,1453806.0,135500767.0,0.8
2040,5932727.0,5169477.0,763250.0,10429502.0,19088765.0,9299427.0,46486.0,12924.0,1461074.0,226389068.0,0.8
2041,10961743.0,9706958.0,1254785.0,9741548.0,19576248.0,9453897.0,88170.0,21198.0,1473997.0,434184181.0,0.9
2042,41518352.0,39899715.0,1618637.0,9149056.0,19883766.0,9651359.0,325721.0,27465.0,1495195.0,1622533505.0,0.7
2043,11236897.0,109340.0,11127557.0,8570086.0,19916014.0,9873929.0,1287.0,190058.0,1522660.0,0.0,0.85
2044,476328.0,453527.0,22801.0,7952775.0,20351937.0,10054532.0,4145.0,497.0,1712718.0,14431387.0,0.85
2045,1586282.0,1500406.0,85877.0,7215806.0,20913774.0,10226052.0,13407.0,1600.0,1713214.0,60511080.0,0.75
2046,1634586.0,1233138.0,401448.0,6599045.0,21330500.0,10413162.0,12634.0,6997.0,1714814.0,57386460.0,0.7
2047,517203.0,97594.0,419609.0,6078577.0,21651412.0,10600525.0,1234.0,7372.0,1721811.0,0.0,0.8
2048,391582.0,367952.0,23630.0,5477462.0,22054786.0,10797490.0,3732.0,563.0,1729183.0,12319210.0,0.75
2049,595689.0,493620.0,102069.0,5006433.0,22316197.0,11003943.0,5380.0,1948.0,1729746.0,20684587.0,0.8
2050,1146951.0,1018215.0,128736.0,4470746.0,22609839.0,11241132.0,10353.0,2453.0,1731693.0,45623677.0,0.8
2051,2534600.0,2280001.0,254598.0,4076895.0,22767417.0,11467596.0,23235.0,4721.0,1734146.0,109885702.0,0.75
2052,3804575.0,3143066.0,661509.0,3629922.0,22899354.0,11759958.0,34414.0,12126.0,1738867.0,165967883.0,0.85
2053,12108534.0,11383386.0,725147.0,3331938.0,22949911.0,11973560.0,110500.0,13279.0,1750993.0,546469293.0,0.7
2054,5055701.0,1514100.0,3541601.0,2889306.0,23057948.0,12198299.0,18160.0,64477.0,1764272.0,84480148.0,0.9
2055,8257024.0,7952453.0,304571.0,2448891.0,23210535.0,12468491.0,74368.0,5657.0,1828749.0,365809124.0,0.75
2056,6666041.0,4554621.0,2111420.0,2164771.0,23159134.0,12730253.0,51802.0,38811.0,1834406.0,252404585.0,0.75
2057,4928553.0,3475249.0,1453303.0,1846543.0,23206854.0,12949539.0,40184.0,27034.0,1873217.0,194574674.0,0.7
2058,1395256.0,157473.0,1237783.0,1527763.0,23208182.0,13227369.0,2134.0,23447.0,1900251.0,4951193.0,0.7
2059,140871.0,85546.0,55325.0,1229209.0,23288816.0,13443691.0,1237.0,1245.0,1923698.0,0.0,0.7
2060,116053.0,87833.0,28220.0,846380.0,23385748.0,13728924.0,1330.0,722.0,1924943.0,391478.0,0.7
2061,110063.0,82326.0,27737.0,626204.0,23370725.0,13963383.0,1241.0,776.0,1925665.0,0.0,0.9
2062,482388.0,468121.0,14268.0,547321.0,23229372.0,14182937.0,4870.0,387.0,1926441.0,18147580.0,0.7
2063,211366.0,72721.0,138645.0,431669.0,23018309.0,14505411.0,1158.0,2841.0,1926828.0,0.0,0.8
2064,245954.0,228148.0,17806.0,314873.0,22864904.0,14775051.0,2836.0,528.0,1929669.0,8561507.0,0.85
2065,713585.0,664918.0,48667.0,263665.0,22715962.0,14973004.0,7366.0,1094.0,1930197.0,31147163.0,0.8
2066,1537135.0,1367828.0,169307.0,205987.0,22548100.0,15191774.0,16080.0,3359.0,1931292.0,74340296.0,0.9
2067,5501822.0,5245184.0,256638.0,179049.0,22324627.0,15426683.0,54886.0,5009.0,1934651.0,268089957.0,0.75
2068,4763353.0,3279706.0,1483646.0,135751.0,21972686.0,15768190.0,41778.0,28644.0,1939660.0,202187272.0,0.7
2069,1310829.0,65550.0,1245279.0,85850.0,21690600.0,16059419.0,1177.0,24378.0,1968304.0,0.0,0.7
2070,99166.0,79566.0,19601.0,54515.0,21475114.0,16305732.0,1438.0,687.0,1992681.0,836047.0,0.8
2071,254393.0,235559.0,18834.0,24746.0,21268692.0,16541273.0,3224.0,656.0,1993368.0,9364250.0,0.8
2072,451151.0,391248.0,59903.0,19162.0,21011881.0,16801305.0,5179.0,1470.0,1994024.0,20036299.0,0.75
2073,385246.0,265633.0,119614.0,16360.0,20771486.0,17040054.0,3835.0,2703.0,1995494.0,13438421.0,0.7
2074,162612.0,66442.0,96170.0,7625.0,20499716.0,17317416.0,1284.0,2238.0,1998197.0,0.0,0.7
2075,99124.0,79227.0,19898.0,2559.0,20227051.0,17594638.0,1490.0,749.0,2000434.0,1013809.0,0.7
2076,86326.0,61056.0,25270.0,1749.0,20027880.0,17793964.0,1215.0,869.0,2001184.0,0.0,0.75
2077,118169.0,101804.0,16366.0,539.0,19791689.0,18030935.0,1726.0,634.0,2002053.0,2396095.0,0.7
2078,88659.0,55683.0,32976.0,183.0,19550577.0,18271441.0,1144.0,1007.0,2002687.0,0.0,0.7
2079,77582.0,60950.0,16632.0,0.0,19315216.0,18506575.0,1303.0,668.0,2003694.0,0.0,0.75
2080,165764.0,150130.0,15634.0,0.0,19093111.0,18728275.0,2472.0,680.0,2004362.0,6069580.0,0.7
2081,154441.0,101572.0,52869.0,0.0,18877175.0,18942579.0,1910.0,1442.0,2005042.0,3387726.0,0.7
2082,92278.0,55950.0,36328.0,0.0,18535088.0,19283603.0,1247.0,1114.0,2006484.0,0.0,0.8
2083,214069.0,201465.0,12604.0,0.0,18239867.0,19578398.0,3157.0,569.0,2007598.0,9794547.0,0.7
2084,127296.0,58759.0,68538.0,0.0,17785689.0,20030247.0,1264.0,1842.0,2008167.0,338764.0,0.95
2085,469381.0,461905.0,7476.0,0.0,17342797.0,20472697.0,5615.0,294.0,2010009.0,21728085.0,0.7
2086,199013.0,52923.0,146090.0,0.0,16977614.0,20833163.0,1280.0,3276.0,2010303.0,0.0,0.8
2087,170116.0,158642.0,11474.0,0.0,16607757.0,21202695.0,2641.0,584.0,2013579.0,7229444.0,0.7
2088,113388.0,59469.0,53920.0,0.0,14989358.0,22819324.0,1370.0,1541.0,2014163.0,816132.0,0.7
2089,93715.0,75008.0,18707.0,0.0,14595358.0,23212883.0,1697.0,800.0,2015704.0,1968583.0,0.7
2090,71731.0,47014.0,24717.0,0.0,14016993.0,23790559.0,1258.0,990.0,2016504.0,0.0,0.7
2091,58467.0,46407.0,12060.0,0.0,13550321.0,24256975.0,1268.0,734.0,2017494.0,0.0,0.7
2092,53849.0,42089.0,11760.0,0.0,13030205.0,24776841.0,1169.0,740.0,2018228.0,0.0,0.85
2093,179053.0,172021.0,7032.0,0.0,12556828.0,25249975.0,2861.0,451.0,2018968.0,8932868.0,0.8
2094,389852.0,345606.0,44245.0,0.0,12001627.0,25803134.0,5619.0,1304.0,2019419.0,21844666.0,0.8
2095,694932.0,592289.0,102643.0,0.0,11367288.0,26432852.0,9395.0,2562.0,2020723.0,40515740.0,0.8
2096,1150600.0,969412.0,181187.0,0.0,10820199.0,26971597.0,15181.0,4284.0,2023285.0,69301678.0,0.7
2097,427828.0,40860.0,386968.0,0.0,10329794.0,27448043.0,1288.0,8858.0,2027570.0,0.0,0.7
2098,48293.0,39103.0,9190.0,0.0,9558801.0,28218829.0,1255.0,752.0,2036428.0,0.0,0.8
2099,123472.0,116651.0,6821.0,0.0,9136321.0,28641158.0,2523.0,572.0,2037179.0,5573978.0,0.7
2100,75628.0,39360.0,36268.0,0.0,8617628.0,29158535.0,1280.0,1472.0,2037752.0,0.0,0.75
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,0.9
2021,1487953.0,1446426.0,41527.0,22960906.0,14435982.0,4212612.0,5683.0,251.0,0.0,21847278.0,0.75
2022,1424519.0,921885.0,502634.0,22444158.0,14551566.0,4608616.0,4317.0,2966.0,251.0,15480701.0,0.85
2023,3128893.0,2841327.0,287565.0,22040105.0,14581445.0,4978928.0,11441.0,1666.0,3217.0,50906155.0,0.8
2024,5511685.0,4568181.0,943504.0,21428506.0,14814051.0,5346993.0,19422.0,5217.0,4883.0,91306328.0,0.75
2025,6998553.0,5134904.0,1863649.0,20839923.0,15003728.0,5726923.0,23401.0,10136.0,10101.0,111352546.0,0.85
2026,17527428.0,15867335.0,1660093.0,20399820.0,15147915.0,5999925.0,63967.0,9030.0,20237.0,313251923.0,0.75
2027,26260408.0,20103469.0,6156939.0,19902536.0,15235380.0,6346298.0,92689.0,33383.0,29266.0,457397065.0,0.85
2028,68614293.0,62059916.0,6554377.0,18019521.0,16556542.0,6815932.0,257567.0,35767.0,62649.0,1281827726.0,0.8
2029,124859218.0,103811104.0,21048114.0,17536969.0,16526305.0,7071799.0,463830.0,117450.0,98416.0,2312401702.0,0.8
2030,248428490.0,210989431.0,37439059.0,16866307.0,16454059.0,7353112.0,953294.0,211507.0,215866.0,4759943777.0,0.8
2031,383111975.0,306889127.0,76222848.0,16310961.0,15820795.0,7600268.0,1418908.0,434702.0,427373.0,7088640712.0,0.85
2032,1004998509.0,911532629.0,93465881.0,15681330.0,14944980.0,7722819.0,4049273.0,547521.0,862075.0,20239927959.0,0.75
2033,728760742.0,376332175.0,352428567.0,15090554.0,11858524.0,7832728.0,1940820.0,2113214.0,1409596.0,9697713980.0,0.75
2034,373309634.0,209118906.0,164190728.0,14442721.0,10670988.0,7940030.0,1127551.0,1012865.0,3522810.0,5631813512.0,0.9
2035,972275029.0,918594142.0,53680887.0,13729775.0,10225987.0,8057184.0,4289567.0,351232.0,4535675.0,21441462531.0,0.85
2036,1801788993.0,1561255776.0,240533217.0,13084472.0,7637569.0,8104837.0,8092138.0,1655236.0,4886907.0,40454771763.0,0.8
2037,1852633691.0,1349728973.0,502904718.0,12548687.0,4553435.0,8041838.0,8245467.0,3690015.0,6542144.0,41220916189.0,0.7
2038,640358870.0,78912360.0,561446511.0,11601256.0,3127137.0,7923443.0,592141.0,4811230.0,10232159.0,2954503320.0,0.85
2039,184214837.0,160313968.0,23900869.0,11089616.0,3226527.0,7923705.0,1090799.0,228492.0,15043389.0,5447788393.0,0.8
2040,219053605.0,174536215.0,44517390.0,10429502.0,3166180.0,7923596.0,1297171.0,497404.0,15271881.0,6479812810.0,0.9
2041,544339746.0,509517511.0,34822235.0,9741548.0,3141499.0,7925352.0,3490196.0,404069.0,15769285.0,17444316143.0,0.9
2042,955280130.0,866487651.0,88792479.0,9149056.0,2821655.0,7850114.0,5804545.0,1087196.0,16173354.0,29016653002.0,0.7
2043,291662556.0,171275.0,291491281.0,8570086.0,2749278.0,7865934.0,1287.0,3386952.0,17260550.0,0.0,0.9
2044,532725.0,488834.0,43892.0,7952775.0,3360269.0,7872104.0,2954.0,401.0,20647502.0,8475229.0,0.7
2045,425721.0,245279.0,180442.0,7215806.0,4089479.0,7878056.0,1906.0,1724.0,20647903.0,3003417.0,0.75
2046,452133.0,347058.0,105075.0,6599045.0,4701157.0,7882385.0,2519.0,995.0,20649627.0,6810146.0,0.85
2047,1046708.0,943239.0,103469.0,6078577.0,5214261.0,7888234.0,6278.0,972.0,20650621.0,25217949.0,0.7
2048,813308.0,443433.0,369875.0,5477462.0,5798586.0,7899828.0,3659.0,3663.0,20651593.0,11954771.0,0.7
2049,356210.0,145840.0,210370.0,5006433.0,6252730.0,7914173.0,1243.0,2135.0,20655256.0,0.0,0.75
2050,298987.0,237788.0,61199.0,4470746.0,6766732.0,7935712.0,1862.0,649.0,20657391.0,3168629.0,0.7
2051,248387.0,142229.0,106157.0,4076895.0,7135768.0,7959680.0,1258.0,1086.0,20658040.0,0.0,0.7
2052,210319.0,143902.0,66417.0,3629922.0,7508773.0,8033447.0,1220.0,734.0,20659126.0,0.0,0.75
2053,257940.0,195663.0,62277.0,3331938.0,7776066.0,8063898.0,1583.0,637.0,20659860.0,1884403.0,0.8
2054,432663.0,363903.0,68759.0,2889306.0,8194279.0,8087761.0,2666.0,722.0,20660497.0,7010484.0,0.7
2055,290157.0,132304.0,157853.0,2448891.0,8605721.0,8115099.0,1206.0,1556.0,20661219.0,0.0,0.75
2056,296605.0,240305.0,56300.0,2164771.0,8843949.0,8160772.0,1940.0,629.0,20662774.0,3093089.0,0.7
2057,252440.0,141409.0,111031.0,1846543.0,9128906.0,8193163.0,1269.0,1132.0,20663404.0,0.0,0.75
2058,260285.0,198454.0,61831.0,1527763.0,9399238.0,8241381.0,1657.0,662.0,20664535.0,2565188.0,0.75
2059,327614.0,245793.0,81822.0,1229209.0,9663108.0,8275376.0,2047.0,865.0,20665198.0,4052209.0,0.85
2060,750078.0,674429.0,75649.0,846380.0,9996639.0,8323590.0,4909.0,790.0,20666062.0,18284067.0,0.7
2061,410991.0,130354.0,280636.0,626204.0,10161198.0,8375274.0,1241.0,2864.0,20666853.0,0.0,0.7
2062,184935.0,121190.0,63745.0,547321.0,10193310.0,8421799.0,1240.0,724.0,20669717.0,0.0,0.7
2063,170923.0,113670.0,57253.0,431669.0,10246520.0,8483974.0,1158.0,724.0,20670441.0,0.0,0.7
2064,158571.0,104224.0,54347.0,314873.0,10307100.0,8539975.0,1124.0,676.0,20671165.0,0.0,0.7
2065,156124.0,107604.0,48521.0,263665.0,10321960.0,8576104.0,1137.0,656.0,20671840.0,0.0,0.7
2066,190825.0,139591.0,51233.0,205987.0,10301092.0,8654404.0,1406.0,663.0,20672496.0,968921.0,0.7
2067,191223.0,122251.0,68972.0,179049.0,10262709.0,8719244.0,1268.0,820.0,20673159.0,0.0,0.7
2068,186076.0,126169.0,59907.0,135751.0,10215919.0,8809010.0,1341.0,740.0,20673980.0,0.0,0.7
2069,162251.0,100764.0,61487.0,85850.0,10169374.0,8905220.0,1177.0,782.0,20674720.0,0.0,0.7
2070,148680.0,101937.0,46743.0,54515.0,10132750.0,8972916.0,1271.0,687.0,20675502.0,0.0,0.75
2071,265939.0,225092.0,40848.0,24746.0,10080005.0,9055193.0,2203.0,663.0,20676189.0,4261733.0,0.7
2072,201324.0,95586.0,105739.0,19162.0,9998808.0,9140892.0,1172.0,1286.0,20676852.0,0.0,0.7
2073,136301.0,92072.0,44228.0,16360.0,9950452.0,9191846.0,1147.0,684.0,20678138.0,0.0,0.7
2074,144790.0,102215.0,42574.0,7625.0,9867936.0,9282852.0,1284.0,669.0,20678822.0,0.0,0.7
2075,155025.0,107554.0,47471.0,2559.0,9780809.0,9374799.0,1355.0,749.0,20679491.0,341833.0,0.7
2076,144301.0,93968.0,50334.0,1749.0,9719299.0,9436799.0,1215.0,791.0,20680240.0,0.0,0.7
2077,140221.0,96555.0,43666.0,539.0,9635683.0,9521430.0,1247.0,709.0,20681031.0,0.0,0.7
2078,130930.0,85591.0,45339.0,183.0,9540896.0,9616343.0,1144.0,728.0,20681740.0,0.0,0.7
2079,132074.0,92389.0,39685.0,0.0,9442578.0,9714642.0,1303.0,668.0,20682468.0,0.0,0.7
2080,133067.0,91354.0,41713.0,0.0,9362488.0,9794545.0,1258.0,760.0,20683135.0,0.0,0.7
