years,Objective,Costs,Damages,J,Y,M,I,Harvest,Redsnag,Greysnag,B,B_SDD,I_LDD
2066,131991.00396725547,49564.04067388972,82426.96329336573,205987.0,10461938.651788186,8075251.564230422,1826.7863326905065,258.5999999999991,1034.3999999999965,47711183.91421062,3572894.1203606897,2133931.663452547,1400.0
2067,154959.06865863784,30203.85093421598,124755.2177244218,179049.0,10424763.859160375,8138618.145734315,1148.0,365.35726653810093,1461.4290661524037,47712218.31421083,0.0,0.0,1148.0
2068,104068.83026299924,29396.37062529441,74672.45963770489,135751.0,10371536.168090345,8234895.184480209,1177.0,229.59999999999917,918.3999999999967,47713679.743276656,0.0,0.0,1177.0
2069,104499.3430622256,33119.49460462211,71379.84845760351,85850.0,10319747.592061535,8336308.223837911,1346.0,235.40000000000083,941.6000000000033,47714598.1432769,0.0,0.0,1346.0
2070,113193.53719046274,32990.95202986195,80202.58516060081,54515.0,10276106.659191905,8411010.15670754,1372.0,269.19999999999914,1076.7999999999965,47715539.743276656,0.0,0.0,1372.0
2071,142769.82954620334,63234.82502938721,79535.00451681622,24746.0,10219589.896806063,8496950.919093374,2408.362913485271,274.40000000000094,1097.6000000000038,47716616.54327688,9727686.349080577,5531814.567426416,1302.0
2072,191460.66619170536,30441.29007721549,161019.37611448974,19162.0,10137558.825660042,8583205.693973947,1262.0,481.6725826970545,1926.690330788218,47717714.1432769,0.0,0.0,1262.0
2073,101107.00911747813,26197.975863879336,74909.03325359871,16360.0,10089776.403785702,8633510.124656746,1165.0,252.40000000000092,1009.6000000000037,47719640.83360758,0.0,0.0,1165.0
2074,87201.42204931815,24558.92867799867,62642.49337131949,7625.0,10007030.160700498,8724797.367742006,1163.0,233.00000000000003,932.0000000000001,47720650.43360775,0.0,0.0,1163.0
2075,93538.70282925601,36460.77859525301,57077.924234003,2559.0,9902676.908367347,8834006.620075155,1580.3701281487579,232.59999999999917,930.3999999999967,47721582.43360775,2374415.362692816,1176850.640743763,1345.0
2076,114771.12658056017,24451.561822796306,90319.56475776374,1749.0,9836850.494910473,8900130.663403817,1059.0,316.07402562975045,1264.2961025190018,47722512.83360757,0.0,0.0,1059.0
2077,85900.00409126375,25215.36569059382,60684.638400669995,539.0,9751621.975049919,8986362.183264436,1166.0,211.80000000000027,847.2000000000011,47723777.129710086,0.0,0.0,1166.0
2078,85745.61679566844,24842.562046054358,60903.0547496141,183.0,9657685.675802933,9080411.48251135,1230.0,233.19999999999948,932.7999999999979,47724624.32971003,0.0,0.0,1230.0
2079,85218.20156188258,26975.320150581392,58242.88141130123,0.0,9559651.397113152,9178443.761201127,1286.0,246.0,984.0,47725557.12971009,0.0,0.0,1286.0
2080,89099.04147294727,24136.216640904757,64962.82483204258,0.0,9479274.09884661,9258573.05946774,1256.0,257.19999999999925,1028.799999999997,47726541.129710086,0.0,0.0,1256.0
2081,79375.88104828824,23457.907304022014,55917.9737442662,0.0,9478636.245841727,9258994.912472554,1150.0,251.1999999999993,1004.7999999999972,47727569.929710224,0.0,0.0,1150.0
2082,80350.46452096774,23572.787593490433,56777.676927477296,0.0,9477939.113836525,9259480.044477757,1268.0,230.0,920.0,47728574.72971027,0.0,0.0,1268.0
2083,78723.55765495145,24338.15780278374,54385.39985216776,0.0,9477087.36383658,9260134.7944777,1311.0,253.59999999999908,1014.3999999999963,47729494.72971027,0.0,0.0,1311.0
2084,78829.48080253851,22134.71066471785,56694.7701378207,0.0,9476797.60659618,9260201.55171817,1261.0,262.1999999999992,1048.7999999999968,47730509.12971009,0.0,0.0,1261.0
2085,71978.21686603986,21806.717785785542,50171.499080254354,0.0,9476251.810276031,9260560.348038249,1158.0,252.1999999999993,1008.7999999999972,47731557.929710224,0.0,0.0,1158.0
2086,72294.17733243774,20125.009775155395,52169.16755728238,0.0,9476050.810276031,9260554.348038249,1124.0,231.59999999999917,926.3999999999967,47732566.72971027,0.0,0.0,1124.0
2087,66576.4713365846,19331.84993135843,47244.62140522617,0.0,9474974.52426146,9261440.639063187,1173.0,224.80000000000044,899.2000000000018,47733493.12971009,0.0,0.0,1173.0
2088,63877.43698088814,20356.151194546677,43521.28578634152,0.0,9473712.450467058,9262441.712857658,1251.0,234.59999999999917,938.3999999999967,47734392.32971005,0.0,0.0,1251.0
2089,65246.52663187928,19443.832021001956,45802.694610877305,0.0,9473526.450467058,9262434.712857658,1217.0,250.1999999999993,1000.7999999999972,47735330.72971027,0.0,0.0,1217.0
2090,63766.84446508107,20126.36434593743,43640.480119143685,0.0,9473336.450467058,9262412.712857658,1221.0,243.4000000000009,973.6000000000035,47736331.529710084,0.0,0.0,1221.0
2091,66367.32973336788,19727.28276362071,46640.04696974718,0.0,9472570.512124078,9262983.651718564,1176.0,244.1999999999994,976.7999999999976,47737305.12971009,0.0,0.0,1176.0
2092,67541.49254944484,21083.164501141877,46458.328048302996,0.0,9469805.070595756,9265504.093246918,1345.0,235.19999999999948,940.7999999999979,47738281.929710224,0.0,0.0,1345.0
2093,64550.90514539861,16588.176939896286,47962.728205502375,0.0,9466887.135451728,9268152.02839095,1147.0,269.0,1076.0,47739222.72971027,0.0,0.0,1147.0
2094,54522.017087012435,18225.43943322538,36296.577653787055,0.0,9459261.015619274,9275572.148223402,1312.0,229.40000000000083,917.6000000000033,47740298.72971027,0.0,0.0,1312.0
2095,55433.81737684446,16276.089628349338,39157.72774849504,0.0,9442138.742862528,9292497.420980148,1210.0,262.4000000000009,1049.6000000000035,47741216.32971005,0.0,0.0,1210.0
2096,49813.80284709731,15313.254432641425,34500.548414455916,0.0,9393935.826103443,9340495.337739235,1255.0,242.0,968.0,47742265.929710224,0.0,0.0,1255.0
2097,46446.65275581744,16137.362579165436,30309.290176652008,0.0,9337625.829636984,9396624.334205694,1211.0,251.00000000000003,1004.0000000000001,47743233.929710224,0.0,0.0,1211.0
2098,51179.135074188904,16429.27380442589,34749.86126976304,0.0,9029071.417410307,9704959.746432366,1287.0,242.19999999999942,968.7999999999977,47744237.929710224,0.0,0.0,1287.0
2099,49682.921746348635,14928.296767157455,34754.624979191205,0.0,8831405.306254206,9902426.857588468,1262.0,257.4000000000009,1029.6000000000035,47745206.72971027,0.0,0.0,1262.0
2100,42896.67867301826,13015.707922294801,29880.970750723453,0.0,8431139.761704206,10302504.40213847,1187.0,252.40000000000092,1009.6000000000037,47746236.32971005,0.0,0.0,1187.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,4035000.0,0.0,0.0
2021,425153.1541397334,331845.4266354131,93307.72750432025,22960906.0,14435982.0,4212612.0,3718.425494764225,242.0999999999991,564.8999999999982,0.0,12127127.473821113,12127127.473821113,1293.0
2022,831794.0155144467,337937.34692037856,493856.6685940681,22444158.0,14553444.688961023,4608646.885544215,3915.3666820218405,1115.5276484292679,2602.8978463349595,564.8999999999982,13415712.486912547,13056833.410109084,1304.0
2023,1361648.6690358361,851380.3080367033,510268.3609991336,22040105.0,14583654.934261186,4979027.2735620495,9341.313844676766,1174.6100046065424,2740.7566774152774,3167.797846334948,41180266.21095471,40411569.22338384,1259.0
2024,2692770.836758641,1391603.6649583313,1301167.1718003107,21428506.0,14818515.362629848,5346895.540033965,15331.867117159656,2802.3941534030123,6538.919691273711,5908.554523750214,70451015.01851666,69789335.58579828,1374.0
2025,3794831.9746132256,1684267.8285840803,2110564.146029145,20839923.0,15012387.358358247,5726792.205948701,18676.223852298583,4599.56013514789,10732.306982011774,12447.474215023958,87489661.52685924,86966119.26149225,1283.0
2026,6639486.891456194,4089970.809522927,2549516.0819332697,20399820.0,15161317.652236473,5999772.688218114,44245.40928119707,5602.867155689535,13073.356696608944,23179.78119703569,215831658.63866127,215037046.40598541,1238.0
2027,11646569.391088799,5556822.144696801,6089747.246391994,19902536.0,15269008.195542023,6345583.9621184645,60239.932370889925,13273.622784359097,30971.78649683792,36253.13789364483,296152943.84733593,295194661.8544485,1201.0
2028,21528214.320251193,13316380.339712678,8211833.980538516,18019521.0,16622887.528005753,6814953.610969927,143698.12031681807,18071.979711267035,42167.952659622824,67224.92439048235,714338276.6911789,711975601.5840898,1303.0
2029,41068959.41680567,21959464.26368256,19109495.153123114,17536969.0,16703905.538334696,7073280.491888195,236627.09272928792,43109.43609504515,100588.68422177214,109392.8770501055,1179699716.199227,1177255463.6464467,1176.0
2030,71382021.07546337,40362969.79971179,31019051.275751587,16866307.0,16855151.329537276,7356812.212401888,432210.19320346555,70988.12781878692,165638.96491050257,209981.56127187685,2161144345.542499,2154610966.0173345,1288.0
2031,113120342.05540386,57134925.55005176,55985416.50535208,16310961.0,16719522.84990442,7617108.601528878,619324.2598787436,129663.05796104016,302547.1352424265,375620.52618238167,3117173411.366466,3090526299.3937283,1219.0
2032,219977140.7233797,141961557.8959257,78015582.82745394,15681330.0,16597768.650267087,7754895.449450812,1526220.9833715556,185797.2779636235,433526.98191512167,678167.6614248045,7712863820.441001,7624249916.857753,1371.0
2033,283385847.8579599,95626408.35567202,187759439.50228798,15090554.0,15510838.894278517,7958921.140135522,1066428.1831578822,457866.2950114659,1068354.6883600927,1111694.6433399313,5529249921.499997,5326360915.789405,1156.0
2034,196114411.24358323,68403867.14430466,127710544.09927854,14442721.0,14982851.542004269,8120827.028814078,783613.050089955,319928.4549473654,746499.728210512,2180049.3317000233,4182391581.950196,3911460250.449786,1321.0
2035,320480479.8480921,228200357.62119636,92280122.22689566,13729775.0,14749169.420403045,8309574.970946492,2558980.490459862,235083.91502698563,548529.1350629664,2926549.0599105353,13205210444.974941,12788612452.299322,1258.0
2036,733537857.7034047,439160266.0618287,294377591.64157605,13084472.0,12968248.093083052,8429153.856726466,4960024.1590634575,767694.1471379597,1791286.343321914,3475078.1949735032,27485465853.053394,24793125795.317352,1399.0
2037,1100774559.7017395,554665919.9072373,546108639.7945021,12548687.0,9877430.398472562,8446056.57189566,6462391.6780588655,1488007.247719043,3472016.9113444113,5266364.538295394,42924262053.99994,32305373390.294262,1317.0
2038,781148533.0218447,121570457.68481159,659578075.3370334,11601256.0,7212134.353715874,8437404.008148847,1626703.5554710017,1938717.5034176668,4523674.174641224,8738381.449639803,12357844776.828127,8127562777.354981,1191.0
2039,339272635.0315008,200142869.1384856,139129765.89301503,11089616.0,6532452.661306601,8455077.821960617,2703660.8319128756,488011.06664130057,1138692.4888297005,13262055.624280978,17471607080.15824,13512389159.564415,1183.0
2040,434239189.9983055,217163001.94499302,217076188.0533123,10429502.0,5409130.642741092,8458151.625338854,3082719.078824113,811098.2495738596,1892562.5823390083,14400748.11311071,20041261742.076767,15407355394.120596,1248.0
2041,726772318.3976722,508974133.13892317,217798185.25874892,9741548.0,4331201.305781567,8457338.624280216,6844539.094974128,924815.7236472361,2157903.3551768707,16293310.695449797,47237271162.46088,34215790474.870785,1381.0
2042,1261395732.4425695,772728375.6029174,488667356.83965033,9149056.0,2752328.6850538803,8454591.352095546,10441649.956236122,2053361.7284922441,4791177.366481898,18451214.05062665,99972849477.11678,52202299781.1805,1190.0
2043,648540242.0798571,1360509.1424765547,647179732.9373803,8570086.0,1898823.3432100469,8471030.237546382,23972.643066994948,3132494.986870836,7309154.969365289,23242391.417108532,427978712.29302984,113588215.33497584,1255.0
2044,5015507.84257616,3542371.651720105,1473136.1908560547,7952775.0,2489565.787826943,8475192.57231909,59830.337748448685,7191.792920098491,16780.850146896562,30551546.386473723,348379661.44519615,292991688.7422426,1232.0
2045,5338590.078416755,1621760.263276515,3716829.8151402418,7215806.0,3162870.944781938,8481115.301842688,30518.052238016393,17949.101324534535,41881.23642391413,30568327.236620817,159019231.96336463,146360261.19008246,1246.0
2046,3472307.582840761,1792466.7696688238,1679840.8131719353,6599045.0,3750771.2854933823,8481357.286801098,33602.53527311509,9155.41567140492,21362.636566611487,30610208.47304448,174728268.29430413,162007676.3655747,1201.0
2047,6325964.325224795,4426823.401582404,1899140.9236423892,6078577.0,4234682.7635912895,8485385.273430103,79603.17795826905,10080.760581934543,23521.774691180424,30631571.109611254,406925776.51392204,391455889.7913459,1312.0
2048,7185723.608059454,2561659.875923652,4624063.73213581,5477462.0,4750455.880832521,8493293.87567955,48206.72864765794,23880.953387480775,55722.22457078844,30655092.884302393,239106327.00625595,234493643.23828903,1308.0
2049,2819173.5437828726,67637.97614890603,2751535.567633965,5006433.0,5166467.886260843,8501523.284313977,1368.0,14462.018594297415,33744.71005336038,30710815.108873293,0.0,0.0,1368.0
2050,182341.1668325693,88841.22992784395,93499.93690472544,4470746.0,5687057.934223912,8516450.236350939,1818.839059784363,410.39999999999964,957.6000000000035,30744559.818926558,6655872.989212995,3359195.298921777,1147.0
2051,179376.13737066288,55809.410491530485,123566.7268791323,4076895.0,6060101.539865599,8536431.791649412,1133.0,545.6517179353071,1273.1873418490518,30745517.418926507,0.0,0.0,1133.0
2052,135860.78524413804,57446.09904307836,78414.6862010597,3629922.0,6468448.858318813,8574909.478239773,1232.452429597346,339.9000000000007,793.1000000000029,30746790.606268257,114411.68959974093,52262.1479867099,1222.0
2053,161810.22565024396,82789.52139312623,79020.70425711773,3331938.0,6743865.575280661,8597274.308848377,1670.349279918238,369.7357288792025,862.7167007181374,30747583.70626833,4386611.995447399,2311746.399591162,1208.0
2054,244909.3800477942,125455.35419905666,119454.02584873771,2889306.0,7165676.323806507,8617421.211042624,2709.6891978210806,501.1047839754717,1169.2444959427598,30748446.422969118,11644602.823845908,7023445.98910546,1305.0
2055,243739.73470670718,68915.66469612159,174824.0700105857,2448891.0,7583172.16329574,8638749.921443444,1479.4342794591264,812.906759346329,1896.7824384747653,30749615.667465143,1695289.3574970176,1257171.397295654,1228.0
2056,197538.75895120026,98903.86465474145,98634.89429645886,2164771.0,7821884.581670459,8683710.068789238,2088.8094417653447,443.8302838377409,1035.6039956213876,30751512.449903492,7234683.476463557,4519047.208826664,1185.0
2057,206716.62064368633,63447.37562484257,143269.24501884356,1846543.0,8110247.122771759,8712446.439045448,1342.0,626.6428325296002,1462.1666092357418,30752548.053899083,0.0,0.0,1342.0
2058,177207.24373586022,85911.8094763585,91295.43425950177,1527763.0,8385258.265417113,8755995.296400124,1865.521742447167,402.6000000000003,939.3999999999967,30754010.220508493,5528424.929371835,3077608.71223586,1250.0
2059,229107.43437343978,105293.97985022895,123813.45452321086,1229209.0,8656867.934163585,8782072.105911236,2318.939063376224,559.65652273415,1305.865219713016,30754949.620508276,7969060.904786826,5394695.316881156,1240.0
2060,383840.2988376144,231395.3857508871,152444.91308672764,846380.0,8993587.475945892,8826900.251159614,4854.54440775586,695.6817190128676,1623.257344363356,30756255.485728197,25112491.864777647,18012722.038779296,1252.0
2061,389976.3064645338,51782.50567793224,338193.80078660196,626204.0,9159889.369711632,8876913.626742179,1222.0,1456.3633223267636,3398.1810854291175,30757878.743072506,0.0,0.0,1222.0
2062,116340.47346464184,43663.49098279775,72676.9824818441,547321.0,9198240.665638909,8917255.330814896,1083.0,366.5999999999997,855.3999999999968,30761276.924158014,0.0,0.0,1083.0
2063,110710.79276533639,50785.17393645213,59925.61882888425,431669.0,9252388.480436085,8978574.516017692,1198.0,324.900000000001,758.1000000000028,30762132.32415779,0.0,0.0,1198.0
2064,121576.52998974075,49153.57037905117,72422.95961068953,314873.0,9318526.766382163,9028982.230071615,1212.0,359.40000000000043,838.6000000000031,30762890.424158014,0.0,0.0,1212.0
2065,120275.99725608976,51466.15111190339,68809.84614418642,263665.0,9333341.11531251,9065136.881141366,1293.0,363.5999999999996,848.3999999999968,30763729.024157833,0.0,0.0,1293.0
2066,144045.17093590813,71921.57805421313,72123.59288169505,205987.0,9321896.945010409,9134006.051443396,1763.0077346173725,387.8999999999999,905.1000000000033,30764577.424158014,3156598.891832101,1815038.67308684,1400.0
2067,149677.79738888895,45857.14646774907,103820.65092113985,179049.0,9289240.071784968,9192977.079324009,1148.0,528.9023203852117,1234.1054142321536,30765482.524157833,0.0,0.0,1148.0
2068,109988.8830594145,44650.48087642272,65338.40218299178,135751.0,9252505.818799907,9272767.33230906,1177.0,344.4000000000007,803.6000000000031,30766716.629571997,0.0,0.0,1177.0
2069,112766.18401067643,50308.816610273345,62457.36740040303,85850.0,9210722.180296352,9364197.442244105,1346.0,353.0999999999995,823.8999999999969,30767520.22957223,0.0,0.0,1346.0
2070,120296.12482946787,50118.86281394222,70177.26201552564,54515.0,9185446.546408655,9420564.076131804,1372.0,403.80000000000155,942.2000000000021,30768344.129571997,0.0,0.0,1372.0
2071,156354.17300689445,86761.04405468024,69593.12895221415,24746.0,9134574.968046242,9500907.406502075,2222.7796914812598,411.60000000000036,960.3999999999965,30769286.329572037,8520651.75771409,4603898.457406273,1302.0
2072,172563.64749662887,46222.8559944034,126340.79150222546,19162.0,9055754.856433852,9584140.965759939,1262.0,666.8339074443766,1555.94578403688,30770246.72957223,0.0,0.0,1262.0
2073,105352.26115578425,39806.85705888544,65545.40409689887,16360.0,9009943.685951486,9632474.973991875,1165.0,378.59999999999985,883.3999999999968,30771802.675356165,0.0,0.0,1165.0
2074,92153.05914043187,37340.87744052726,54812.181699904504,7625.0,8929620.884214418,9721340.775728945,1163.0,349.50000000000006,815.5,30772686.075356215,0.0,0.0,1163.0
2075,103651.45290615289,53708.269201400224,49943.183704752606,2559.0,8855283.45991833,9800551.200025069,1550.9104707042816,348.9000000000006,814.1000000000031,30773501.575356215,2108116.9430800723,1029552.3535214269,1345.0
2076,113307.21713049363,37120.229870714225,76186.98725977939,1749.0,8792353.442727104,9863811.306745546,1059.0,465.27314121128677,1085.637329493002,30774315.675356165,0.0,0.0,1059.0
2077,91403.79440120878,38304.73580062254,53099.05860058621,539.0,8714536.24996299,9942634.499509752,1166.0,317.69999999999885,741.3000000000004,30775401.3126857,0.0,0.0,1166.0
2078,91054.77538112045,37764.60247520811,53290.17290591235,183.0,8627807.846844688,10029492.90262796,1230.0,349.8000000000013,816.2000000000007,30776142.61268553,0.0,0.0,1230.0
2079,91943.65316416616,40981.13192927764,50962.52123488859,0.0,8535567.867577571,10121740.88189507,1286.0,369.00000000000006,861.0,30776958.8126857,0.0,0.0,1286.0
2080,93543.27462033842,36700.80289230123,56842.4717280372,0.0,8457743.419958595,10199333.329514075,1256.0,385.80000000000143,900.2000000000018,30777819.8126857,0.0,0.0,1256.0
2081,84561.42480569652,35633.197779463575,48928.227026232875,0.0,8456189.495257635,10200692.254215013,1150.0,376.8000000000014,879.2000000000014,30778720.012685753,0.0,0.0,1150.0
2082,85527.9194820146,35847.45217047197,49680.46731154265,0.0,8455899.961704073,10200777.787768606,1268.0,345.00000000000006,805.0,30779599.212685604,0.0,0.0,1268.0
2083,84590.494719668,37003.269849021235,47587.22487064675,0.0,8451590.992505055,10204888.756967722,1311.0,380.4000000000001,887.6000000000033,30780404.212685604,0.0,0.0,1311.0
2084,83281.81144377225,33673.88757317916,49607.92387059308,0.0,8448882.977768896,10207378.24840568,1261.0,393.30000000000143,917.7000000000019,30781291.8126857,0.0,0.0,1261.0
2085,77034.16684301096,33134.105147788425,43900.06169522254,0.0,8448708.977768896,10207365.24840568,1158.0,378.3000000000014,882.7000000000014,30782209.512685753,0.0,0.0,1158.0
2086,76240.28042264144,30592.2588100194,45648.02161262204,0.0,8445948.03294515,10209932.193229426,1124.0,347.40000000000066,810.6000000000031,30783092.212685604,0.0,0.0,1124.0
2087,70753.31742410659,29414.273694533673,41339.043729572884,0.0,8444937.014336362,10210763.213007499,1173.0,337.19999999999874,786.7999999999997,30783902.8126857,0.0,0.0,1173.0
2088,69054.28469117667,30973.159628127847,38081.125063048814,0.0,8414510.674417004,10240939.55292696,1251.0,351.9000000000006,821.1000000000031,30784689.61268553,0.0,0.0,1251.0
