years,Objective,Costs,Damages,J,Y,M,I,Harvest,Redsnag,Greysnag,B,B_SDD,I_LDD
2078,2613154.652460034,2047100.334754882,566054.3177051527,183.0,580833.7028197634,8201190.668050052,121959.70697617184,6951.17681299438,27804.70725197752,54215894.65195349,700701784.0596279,603648534.8808597,1230.0
2079,3547579.288890538,1618129.6901886356,1929449.5987019024,0.0,473414.73724795453,8209661.042308568,95579.22189417643,24391.94139523439,97567.76558093756,54243699.359205395,707284009.2909383,471466109.4708849,1286.0
2080,2924762.5132426657,1345338.8238337222,1579423.689408943,0.0,389084.080806197,8220128.275763014,80694.17739129673,19115.8443788354,76463.3775153416,54341267.124786414,633316179.5809621,397190886.9564836,1256.0
2081,2502692.862766856,1271201.3718574343,1231491.490909423,0.0,323536.62634251255,8220110.275763014,75825.70064285037,16138.835478259392,64555.34191303757,54417730.50230202,607495458.4058719,373378503.2142541,1150.0
2082,3101132.819476402,1963520.0178799918,1137612.8015964087,0.0,265586.68919679517,8220087.275763014,109332.84134614699,15165.140128570141,60660.560514280565,54482285.84421483,1056375957.4054259,540324206.7307318,1268.0
2083,2472156.1545941336,676395.7485322647,1795760.4060618684,0.0,224679.9913044669,8220082.275763014,41336.039980044545,21866.56826922939,87466.27307691755,54542946.40472923,620966087.2351726,200125199.9002227,1311.0
2084,1054962.9693394224,499870.5316822133,555092.4376572089,0.0,207296.90662662967,8220063.275763014,30682.148059379564,8267.207996008912,33068.83198403565,54630412.67780615,297479454.63146263,147105740.29689792,1261.0
2085,1067664.6730547966,691475.1083196694,376189.56473512715,0.0,196257.14143846615,8220524.865060253,37568.227167237535,6136.429611875913,24545.718447503652,54663481.50979027,315133851.21596533,182051135.83618835,1158.0
2086,1623075.6689487167,933877.7187179142,689197.9502308017,0.0,191747.8783441565,8220518.865060253,44556.93941237864,7513.645433447495,30054.58173378998,54688027.228237346,338821880.945183,217164697.06189263,1124.0
2087,1093625.933194289,38040.134398085094,1055585.7987962044,0.0,189701.52241914984,8220497.865060253,3332.2448564606107,8911.38788247574,35645.55152990296,54718081.80997143,404397779.9416872,10796224.282303093,1173.0
2088,65291.50638398934,30549.954481891393,34741.55190209794,0.0,187433.8837608887,8220864.919373746,2729.7735580031713,666.4489712921213,2665.7958851684853,54753727.361501515,22361260.77928151,7393867.790015782,1251.0
2089,48102.861610978944,18362.02941633408,29740.83219464492,0.0,186847.5719618427,8220857.919373746,1821.8478676100508,545.9547116006299,2183.8188464025197,54756393.15738663,29417706.288976327,3024239.3380502868,1217.0
2090,37349.53148251187,14374.768126454082,22974.76335605778,0.0,186240.8424311504,8220835.919373746,1504.5683482237118,364.36957352201034,1457.4782940880414,54758576.97623268,9095162.436213799,1417841.741118545,1221.0
2091,32895.21389742507,15329.182863809308,17566.031033615778,0.0,185942.7024598939,8220803.919373746,1556.149679815455,300.9136696447405,1203.654678578962,54760034.45452691,11726958.725911098,1900748.3990772793,1176.0
2092,39909.520995926345,19892.416620961067,20017.104374965267,0.0,184974.7323035074,8221373.191579085,1986.7436158037208,311.22993596309203,1244.9197438523681,54761238.10920539,21238654.47550344,3208718.0790186403,1345.0
2093,45443.78244249662,19836.444948188397,25607.337494308224,0.0,184306.72949493013,8221364.191579085,1968.196798572767,397.3487231607445,1589.394892642978,54762483.02894959,23965915.454978947,4105983.9928638106,1147.0
2094,51226.996251414355,26432.584717818874,24794.4115335955,0.0,183178.7062994086,8221651.01797603,2534.0860239222648,393.6393597145518,1574.5574388582072,54764072.42384205,30100782.738975443,6110430.119611362,1312.0
2095,48901.75950348335,15062.495043625151,33839.26445985821,0.0,181784.70936563602,8221794.267372769,1656.5533887441325,506.81720478445556,2027.2688191378222,54765646.9812811,12321014.718397774,2232766.9437206946,1210.0
2096,28963.331214883365,10635.920402138196,18327.41081274519,0.0,176825.7521822369,8226276.671167375,1372.4764202284582,331.31067774882814,1325.2427109953126,54767674.25009992,4215796.719210151,587382.1011422874,1255.0
2097,22124.24347134121,11658.216398439119,10466.027072902094,0.0,165951.51993487793,8236998.4269945435,1430.4053010187145,274.4952840456905,1097.981136182762,54768999.492811166,10804044.024960296,1097026.5050935957,1211.0
2098,27485.238960476556,14036.395624787656,13448.843335688907,0.0,158961.56362133476,8243733.978007062,1707.4675840978532,286.0810602037449,1144.3242408149797,54770097.473947376,24485092.339112177,2102337.920489251,1287.0
2099,27615.31039246609,11228.538944067212,16386.771448398886,0.0,153397.5138085298,8248859.56023574,1469.2685570018348,341.49351681957137,1365.9740672782855,54771241.79818796,16709279.196379032,1036342.7850091481,1262.0
2100,24583.481013116383,12852.836196792121,11730.644816324242,0.0,150810.29067682198,8251185.514810485,1631.7441454430798,293.8537114003649,1175.4148456014595,54772607.77225512,21400993.8547019,2223720.7272153674,1187.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,4035000.0,0.0,0.0
2021,147681.4577668796,122633.93794777704,25047.519819102527,22960906.0,14435982.0,4212612.0,2876.6092275456235,242.0999999999991,564.8999999999982,0.0,7918046.137728138,7918046.137728138,1293.0
2022,328494.47942940117,231432.4232861626,97062.0561432386,22444158.0,14554247.245482141,4608686.1452902565,5375.318046545638,862.9827682636882,2013.6264592819452,564.8999999999982,21086792.277695626,20356590.232728377,1304.0
2023,805165.3768068367,612039.6551164507,193125.72169038616,22040105.0,14583015.943899114,4979048.128826856,13602.782718700957,1612.595413963699,3762.722632581953,2578.5264592819267,62621848.67166467,61718913.59350458,1259.0
2024,1140265.7783171644,623844.9540410535,516420.8242761102,21428506.0,14813768.365082223,5346762.936705379,14210.86446301203,4080.834815610289,9521.947903090635,6341.249091863883,64676387.083515204,64184322.31505979,1374.0
2025,1302463.259415886,777854.9502621111,524608.3091537755,20839923.0,15008873.435943263,5726544.745429519,17765.330173755032,4263.259338903591,9947.605124108433,15863.196994954596,82930071.8655762,82411650.86877453,1283.0
2026,1964410.1609096024,1313931.0054418358,650479.1554677663,20399820.0,15158818.124964712,5999425.130084493,29451.883248430757,5329.599052126511,12435.731121628509,25810.802119062926,141624436.04005048,141069416.24215406,1238.0
2027,5755891.839457708,4675559.113992118,1080332.7254655955,19902536.0,15280773.66668956,6345755.705871323,98672.83655294245,8835.564974529221,20616.31827390156,38246.533240691555,488939945.40885514,487359182.76470983,1201.0
2028,8603551.511667911,4985033.420546835,3618518.091121073,18019521.0,16597523.911831262,6813871.208650665,106651.80150000416,29601.850965882655,69070.9855870599,58862.8515145929,528457135.92498374,526744007.5000256,1303.0
2029,10917632.408912508,7114587.868280108,3803044.5406324053,17536969.0,16715347.718140123,7072415.620785731,151178.09550608046,31995.54045000137,74656.26105000307,127933.83710165296,751643632.0741605,750010477.5304066,1176.0
2030,13669196.540173553,8359125.110248233,5310071.429925321,16866307.0,16949272.88538412,7358486.613116421,178249.8698006673,45353.428651824426,105824.66685425637,202590.0981516548,887046989.7145993,884809349.0033355,1288.0
2031,21090687.23574023,14908540.17631878,6182147.059421454,16310961.0,17056551.46487463,7629080.911068695,312653.43020834227,53474.96094020016,124774.9088604673,308414.76500591094,1568612534.9490948,1557172151.041721,1219.0
2032,59735794.18115932,49125931.875482254,10609862.305677094,15681330.0,17226404.97702562,7776849.305934426,975990.3915609318,93796.02906250335,218857.40114584047,433189.6738663777,4886385351.813718,4873096957.80466,1371.0
2033,199321819.77593005,166677074.88945377,32644744.886476245,15090554.0,16623649.050282441,8006573.791091124,3149966.7510336535,292797.1174682772,683193.2740926478,652047.0750122217,16035831430.198208,15744053755.16829,1156.0
2034,342846790.32210505,240281934.14366192,102564856.1784431,14442721.0,14277733.357472898,8153231.5820856085,4543923.79056824,944990.0253100966,2204976.72572356,1335240.3491048752,25115045892.621513,22713013952.841286,1321.0
2035,212728394.62144634,69405509.65569714,143322884.96574935,13729775.0,11332615.13388585,8254535.77311252,1447055.1848545333,1363177.1371704713,3180746.6533977864,3540217.0748284208,8790095192.682846,7228985924.272683,1258.0
2036,49778651.396191925,7001010.523777607,42777640.872414306,13084472.0,10665857.501209494,8336096.9666974535,170316.87414859232,434116.5554563595,1012938.6293981691,6720963.728226188,944075392.3604536,844589370.7429603,1399.0
2037,12031311.460047012,7295760.977254025,4735550.482792991,12548687.0,10993748.57176161,8379880.297725682,180324.12414019485,51095.06224457749,119221.81190401422,7733902.357624356,938942311.6177562,895035620.7009693,1317.0
2038,28561293.73635103,23704764.001526665,4856529.734824371,11601256.0,11697672.081125531,8447072.523837322,554933.6940530089,54097.237242058065,126226.88689813642,7853124.169528407,2819832400.040042,2768713470.2650294,1191.0
2039,38989523.19841825,24465942.26784566,14523580.930572584,11089616.0,11607979.448310418,8510857.009115519,579815.6598812778,166480.10821590206,388453.58583710564,7979351.056426524,3032419743.7262487,2893163299.406375,1183.0
2040,81382645.29155448,66614237.66275515,14768407.628799364,10429502.0,11665715.770612894,8556198.197965216,1510512.8593422156,173944.6979643824,405870.96191689366,8367804.642263646,8030280410.04394,7546324296.711025,1248.0
2041,90733765.26441811,53558450.40350091,37175314.86091715,9741548.0,10927455.117162528,8589445.747214008,1251203.2672973042,453153.85780266346,1057359.0015395493,8773675.604180556,6928225277.190338,6249111336.486565,1381.0
2042,106286399.10632513,76790053.27955586,29496345.826769285,9149056.0,10357112.543625357,8627414.043343311,1788843.9319143116,375360.98018919094,875842.2871081205,9831034.605720047,10315078087.575699,8938269659.571535,1190.0
2043,39827747.26510606,34952.35697610882,39792794.90812996,8570086.0,9337993.069856899,8672910.403401857,1255.0,536653.1795742947,1252190.7523400183,10706876.892828211,0.0,0.0,1255.0
2044,104411.43106025085,81438.21510468621,22973.215955564574,7952775.0,9925062.880436232,8702746.168276493,2798.330035669424,376.50000000000006,878.5,11959067.645168252,12097716.455560885,7831650.178347112,1232.0
2045,144659.73886799836,84858.49269307172,59801.2461749267,7215806.0,10635630.008517984,8727205.461996553,3047.026972227859,839.4990107008227,1958.8310249685903,11959946.145168252,12416307.130307198,9005134.861139355,1246.0
2046,363118.75231035764,300791.6337305667,62327.118579791124,6599045.0,11216282.728111086,8761079.00116104,10295.418594761239,914.1080916683634,2132.9188805595077,11961904.976193162,54868599.83207898,45472092.97380617,1201.0
2047,1059067.8420032691,847836.6652218268,211231.17678144158,6078577.0,11686139.377324529,8802195.652670316,27794.31331338108,3088.6255784283735,7206.7930163328365,11964037.895073717,144066384.7451096,132411566.56690572,1312.0
2048,2652326.869568407,2089818.287222319,562508.5823460856,5477462.0,12218679.173651416,8844186.329134721,66106.90317127809,8338.29399401433,19456.019319366693,11971244.688090058,335147991.4416581,323994515.85639143,1308.0
2049,5071807.243365994,3785873.4269613703,1285933.8164046248,5006433.0,12586560.714585945,8882342.598020863,117123.63617785639,19832.070951383463,46274.83221989478,11990700.707409393,600062381.7215075,578778180.8892819,1368.0
2050,3554097.8294106107,1328440.2395796475,2225657.5898309606,4470746.0,12958745.560662417,8930228.517563285,44305.48839782297,35137.09085335677,81986.5453244989,12036975.539629297,219972902.83133924,215792441.9891153,1147.0
2051,1978527.614148601,1146047.3154676731,832480.2986809273,4076895.0,13260005.14826504,8979264.5099396,38969.71568297321,13291.646519346945,31013.841878476254,12118962.084953796,193488656.82180464,189183578.41486683,1133.0
2052,1318713.751952236,588989.9736197355,729723.7783325013,3629922.0,13561457.323607778,9086581.00639604,21130.60687333904,11690.91470489202,27278.800978081304,12149975.92683225,101209242.03922148,99543034.36669531,1222.0
2053,1389559.9082335972,997894.80400088,391665.10423271754,3331938.0,13783557.538471267,9142097.961137278,34847.917394907236,6339.182062001686,14791.424811337296,12177254.727810381,172193715.81223676,168199586.97453684,1208.0
2054,2862805.91858973,2205699.1292989547,657106.7892907764,2889306.0,14141484.754642531,9192712.68239736,74103.86358139239,10454.375218472209,24393.54217643514,12192046.152621735,372202710.5263573,363994317.90696007,1305.0
2055,1520008.1130689944,127196.34213108696,1392811.7709379082,2448891.0,14445837.911600633,9255443.661857847,5131.221906454295,22231.15907441765,51872.70450697453,12216439.69479816,19736621.158850297,19516109.53227138,1228.0
2056,570131.9419419029,474461.5146708969,95670.4272710063,2164771.0,14620071.415158758,9360938.183835035,17794.33841255587,1539.3665719362862,3591.855334518003,12268312.399305137,90420267.42845747,83046692.06277989,1185.0
2057,835368.2327993441,491034.00883237325,344334.2239669711,1846543.0,14848380.120265527,9433869.450343367,18600.850380206975,5338.301523766742,12456.036888789105,12271904.254639627,89854872.22912984,86294251.90103526,1342.0
2058,1757145.5239370607,1397829.3844327116,359316.1395043491,1527763.0,15061524.684129713,9521799.900421908,50259.844225058136,5580.255114062115,13020.595266144903,12284360.291528422,252521399.36925706,245049221.1252899,1250.0
2059,3195461.783943329,2225346.594619654,970115.1893236776,1229209.0,15248700.925483715,9583707.702316219,78222.46100525977,15077.953267517376,35181.89095754061,12297380.886794569,390145632.0286577,384912305.0262997,1240.0
2060,5759091.90088251,4233049.679441446,1526042.2214410643,846380.0,15470908.120021861,9667151.03593039,144308.74936855986,23466.73830157798,54755.72270368212,12332562.777752118,723458406.9470378,715283746.8428036,1252.0
2061,10127797.493245346,7307729.960680094,2820067.532565255,626204.0,15473963.93544547,9741756.378526501,242961.13125878782,43292.6248105681,101016.12455799211,12387318.500455841,1232679366.8028338,1208695656.2939446,1222.0
2062,14779940.736924736,10009409.658196848,4770531.078727883,547321.0,15242247.379856266,9812142.351706507,329088.03035320336,72888.33937763622,170072.79188115158,12488334.625013817,1664607164.7632806,1640025151.7660155,1083.0
2063,30402867.450237587,23909846.704537082,6493020.7457005195,431669.0,14923248.64268641,9921161.500562014,754953.0698813769,98726.40910596066,230361.62124724194,12658407.416894918,3857835399.503429,3768775349.406863,1198.0
2064,77452677.42245801,62615806.84063398,14836870.58182405,314873.0,14222968.517499914,9994602.777907846,1884687.9673442787,226485.92096441236,528467.1489169607,12888769.038142199,9621847485.969011,9417379836.72138,1212.0
2065,224713166.07067835,186982933.15910065,37730232.911577746,263665.0,12439644.070375914,10034042.117983576,5330582.111187721,565406.3902032821,1319281.5771409874,13417236.187059114,28066683685.156322,26646445555.93858,1293.0
2066,173616303.3021246,63925669.77190512,109690633.53021948,205987.0,8298198.653649495,10048859.2876358,1940664.705224036,1599174.6333563277,3731407.477831406,14736517.764200175,11769067809.52423,9696323526.120132,1400.0
2067,41057211.90105942,66314.82807318756,40990897.07298624,179049.0,6654186.832687832,10089574.6207047,3043.723304299212,582199.4115672108,1358465.2936568253,18467925.24203157,10477015.673363443,9478616.521496056,1148.0
2068,85300.93999563284,27223.213311947453,58077.72668368545,135751.0,6651241.009099817,10133684.66542821,1363.6548136001788,913.116991289765,2130.6063130094517,19826390.535688397,1157572.6268746783,933274.0680008823,1177.0
2069,50915.69322401978,30137.721439621197,20777.97178439864,85850.0,6637774.685964603,10196649.333749821,1520.5045355547727,409.0964440800541,954.5583695201209,19828521.142001282,1559933.1604371264,872522.6777738717,1346.0
2070,83610.19206990447,60961.957707234,22648.234362670457,54515.0,6624858.161065811,10240409.507053902,2861.931941081927,456.15136066643333,1064.3531748883456,19829475.700370822,14336615.653218755,7449659.705409598,1372.0
2071,178946.9662921345,127021.49795381306,51925.4683383213,24746.0,6609440.931314206,10283779.86312081,5721.581811401379,858.579582324574,2003.3523587573438,19830540.053545848,31415267.507704426,22097909.05700684,1302.0
2072,219556.05981080464,107140.89141505737,112415.16839574723,19162.0,6564800.432816964,10329322.140859662,4948.515958423025,1716.474543420418,4005.107267980958,19832543.405904643,22128148.53884743,18432579.792115107,1262.0
2073,342905.0721836084,246130.76996204612,96774.30222156226,16360.0,6527502.837042662,10365487.732218014,10763.140348954816,1484.5547875269017,3463.961170896108,19836548.513172597,56754117.28384016,47990701.74477391,1165.0
2074,895801.8811917977,673426.2930641402,222375.58812765725,7625.0,6474929.674030784,10416946.481508257,27840.24327503333,3228.942104686439,7534.1982442683275,19840012.474343397,148857217.0396718,133386216.37516755,1163.0
2075,2460749.637604261,1870716.892199454,590032.7454048082,2559.0,6389973.114078377,10480226.516016021,73545.55717556416,8352.07298251003,19488.17029252332,19847546.672587767,379964922.5248618,361002785.8778225,1345.0
2076,3942690.2972376263,2375128.743254996,1567561.5539826306,1749.0,6274396.129542507,10525431.408373341,92206.65288528426,22063.66715266929,51481.89002289498,19867034.842880245,468501213.4934994,455738264.42642194,1059.0
2077,4687669.692654718,2697767.047841527,1989902.6448131925,539.0,6136377.623002985,10574310.293660698,104480.4985802956,27661.995865585282,64544.657019698985,19918516.732903033,537991854.6034745,516572492.9014779,1166.0
2078,11975384.481536943,9707082.324081505,2268302.1574554415,183.0,5961338.800931823,10647743.146705095,353201.2284743474,31344.149574088802,73136.34900620724,19983061.38992274,1842393302.0353782,1759856142.3717277,1230.0
2079,16988563.67246738,9316223.844683155,7672339.827784227,0.0,5581939.137261992,10687656.730794903,340172.093640013,105960.36854230378,247240.85993204263,20056197.73892892,1802513055.3640366,1694430468.200067,1286.0
2080,17317917.733401377,9836095.167116491,7481822.566284874,0.0,5221052.3548999075,10730114.350474063,357559.55819458456,102051.62809200356,238120.46554800865,20303438.598861117,2005400093.8542433,1781517790.9729192,1256.0
2081,20377740.67049493,12387378.153395677,7990362.517099258,0.0,4863051.934483859,10752194.572803738,447336.034193119,107267.8674583756,250291.69073620948,20541559.06440914,2432969905.3003707,2230930170.965594,1150.0
2082,40822141.137742996,30791461.12492829,10030680.0128147,0.0,4392780.8480451135,10796444.166633366,1061494.805947343,134200.8102579366,313135.223935185,20791850.755145196,5782912713.602754,5301134029.736724,1268.0
2083,50683656.60269551,26580211.04265371,24103445.560041808,0.0,3463440.894226194,10817923.63193084,917945.5889944705,318448.4417842035,743046.3641631438,21104985.979080558,5537320142.940887,4583172944.97232,1311.0
2084,48676435.012195714,27387614.3908633,21288820.62133244,0.0,2668306.3443520786,10849909.899747116,939810.0295039712,275383.6766983414,642561.9122961282,21848032.343243603,5647301473.9740305,4692745147.519868,1261.0
2085,60586100.118537225,38761463.01988792,21824637.098649308,0.0,1945578.6458264387,10873575.307488687,1302593.1419704927,281943.00885119237,657867.0206527823,22490594.255539805,8793778616.08227,6507175709.852513,1158.0
2086,73795039.68972981,44135776.724179745,29659262.96555008,0.0,1055011.0452367438,10876075.512521252,1456629.113084415,390777.9425911472,911815.199379352,23148461.276192576,9829758699.84771,7277525565.422114,1124.0
2087,68953543.61682549,36260430.73870211,32693112.87812333,0.0,439353.34931352624,10867436.23554445,1132519.630913638,436988.7339253273,1019640.379159093,24060276.475571737,11142125880.45757,5656733154.568204,1173.0
2088,36290920.915382706,9326742.238840261,26964178.676542453,0.0,226986.02979095298,10857484.31571508,310471.86715965735,339755.8892740906,792763.7416395444,25079916.85473094,6342789898.918114,1546104335.7982843,1251.0
2089,12073308.068427753,5361877.556595457,6711430.511832306,0.0,175285.25741358093,10860281.221037403,156143.69531527086,93141.56014789768,217330.30701176074,25872680.5963706,2903221634.169555,774633476.5763543,1217.0
2090,7751324.513667122,3531679.213697434,4219645.299969683,0.0,163251.0131374888,10862155.202121746,92942.76138595869,46843.10859458132,109300.5867206898,26090010.90338229,685514285.8930788,458608806.92979425,1221.0
2091,3427510.037827288,351883.5118346435,3075626.5259926426,0.0,159895.67988499717,10863909.343978658,11789.402913745287,27882.82841578771,65059.93297017132,26199311.490102857,631443446.8030089,53067014.56872631,1176.0
2092,409827.1858047434,93874.17542705324,315953.0103776899,0.0,154266.66241278136,10867394.928520218,4202.01877612275,3536.8208741235926,8252.582039621664,26264371.423073124,142096434.81406775,14285093.880613813,1345.0
2093,263520.16056704475,180749.91013178552,82770.2504352594,0.0,151239.63508873413,10867568.338590335,7071.841260225025,1260.605632836836,2941.413143285941,26272624.00511267,44786487.59257418,29624206.301124897,1147.0
2094,192388.75757666642,30456.445518053424,161932.31205861294,0.0,148710.03723144054,10868332.728203595,2077.896632011572,2121.5523780675003,4950.288882157508,26275565.418255903,94302234.3859278,3829483.1600578604,1312.0
2095,41914.96289886754,20752.22915996552,21162.73373890202,0.0,145077.68862706426,10871171.169478228,1534.437615119446,623.3689896034738,1454.5276424080955,26280515.707138084,8921527.067217367,1622188.07559725,1210.0
2096,29999.915205577683,16210.621162724005,13789.294042853655,0.0,143062.94452839726,10872832.475961862,1362.0458278162193,460.33128453583464,1074.1063305836199,26281970.234780613,3462523.858897492,535229.1390811206,1255.0
2097,25594.50215043532,16708.905115065998,8885.597035369328,0.0,141110.17931985218,10874639.19534254,1360.8131524291819,408.61374834486816,953.4320794713568,26283044.34111118,9564385.794146713,749065.7621459068,1211.0
2098,32093.419254745717,21668.930226488104,10424.489028257623,0.0,136401.08953189448,10879167.471978128,1708.0715885020963,408.24394572875457,952.5692067004273,26283997.773190573,20643209.50501814,2105357.94251053,1287.0
2099,32945.08642394842,18620.706655270395,14324.379768678044,0.0,135063.3354604616,10880073.503293812,1546.1760527448507,512.4214765506327,1195.650111951479,26284950.342397377,14838914.747404566,1420880.2637242677,1262.0
2100,31059.91062425321,19647.760041812187,11412.15058244102,0.0,129918.0430695461,10884896.228027761,1612.5369490269454,463.85281582345516,1082.3232369213954,26286145.99250926,19984832.38124667,2127684.74513473,1187.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,4035000.0,0.0,0.0
2021,172706.2810725812,151236.97837049337,21469.30270208789,22960906.0,14435982.0,4212612.0,2650.379337896245,322.80000000000115,484.1999999999982,0.0,6786896.689481256,6786896.689481256,1293.0
2022,332625.40191291645,257615.10224630908,75010.29966660733,22444158.0,14554462.924698997,4608696.695963059,4507.619523009637,1060.1517351584985,1590.2276027377466,484.1999999999982,16643985.082162982,16018097.61504828,1304.0
2023,734519.2502464057,599288.5765520512,135230.6736943543,22040105.0,14584070.90527565,4979087.095863468,10105.09523065832,1803.0478092038552,2704.5717138057835,2074.4276027377487,44990866.98340692,44230476.153291725,1259.0
2024,867569.8425744763,545353.6066704344,322216.2359040409,21428506.0,14818129.018512769,5346993.895783419,9535.415136127669,4042.0380922633567,6063.057138395027,4778.999316543549,41165155.40822405,40807075.68063826,1374.0
2025,898383.56150674,606733.4090509418,291650.1524557976,20839923.0,15017611.264430214,5727073.300813459,10728.052056488168,3814.1660544510537,5721.24908167659,10842.056454938582,47660228.7951679,47225260.282441035,1283.0
2026,1227696.772743687,903511.0788660232,324185.693877663,20399820.0,15174130.668473732,6000415.198254322,15802.71037297975,4291.220822595292,6436.831233892915,16563.305536615168,73264463.87166229,72823551.8648987,1238.0
2027,3251263.6134473574,2772313.9136505537,478949.6997968038,19902536.0,15308720.498682542,6347760.6580947265,45922.006650078016,6321.0841491918745,9481.626223787882,23000.13677050815,224764931.32139805,223605033.25038967,1201.0
2028,3964151.3038276862,2559156.4644080442,1404994.8394196383,18019521.0,16674133.187785262,6819910.584944579,43298.44436639458,18368.80266003124,27553.203990046855,32481.762994295914,210794170.61793458,209977221.83197272,1303.0
2029,4441054.204276537,3151477.262137055,1289576.9421394847,17536969.0,16851630.645396195,7082134.69674134,53369.227737637244,17319.37774655782,25979.06661983673,60034.96698434278,261638707.0911965,260966138.68818662,1176.0
2030,4777560.548734144,3210453.0230832594,1567107.525650886,16866307.0,17176764.323164944,7374693.0991034685,54935.87241521904,21347.691095054986,32021.53664258223,86014.03360417903,268635616.7707132,268239362.07609555,1288.0
2031,6546816.944537647,4952221.4424102185,1594595.5021274262,16310961.0,17397258.532148473,7655128.017704726,83810.64906646126,21974.34896608765,32961.523449131346,118035.57024676222,415026588.8016862,412958245.3323061,1219.0
2032,16391127.710786868,13997320.91851614,2393806.7922707195,15681330.0,17785955.536534786,7812759.660442753,225628.2823185919,33524.25962658442,50286.38943987698,150997.09369589368,1125458372.527956,1121286411.5929563,1371.0
2033,47998939.16936163,41587263.71845827,6411675.450903368,15090554.0,17890538.58261167,8073988.502811597,637598.9740550658,90251.3129274362,135376.96939115506,201283.4831357702,3190038566.295423,3182214870.2753186,1156.0
2034,75001942.52997191,57131335.67486636,17870606.85510558,14442721.0,17682043.699881114,8294618.754618821,873648.5556325905,255039.5896220262,382559.38443303754,336660.4525269256,4387019164.829948,4361637778.162954,1321.0
2035,41407100.99248761,17328183.747884102,24078917.244603515,13729775.0,17291078.667528987,8532426.72244066,289470.41092097224,349459.4222530353,524189.13337955234,719219.8369599609,1463825760.1474268,1441062054.604864,1258.0
2036,9543545.969089426,1733921.1783632033,7809624.790726228,13084472.0,17460717.354880445,8720581.815602614,33634.95046426477,115788.16436838971,173682.24655258365,1243408.970339513,163755551.69929603,161179752.32132417,1399.0
2037,2566905.018630785,1685113.5902341793,881791.4283966059,12548687.0,17830228.14631092,8853801.67477947,33249.88159399321,13453.980185705992,20180.97027855888,1417091.2168920967,160843292.08445746,159664407.96996686,1317.0
2038,5690885.781225619,4832313.502569,858572.2786566189,11601256.0,18546399.569490567,9052347.951997813,90962.2330046462,13299.952637597315,19949.928956395957,1437272.1871706578,450772524.9515839,448856165.02322966,1191.0
2039,6885506.933483804,4550591.443105806,2334915.490377996,11089616.0,18777184.70845649,9242778.503433876,86975.71945745494,36384.89320185853,54577.33980278787,1457222.1161270516,431114154.1018371,428963597.2872758,1183.0
2040,13631345.68138165,11422932.472152257,2208413.209229393,10429502.0,19208780.706389397,9384726.189416818,209536.12262600675,34790.287782981984,52185.431674472966,1511799.4559298416,1046626259.5599141,1041440613.1300355,1248.0
2041,14225701.002740636,8942397.281580707,5283303.721159932,9741548.0,19534532.471591573,9538040.648271801,168326.54750925652,83814.44905040265,125721.6735756037,1563984.8876043165,836509461.2796842,834727737.5462772,1381.0
2042,17231847.204123296,13035294.114052588,4196553.0900706975,9149056.0,19772125.220728423,9725284.887968065,242906.3123794569,67330.6190037021,100995.92850555354,1689706.561179918,1211789716.605499,1208581561.8972785,1190.0
2043,6047870.1722930595,47442.61597823668,6000427.556314823,8570086.0,19881026.875998847,9953410.914930645,1255.0,97162.5249517822,145743.78742767413,1790702.4896854756,0.0,0.0,1255.0
2044,149824.83762066424,130133.50965875186,19691.32796191249,7952775.0,20320666.76209009,10130249.028839402,3243.403613744642,502.0,753.0,1936446.277113141,10450621.335188923,10057018.068723187,1232.0
2045,208032.58401687053,142245.38468596793,65787.19933090261,7215806.0,20881612.842503574,10303542.544812026,3641.4068039430153,1297.3614454978454,1946.0421682467725,1937199.2771131436,12442543.94619826,11977034.019715095,1246.0
2046,579165.1289388954,504910.4418793392,74254.68705955599,6599045.0,21310446.57664737,10488307.172999386,12187.584356436495,1456.5627215772067,2184.8440823658034,1939145.319281398,56642939.827225305,54932921.782182544,1201.0
2047,1576685.9036360243,1314312.9180507571,262372.9855852666,6078577.0,21632027.50839674,10675548.958955277,30453.64783647818,4875.033742574602,7312.550613861914,1941330.163363756,147337671.4688836,145708239.1823912,1312.0
2048,3528810.08594832,2866891.709881711,661918.37606661,5477462.0,21999894.9183916,10878786.68243366,64371.11019730617,12181.459134591276,18272.188701886815,1948642.7139776298,317200899.54695183,315315550.98653245,1308.0
2049,5990517.007958642,4602531.24033804,1387985.7676206017,5006433.0,22211535.644483127,11074320.183798013,101772.82640771166,25748.444078922555,38622.66611838365,1966914.9026795041,504338911.8188986,502024132.03855795,1368.0
2050,3595426.6488243914,1421498.4173551716,2173928.2314692196,4470746.0,22411218.89149128,11309220.815466836,33973.87631125534,40709.13056308473,61063.69584462666,2005537.5687978875,164985247.68322828,164134381.5562754,1147.0
2051,1801866.5137479443,1086624.4727268682,715242.0410210788,4076895.0,22547236.598889466,11533566.702802954,26622.071381575777,13589.55052450207,20384.3257867531,2066601.264642522,128107697.58314775,127445356.90787895,1133.0
