years,Objective,Costs,Damages,J,Y,M,I,Harvest,Redsnag,Greysnag,B,B_SDD,I_LDD
2080,66127.18261244551,33295.288513850544,32831.894098594996,0.0,8840209.06039649,9786497.383849604,2390.946761880365,290.6474616290559,1162.5898465162236,35676459.75637936,10936012.875676878,5674733.809401862,1256.0
2081,89687.88392129196,29542.54295338156,60145.340967910386,0.0,8836338.867375316,9789052.122385753,2121.1910878028857,478.1893523760762,1912.7574095043049,35677622.34622581,7219518.083261491,4855955.439014438,1150.0
2082,75447.82424789209,20028.613201956516,55419.21104593564,0.0,8835179.676574778,9789029.122385753,1600.723296520515,424.2382175605758,1696.952870242303,35679535.10363556,2405179.6502062813,1663616.4826025907,1268.0
2083,81250.68046446482,47189.016488585716,34061.66397587914,0.0,8833805.957535967,9789880.499840483,3336.456492627973,320.14465930410364,1280.5786372164146,35681232.056505874,18213040.04351854,10127282.463139948,1311.0
2084,116369.16134160283,27065.48369818368,89303.67764341916,0.0,8830994.891477639,9790473.607517416,2101.376038213027,667.2912985255966,2669.1651941023865,35682512.63514305,5838030.326105144,4201880.19106511,1261.0
2085,169172.09642015025,119891.54803218362,49280.54838796645,0.0,8829562.323371412,9790893.799585357,7574.817225954571,420.27520764260595,1681.1008305704238,35685181.800336905,47357498.82297319,32084086.129773065,1158.0
2086,256470.41033657623,12701.084310858547,243769.3260257178,0.0,8822824.482572626,9791041.390403561,1124.0,1514.963445190921,6059.853780763684,35686862.90116765,0.0,0.0,1124.0
2087,47506.21112354558,27720.288701911093,19785.922421634477,0.0,8822206.061437678,9791491.826197151,2137.0821953084683,224.80000000000044,899.2000000000018,35692922.7549484,10809378.748520853,4820410.97654236,1173.0
2088,72871.73109507067,21882.963337128098,50988.767757942536,0.0,8815952.153818147,9796542.986505447,1813.9660739980911,427.4164390616937,1709.665756246775,35693821.95494842,4226181.380577565,2814830.3699904643,1251.0
2089,63556.32456141783,24249.931010221564,39306.39355119628,0.0,8815225.32936852,9796535.986505447,1984.103551692267,362.79321479961806,1451.1728591984722,35695531.62070464,6114708.7324292585,3835517.758461315,1217.0
2090,57772.151402932395,12796.22790115197,44975.92350178039,0.0,8812481.812823992,9798313.399498226,1221.0,396.8207103384529,1587.2828413538116,35696982.793563835,0.0,0.0,1221.0
2091,31954.51321545597,12426.26998269349,19528.243232762474,0.0,8810997.276202207,9799620.940739885,1176.0,244.1999999999994,976.7999999999976,35698570.07640526,0.0,0.0,1176.0
2092,35106.5179981121,15652.274674388756,19454.24332372332,0.0,8807287.515490938,9803108.701451285,1489.6958784935946,235.19999999999948,940.7999999999979,35699546.87640503,1552901.0933649554,723479.3924679492,1345.0
2093,68825.28328359728,43707.45467333081,25117.828610266453,0.0,8787450.726508072,9822544.794555647,3271.5044504716047,297.9391756987174,1191.7567027948696,35700487.67640503,19921821.387807965,10622522.25235797,1147.0
2094,183107.57071991323,94819.2142547655,88288.35646514785,0.0,8767665.385017801,9840018.631595388,6477.968773828429,654.3008900943214,2617.2035603772856,35701679.43310806,33812620.62319467,25829843.86914216,1312.0
2095,368113.9006154651,167129.91002988638,200983.99058557878,0.0,8760007.602525454,9842349.444649937,10764.595149936207,1295.5937547656922,5182.375019062769,35704296.636668265,56241343.74704878,47772975.74968141,1210.0
2096,656544.0898697698,294762.59962370206,361781.4902460678,0.0,8723044.504601484,9869626.373227898,18250.31849098891,2152.919029987244,8611.676119948976,35709479.0116873,93183877.0706024,84976592.45494425,1255.0
2097,652481.8726770731,12777.472093070368,639704.4005840031,0.0,8682239.728715122,9893284.084258562,1356.72587699676,3650.0636981977545,14600.254792791018,35718090.6878073,772594.1868552264,728629.3849838111,1211.0
2098,30922.674265966274,10965.719998946612,19956.954267019668,0.0,8562628.228505392,10012538.858591303,1287.0,271.34517539935206,1085.3807015974082,35732690.94260023,0.0,0.0,1287.0
2099,41339.4355273175,26792.728858567163,14546.706668750347,0.0,8384893.731452704,10190081.355643984,2406.3984412769078,257.4000000000009,1029.6000000000035,35733776.3233016,13356725.135505198,5721992.206384511,1262.0
2100,59344.46926622635,9131.500067190987,50212.96919903538,0.0,8062399.798729106,10511257.318361996,1187.0,481.2796882553809,1925.1187530215236,35734805.923301704,0.0,0.0,1187.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,4035000.0,0.0,0.0
2021,120477.89865470864,81356.73711762157,39121.161537086984,22960906.0,14435982.0,4212612.0,1743.8313072631704,242.0999999999991,564.8999999999982,0.0,2254156.5363158155,2254156.5363158155,1293.0
2022,273999.4387092314,197074.79664851123,76924.64206072011,22444158.0,14555327.194091355,4608738.974601354,3971.64417360568,523.1493921789506,1220.6819150842186,564.8999999999982,14149823.837695776,13338220.86802832,1304.0
2023,354234.6220796863,148597.67088990693,205636.95118977965,22040105.0,14585435.40015598,4979165.344603393,3110.9374252288458,1191.493252081703,2780.150921523972,1785.5819150842146,9445622.42135833,9259687.126144223,1259.0
2024,512202.9020102988,354461.38165234803,157741.52035795053,21428506.0,14826130.661936758,5347429.1484844675,7220.38213837496,933.2812275686572,2177.6561976601947,4565.73283660819,29802464.44860111,29231910.691874772,1374.0
2025,1320886.9724675277,945125.8582071769,375761.11426035134,20839923.0,15027595.449658532,5727846.569452609,18377.515983405654,2166.114641512495,5054.267496862456,6743.389034268376,86529232.49234013,85472579.91702852,1283.0
2026,4247783.373282291,3254072.713645709,993710.6596365821,20399820.0,15176202.554410614,6001454.790670898,59926.233641471554,5513.254795021731,12864.261188384002,11797.65653113088,294611208.7552103,293441168.2073572,1238.0
2027,5595545.79581138,2306464.9966925066,3289080.7991188746,19902536.0,15267716.486491848,6347752.626660322,43649.558384266886,17977.870092441353,41948.36354902969,24661.917719514957,212690245.00264674,212242791.92133403,1201.0
2028,7329146.288375981,4962657.102115743,2366489.186260238,18019521.0,16636142.846319675,6819160.378413112,92011.52262431178,13094.867515280086,30554.690868986792,66610.28126854461,455219337.67192644,453542613.12155724,1303.0
2029,15520117.7816637,10632564.724511502,4887553.057152196,17536969.0,16767020.617247073,7079291.108392455,192359.45150495257,27603.45678729369,64408.0658370182,97164.97213753161,957784527.3578192,955917257.5247586,1176.0
2030,36183255.95724482,26098919.08933204,10084336.867912784,16866307.0,16956786.613681346,7368290.253227451,456532.4243548514,57707.83545148561,134651.61605346604,161573.03797455042,2278245639.755353,2276222121.774249,1288.0
2031,78929210.9276828,55219730.89913989,23709480.02854294,16310961.0,16790313.090288967,7634786.941089386,944367.5533369185,136959.7273064554,319572.69704839593,296224.6540280154,4739744629.125639,4715742766.68458,1219.0
2032,59072380.173948996,10881623.322346957,48190756.851602,15681330.0,16346595.704739423,7772474.295938258,205025.54157979277,283310.26600107556,661057.287335843,615797.3510764103,1030064254.7191751,1018272707.8989589,1371.0
2033,24152402.90268462,13845827.249212041,10306575.65347258,15090554.0,16506014.55776993,7999837.287587718,261653.61197750465,61507.66247393763,143517.8791058548,1276854.6384122605,1311021441.6521227,1302488059.88752,1156.0
2034,58440209.415985554,45502635.232919365,12937574.183066137,14442721.0,16692370.31443262,8201000.446169122,820892.4197514623,78496.0835932513,183157.52838425347,1420372.5175181085,4129320201.631803,4097857098.757293,1321.0
2035,74651457.23976517,34555091.564435355,40096365.67532985,13729775.0,16370289.10591933,8420097.618901419,642654.0428296773,246267.72592543796,574624.6938260199,1603530.04590237,3244556450.9736853,3206980214.148386,1258.0
2036,132505832.13949923,101760079.6306526,30745752.508846544,13084472.0,16211018.880645793,8591331.475822851,1818692.3394028961,192796.21284890242,449857.82998077467,2178154.73972839,9298038535.512022,9086466697.014423,1399.0
2037,312774573.01243556,227108774.13322788,85665798.87920773,12548687.0,14892897.02101057,8687759.312094858,3969841.310584545,545607.7018208662,1273084.6375820278,2628012.5697091674,20842809156.00625,19842621552.92275,1317.0
2038,255492724.911602,72487093.76757443,183005631.14402747,11601256.0,12290082.801959671,8745325.055687722,1378858.4743132659,1190952.3931753635,2778888.9174091816,3901097.2072911668,7987443485.199484,6888337371.566383,1191.0
2039,160914617.25355345,100666385.92818587,60248231.3253676,11089616.0,11513995.483646827,8821006.763787271,1909965.489547308,413657.5422939809,965200.9320192926,6679986.124700332,10696062480.16376,9543912447.736555,1183.0
2040,209311615.13293684,128631757.25586808,80679857.8770687,10429502.0,10509652.541410627,8863961.1846955,2468598.644687189,572989.6468641908,1336975.842683108,7645187.056719625,14105381289.148104,12336753223.43602,1248.0
2041,274714592.9223669,176774649.37101293,97939943.55135387,9741548.0,9115169.437074918,8893810.834186573,3417006.7853316097,740579.5934061579,1728019.0512810356,8982162.89940279,20496042160.94579,17078128926.658167,1381.0
2042,529673827.9566615,404718953.56876147,124954874.38789997,9149056.0,7240787.773660728,8904979.251750398,7664568.510028118,1025102.0355994904,2391904.7497321363,10710181.950683828,51146041192.15995,38316892550.1406,1190.0
2043,245054495.19010273,40942.66226301534,245013552.52783957,8570086.0,4161630.483307841,8864120.887882287,1255.0,2299370.5530084358,5365197.957019681,13102086.700415937,0.0,0.0,1255.0
2044,112914.82493434964,77017.15801067064,35897.666923678975,7952775.0,4771912.912525414,8870954.71916437,2264.7737665243926,376.50000000000006,878.5,18467284.657435548,12975331.7523214,5163868.832621963,1232.0
2045,226236.7812620518,154797.14068852187,71439.64057352992,7215806.0,5496264.305320408,8882339.37863713,4538.491611119601,679.4321299573197,1585.3416365670842,18468163.157435548,28294118.20097549,16462458.055598132,1246.0
2046,280605.80712766317,141727.7898296558,138878.01729800753,6599045.0,6102115.495431999,8889755.75484993,4379.906630801009,1361.5474833358887,3176.944127783749,18469748.499072112,21121178.742143534,15894533.15400504,1201.0
2047,168013.2256414728,43743.37318449979,124269.85245697286,6078577.0,6605449.849334877,8903488.232660785,1312.0,1313.9719892402954,3065.934641560697,18472925.443200003,0.0,0.0,1312.0
2048,130793.7372197547,88146.64740058649,42647.08981916814,5477462.0,7194819.737544148,8914963.617195439,2659.468254766124,393.60000000000014,918.3999999999967,18475991.377841484,11899688.085231509,6757341.27383063,1308.0
2049,196291.58414218656,110734.60982542671,85556.97431675984,5006433.0,7652432.135657482,8926733.255492391,3498.786466063152,797.840476429837,1861.6277783362882,18476909.777841557,15002171.064229796,10653932.330315817,1368.0
2050,280336.7106389165,175882.7903965681,104453.92024234841,4470746.0,8162093.964533031,8950354.573188234,5539.931947280161,1049.6359398189506,2449.150526244205,18478771.40561976,27607437.062762845,21964659.736400627,1147.0
2051,488483.80265059305,324845.2781905511,163638.52446004227,4076895.0,8525883.370933773,8975770.496341702,10112.873495362759,1661.9795841840453,3877.9523630960916,18481220.556146137,52053357.90986708,44899367.47681421,1133.0
2052,727160.6313773644,435772.9228604039,291387.70851696073,3629922.0,8892277.288780283,9047178.12259071,13634.35718709328,3033.8620486088357,7079.01144675398,18485098.508509167,67600501.86579528,62061785.93546676,1222.0
2053,1570163.0552551097,1188050.2366255175,382112.81862959167,3331938.0,9154064.088151762,9070760.96222138,35414.079764855036,4090.307156127996,9544.050030965356,18492177.519956004,181317601.7032976,171030398.82427526,1208.0
2054,1466850.9280528235,469535.33246196667,997315.5955908583,2889306.0,9539996.134897249,9093013.22740245,14944.328961818986,10624.22392945645,24789.855835398565,18501721.569986854,70420946.61706926,68196644.80909537,1305.0
2055,2043384.6252511567,1629213.6067318423,414171.0185193147,2448891.0,9929546.88811566,9129944.291435774,48637.9439265283,4483.298688545709,10461.03027327335,18526511.42582227,247559926.68005356,237049719.63264397,1228.0
2056,2663579.972105575,1296779.291134941,1366800.6809706327,2164771.0,10087723.404649736,9208674.31533478,39536.78368916729,14591.383177958556,34046.5607485699,18536972.456095662,197645811.54998454,191758918.44583568,1185.0
2057,2223393.0359661765,1115569.984089474,1107823.0518767019,1846543.0,10338133.771613833,9237922.63309049,34527.32052903271,11861.03510675019,27675.748582417076,18571019.01684424,171125563.17586896,165926602.64516425,1342.0
2058,1320066.936408712,347855.6658717651,972211.2705369468,1527763.0,10570508.19793434,9291002.10615565,11591.933170765342,10358.196158709878,24169.12437032294,18598694.765426625,53098971.25205115,51709665.85382657,1250.0
2059,364416.66497053683,40393.98983841006,324022.6751321269,1229209.0,10826720.440667154,9322678.930252073,1509.8413843569517,3477.579951229613,8114.353219535726,18622863.889796846,1414313.4173600448,1349206.9217847285,1240.0
2060,82021.11397675457,42906.38321453295,39114.730762221574,846380.0,11170420.014111036,9361236.920212336,1581.0951244186724,452.95241530708256,1056.8889690498563,18630978.243016373,2545343.622224751,1645475.62209336,1252.0
2061,75373.21318426513,32429.579761638975,42943.63342262614,626204.0,11332244.299624963,9418912.655066965,1230.7748605886577,474.32853732560284,1106.7665870930668,18632035.131985534,65038.1409189006,43874.30294327505,1222.0
2062,117995.40734574558,87244.96337507504,30750.443970670494,547321.0,11357136.096593846,9472613.083237581,3051.5557539925976,369.23245817659574,861.5424024120549,18633141.89857255,16908055.795140263,9842778.769963013,1083.0
2063,120625.66297188599,31289.859114718845,89335.80385716705,431669.0,11400395.569714293,9542795.498347348,1198.0,915.4667261977763,2136.0890277948215,18634003.44097506,0.0,0.0,1198.0
2064,90863.07675199308,60502.454276639226,30360.62247535378,314873.0,11460741.68370961,9598920.384352142,2257.397610197995,359.40000000000043,838.6000000000031,18636139.530002724,9303587.963010078,5226988.050989962,1212.0
2065,192388.59957760715,130753.614809282,61634.98476832519,263665.0,11477680.669121573,9631874.06802799,4687.3325281486605,677.2192830593983,1580.1783271385937,18636978.130002845,23744053.843238287,16971662.64074326,1293.0
2066,386006.5802094495,248888.1731500405,137118.40705940896,205987.0,11458993.41565253,9704526.988969022,8763.65524481865,1406.199758444596,3281.1327697040606,18638558.308329955,43457377.35437798,36818276.22409322,1400.0
2067,982168.1674821319,722952.4541435057,259215.713338626,179049.0,11410539.357815757,9772268.30774093,24174.39124745929,2629.0965734455954,6134.558671373037,18641839.44109964,126041390.6004181,115131956.23729677,1148.0
2068,1351070.0765388214,620609.4365180691,730460.6400207522,135751.0,11345166.196437791,9857845.609057661,21158.142523683026,7252.317374237808,16922.073873221445,18647973.999771085,104064908.44775733,99905712.61841458,1177.0
2069,664498.1012756727,31416.48767011445,633081.6136055579,85850.0,11274450.982667275,9958332.40154362,1346.0,6347.442757104894,14810.699766578111,18664896.073644187,0.0,0.0,1346.0
2070,69183.00416044529,39767.10026706426,29415.90389338108,54515.0,11242498.9588444,10021293.425366592,1686.447092637884,403.80000000000155,942.2000000000021,18679706.7734108,2760202.9575938107,1572235.4631893989,1372.0
2071,114347.54238627836,74947.17070564802,39400.371680630284,24746.0,11188613.2649045,10104239.558500048,3009.089912393723,505.934127791363,1180.5129648465143,18680648.973410737,13096739.515422307,8535449.561968636,1302.0
2072,194694.49888151037,114872.20682562144,79822.292055889,19162.0,11096738.122847563,10199673.792099537,4477.011981912781,902.7269737181196,2106.3629386756184,18681829.4863757,20942251.64940729,16075059.909564009,1262.0
2073,227567.95795855872,101075.44248568352,126492.51547287531,16360.0,11042209.491743304,10253451.627575146,4028.144449673351,1343.1035945738333,3133.9083873389663,18683935.849314246,16537286.909775589,14315722.248366695,1165.0
2074,137099.229225931,24685.38255490606,112413.84667102498,7625.0,10948797.194380268,10352508.780488491,1198.3771561090618,1208.443334901998,2819.7011147713465,18687069.75770174,209727.6060273848,176885.78054533442,1163.0
2075,57143.24653659093,35123.13479186905,22020.111744721882,2559.0,10852518.064992426,10453578.532720147,1620.409646091459,359.5131468327213,838.8640092763499,18689889.458816495,2624773.7944429503,1377048.2304573057,1345.0
2076,57392.85394999847,22824.59277969931,34568.26117029912,1749.0,10783387.247465566,10522904.94060093,1059.0,486.12289382743955,1134.2867522640177,18690728.32282578,0.0,0.0,1059.0
2077,57176.68058794075,34921.33558649798,22255.345001442718,539.0,10697284.578924667,10609946.609141825,1594.3332162235758,317.69999999999885,741.3000000000004,18691862.609578025,3706772.054433576,2141666.081117886,1166.0
2078,65421.80807008723,29378.736163949583,36043.07190613765,183.0,10605366.145203099,10701500.709647194,1450.771678795715,478.29996486707154,1116.0332513565074,18692603.90957795,1837897.5321534926,1103858.3939785936,1230.0
2079,57478.86262066716,29138.060570278278,28340.802050388913,0.0,10512711.210630227,10793883.872541206,1433.2214324662873,435.2315036387154,1015.5401751570075,18693719.942829262,1302074.2763418541,736107.1623314158,1286.0
2080,77780.13802793623,49386.24609754076,28393.891930395443,0.0,10434323.881846413,10871830.980030015,2307.966121749183,429.966429739885,1003.2550027263953,18694735.48300454,9556701.955633417,5259830.608745909,1256.0
2081,94312.27975304087,42594.51623428563,51717.76351875526,0.0,10424206.765894428,10880680.129860168,1985.2190931163304,692.389836524756,1615.5762852244259,18695738.738007173,6106766.480706931,4176095.4655816196,1150.0
2082,76194.56477551238,29716.426083347906,46478.13869216452,0.0,10390167.798219739,10913644.990364306,1551.0925602765287,595.5657279348962,1389.6533651814304,18697354.314292435,1980185.6785657217,1415462.8013826543,1268.0
2083,96151.99861949102,67243.76061539435,28908.23800409662,0.0,10346387.166495804,10956883.4664405,3081.798360580217,465.3277680829594,1085.764792193571,18698743.967657577,15534792.21884628,8853991.802901026,1311.0
2084,112999.4395765616,38482.53351501856,74516.90606154305,0.0,10311601.302121222,10989599.532454502,1951.2818529609929,924.5395081740578,2157.258852406131,18699829.732449878,4735196.320959571,3451409.264804957,1261.0
2085,195031.3191091627,154608.45062880925,40422.868480353354,0.0,10252444.62939435,11047830.92332841,6347.248121265113,585.3845558883,1365.8972970726907,18701986.991302144,38678020.216630735,25946240.606325716,1158.0
2086,204762.1124141493,19456.370613574127,185305.74180057528,0.0,10209103.503851896,11085747.076684957,1124.0,1904.1744363795349,4443.073684885605,18703352.888599362,0.0,0.0,1124.0
2087,59858.48299576622,42545.80087683608,17312.68211893017,0.0,10183246.667702865,11111366.410990467,2119.2062667733394,337.19999999999874,786.7999999999997,18707795.96228412,9564747.871485217,4731031.333866688,1173.0
2088,76998.19399675466,31329.0380901226,45669.15590663202,0.0,9860818.637900846,11432596.52415492,1720.5443262255505,635.7618800320022,1483.4443867413274,18708582.762284245,3678602.7064407277,2347721.631127776,1251.0
2089,65672.34316894159,33807.008810434316,31865.334358507334,0.0,9798614.549145933,11494147.06858367,1841.162566295667,516.1632978676653,1204.3810283578916,18710066.20667087,5104206.979769588,3120812.8314783545,1217.0
2090,54978.44217382049,19608.159708632553,35370.28246518789,0.0,9686283.027878711,11605622.087882573,1221.0,552.3487698887028,1288.8137964069629,18711270.58769931,0.0,0.0,1221.0
2091,36121.16909650097,19033.9562678338,17087.212828667165,0.0,9595292.758480772,11696389.36439563,1176.0,366.3000000000014,854.7000000000012,18712559.40149559,0.0,0.0,1176.0
2092,40768.850459188085,23746.387550930198,17022.462908257912,0.0,9468814.11329145,11822622.009584919,1478.456857153383,352.8000000000013,823.2000000000007,18713414.10149573,1370837.4287077421,667284.2857668875,1345.0
2093,83828.43098140368,62126.24448592446,21702.186495479258,0.0,9298185.29562591,11992842.370393319,3062.8728844372845,443.5370571460124,1034.9198000073661,18714237.301495656,17517243.449562542,9579364.422186388,1147.0
2094,192436.75897978377,120386.77195788319,72049.98702190052,0.0,9137768.286291843,12151143.506842928,5500.4146111997225,918.8618653311859,2144.0110191060944,18715272.22129573,27773292.902258784,20942073.05599845,1312.0
2095,337030.03388089204,190526.00536511934,146504.0285157728,0.0,8977897.440238971,12306660.673646618,8248.441825832226,1650.1243833599144,3850.290227839808,18717416.23231472,41831940.30471968,35192209.12916094,1210.0
2096,534891.9646500545,296623.013444392,238268.9512056626,0.0,8816864.135899547,12460507.287665317,12456.424215230196,2474.5325477496517,5773.909278082533,18721266.522542585,62498362.258234024,56007121.076151036,1255.0
2097,390344.03538853524,18212.534174353445,372131.50121418166,0.0,8607474.875943353,12658582.248125829,1296.2086740324794,3736.927264569084,8719.49695066113,18727040.431820765,461729.6389193836,426043.37016240804,1211.0
2098,32313.45871583784,16835.769652232415,15477.68906360544,0.0,8336659.77191092,12929088.232605748,1287.0,388.86260220974503,907.3460718227408,18735759.928771462,0.0,0.0,1287.0
2099,50949.173351964826,38220.805016808285,12728.368335156543,0.0,8147038.773402049,13118517.953931287,2295.672511319035,386.1,900.8999999999967,18736667.274843212,11784236.148125654,5168362.556595181,1262.0
2100,54398.3842831269,14046.03643868729,40352.34784443961,0.0,7964639.811461529,13299708.54266515,1187.0,688.7017533957105,1606.970757923322,18737568.174843278,0.0,0.0,1187.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,4035000.0,0.0,0.0
2021,138654.43913939034,105122.01496474443,33532.42417464596,22960906.0,14435982.0,4212612.0,1679.4268347969999,322.80000000000115,484.1999999999982,0.0,1932134.1739849993,1932134.1739849993,1293.0
2022,293551.17823008785,231255.52345948038,62295.65477060739,22444158.0,14555388.59493545,4608741.9782297285,3500.029678812402,671.7707339188019,1007.6561008782005,484.1999999999982,11675808.082348391,10980148.394062037,1304.0
2023,320267.4708679308,168374.47991037936,151892.9909575516,22040105.0,14585954.140933026,4979182.402553431,2654.0851498430156,1400.0118715249648,2100.0178072874505,1491.8561008782062,7131942.944855696,6975425.749215123,1259.0
2024,476595.5224967444,364900.48277654074,111695.03972020344,21428506.0,14827072.199793337,5347480.260794021,5633.894040161845,1061.634059937207,1592.451089905809,3591.8739081656413,21776007.91227817,21299470.2008091,1374.0
2025,1098961.3136564514,855782.3644585897,243178.94919786093,20839923.0,15030042.803202631,5727976.983953868,12668.704032866934,2253.557616064733,3380.336424097104,5184.324998071441,57822580.2380186,56928520.16433471,1283.0
2026,3117164.2333048256,2544070.060180588,573094.173124236,20399820.0,15184188.180951763,6001754.100705382,35850.67033853197,5067.481613146753,7601.222419720148,8564.661422168585,174001478.0941313,173063351.6926605,1238.0
2027,3228758.155701543,1571154.0221162797,1657604.1335852647,19902536.0,15298805.16618888,6349024.446215152,22946.696393330665,14340.268135412764,21510.402203119273,16165.883841888663,109038858.03058739,108728481.9666534,1201.0
2028,3973487.0868348265,2929368.840670137,1044118.2461646879,18019521.0,16685950.61923218,6822415.296778534,42154.284643067,9178.67855733232,13768.01783599844,37676.286045008084,205074824.00370806,204256423.2153346,1303.0
2029,7277905.119150493,5391052.923792336,1886852.1953581593,17536969.0,16864184.155028306,7085047.493551166,76208.10663126361,16861.71385722686,25292.570785840064,51444.30388100632,376100610.3548363,375160533.1563167,1176.0
2030,14697961.58337405,11323565.66209236,3374395.921281712,16866307.0,17165740.930408917,7378366.762624508,155855.66428152102,30483.24265250538,45724.86397875824,76736.87466684681,773887629.0084846,772838321.4076056,1288.0
2031,27391855.04559697,20542421.987221945,6849433.05837504,16310961.0,17287085.959385406,7657031.806247472,277992.22324530774,62342.26571260826,93513.398568913,122461.73864560474,1388342651.8391967,1383866116.226534,1219.0
2032,15612574.182506662,3569245.2643086785,12043328.918197984,15681330.0,17485327.614300117,7811290.9350461755,53294.02503618109,111196.88929812267,166795.3339471852,215975.13721451833,260570283.19950667,259615125.18090618,1371.0
2033,6240486.225283558,3968381.432078616,2272104.7932049385,15090554.0,17765104.465443753,8069616.015920638,59692.72282584942,21317.610014472524,31976.415021708537,382770.47116170183,293601216.91213244,292683614.1292475,1156.0
2034,13809879.993863018,11296354.728178399,2513525.265684618,14442721.0,18122350.29841897,8301006.0522621265,163223.30024968836,23877.089130339744,35815.6336955095,414746.8861834108,812048389.3097022,809511501.2484435,1321.0
2035,14362827.19826963,7534487.353146667,6828339.845122966,13729775.0,18412519.472378742,8561040.645975053,112370.20153195645,65289.32009987534,97933.98014981301,450562.5198789197,556579153.2661241,555561007.6597786,1258.0
2036,24249943.804855555,19609496.921888646,4640446.882966928,13084472.0,18735292.168325905,8771728.336387688,281865.09213653376,44948.080612782396,67422.1209191736,548496.5000287306,1406121814.8346941,1402330460.682676,1399.0
2037,51361875.355508395,39771644.665232204,11590230.69027618,12548687.0,18839322.77339922,8922498.47426301,558423.4081053286,112746.03685461359,169119.0552819213,615918.6209479085,2798370074.8480787,2785532040.5266266,1317.0
2038,35631678.905051135,12872205.531269493,22759473.37378165,11601256.0,19018436.922938928,9135363.905503806,194408.64072088833,223369.36324213177,335054.04486319574,785037.6762298313,976825348.5604656,966088203.6044394,1191.0
2039,25212870.33729694,17449541.358208783,7763328.979088158,11089616.0,19133729.14749922,9337920.503472514,262619.1886428292,77763.45628835494,116645.18443253265,1120091.721093027,1312147470.0143192,1307180943.214142,1183.0
2040,32824574.87374258,22406720.332928013,10417854.540814564,10429502.0,19379708.761535767,9490250.087815506,337220.06382784067,105047.67545713119,157571.5131856976,1236736.905525559,1688367440.9980667,1679860319.1391976,1248.0
2041,45740500.30350324,32486308.73614922,13254191.567354018,9741548.0,19574882.515612636,9646951.88090772,486313.07952941564,134888.0255311356,202332.03829670395,1394308.4187112506,2439409885.2211313,2424660397.6470814,1381.0
2042,106048616.42528927,87142355.72170883,18906260.70358046,9149056.0,19496292.330667626,9834566.452768387,1257976.9516333642,194525.23181176628,291787.84771765006,1596640.4570079509,6358237465.970216,6283934758.166834,1190.0
2043,48428345.21435689,55429.68969411203,48372915.52466277,8570086.0,18634164.89015294,10042707.378140502,1255.0,503190.7806533439,754786.170980019,1888428.3047256044,0.0,0.0,1255.0
2044,194717.55666952036,163948.12787779552,30769.42879172486,7952775.0,19089762.620174874,10203595.648118686,3382.0145702573514,502.0,753.0,2643214.475705624,11264229.803339308,10750072.851286698,1232.0
2045,521672.82656248263,414266.10004173085,107406.72652075169,7215806.0,19667318.300113685,10360154.953609481,8282.806241453103,1352.8058281029437,2029.2087421544118,2643967.475705624,36622499.976780824,35184031.20726558,1246.0
2046,649054.0420482138,372038.11382608325,277015.92822213075,6599045.0,20110563.060339093,10525885.028835997,7676.077828301643,3313.1224965812435,4969.683744871867,2645996.6844477765,33268034.145371508,32375389.141508166,1201.0
2047,310253.753248884,59152.65731116773,251101.09593771613,6078577.0,20450050.891172312,10699737.261149826,1312.0,3070.4311313206567,4605.64669698101,2650966.3681926606,0.0,0.0,1312.0
2048,188867.62976170835,152312.9813452785,36554.64841642987,5477462.0,20868094.6213299,10881943.789843515,3290.1007420618116,524.8000000000018,787.2000000000003,2655572.014889643,10340976.740091385,9910503.710309032,1308.0
2049,304060.3098986731,202584.21414096936,101476.09575770375,5006433.0,21161232.248303883,11057037.071179822,4463.978941396145,1316.040296824729,1974.0604452370887,2656359.214889642,16035037.751125941,15479894.706980746,1368.0
2050,459984.3029821622,322979.62351500714,137004.67946715557,4470746.0,21479491.793200966,11270565.775004866,7053.567849783442,1785.5915765584743,2678.3873648376916,2658333.2753348807,30392322.924239494,29532839.248917237,1147.0
2051,795172.3560803095,574933.1011874598,220239.25489284995,4076895.0,21659239.095107075,11478094.511814103,12315.699954328898,2821.4271399133677,4232.140709870038,2661011.662699702,57073344.123498924,55913499.771644555,1133.0
2052,1093834.7066090545,703750.0356189954,390084.6709900583,3629922.0,21828991.62415126,11743536.58887464,15122.58530122085,4926.2799817315545,7389.419972597368,2665243.803409577,70788913.75415748,69502926.50610396,1222.0
2053,2185799.0795257483,1710690.0500083196,475109.0295174293,3331938.0,21910964.07402227,11944955.67316039,35282.51538898151,6049.034120488313,9073.551180732453,2672633.2233821754,172910620.09118557,170372576.94490817,1208.0
2054,1727559.0520795896,598616.7530472777,1128942.2990323124,2889306.0,22110731.69942664,12153049.892116867,13216.258665655787,14113.006155592691,21169.50923338904,2681706.774562899,60237677.38847538,59556293.32827936,1305.0
