years,Objective,Costs,Damages,J,Y,M,I,Harvest,Redsnag,Greysnag,B,B_SDD,I_LDD
2097,1800912.1238957339,0.0,1800912.1238957339,0.0,7948375.312514467,9334266.891068222,1604.031722926244,0.0,39110.07474794027,124997982.86673602,2046735.70196708,1965158.6146312344,1211.0
2098,36789.638322802464,0.0,36789.638322802464,0.0,7536290.2539879475,9745744.917871775,1287.0,0.0,1604.031722926244,125037092.94148287,0.0,0.0,1287.0
2099,18183.38333593792,0.0,18183.383335937917,0.0,7330401.548035465,9951464.623824298,2593.34465015725,0.0,1287.0,125038696.97320586,16460895.243097149,6656723.250786212,1262.0
2100,70004.02091468564,0.0,70004.02091468564,0.0,6975239.356856801,10305151.395533385,1187.0,0.0,2593.34465015725,125039983.97320586,0.0,0.0,1187.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,4035000.0,0.0,0.0
2021,78350.94319779088,28052.306935821896,50298.636261968946,22960906.0,14435982.0,4212612.0,1872.6402521954924,80.70000000000029,726.3000000000008,0.0,2898201.260977496,2898201.260977496,1293.0
2022,190746.4216275294,80924.05227657409,109822.3693509553,22444158.0,14555204.392403169,4608732.967344555,5005.394282586169,187.2640252195494,1685.376226975949,726.3000000000008,19550460.945360314,18506971.412930835,1304.0
2023,412344.6317852324,67069.53710304825,345275.09468218416,22040105.0,14584311.698053362,4979128.8362920545,4272.486359777243,500.5394282586167,4504.854854327536,2411.676226975936,15315123.37984453,15067431.798886139,1259.0
2024,484781.87242299825,191505.1308955702,293276.74152742774,21428506.0,14823928.251539707,5347309.801627137,11755.635338103413,427.2486359777236,3845.237723799507,6916.531081303489,52692133.69854945,51908176.69051738,1374.0
2025,1465945.9846101308,639889.057758087,826056.9268520446,20839923.0,15021074.375156922,5727513.374038568,37272.39777860423,1175.5635338103455,10580.071804293142,10761.768805102958,181345525.51900777,179946988.89302132,1283.0
2026,5505029.751871138,2822759.6006172793,2682270.1512538553,20399820.0,15151361.422485385,6000549.108682878,154606.82314459133,3727.2397778604336,33545.15800074394,21341.84060939599,768657953.4609993,766844115.722951,1238.0
2027,13742811.114401286,2554119.9871087177,11188691.127292562,19902536.0,15152046.465908878,6343030.52984015,142056.2674555515,15460.682314459085,139146.14083013206,54886.99861014009,705608993.0283543,704276337.2777553,1201.0
2028,17215709.34696588,7050596.239632616,10165113.107333267,18019521.0,16430845.90683079,6805702.098486811,380842.6704507769,14205.62674555509,127850.64070999617,194033.13944027133,1903901936.291143,1897698352.2538886,1303.0
2029,45977572.45222323,19417097.857126556,26560474.59509667,17536969.0,16286239.220501937,7052942.31673709,1013648.6687389334,38084.26704507781,342758.40340569784,321883.7801502663,5090931394.913202,5062363343.6946945,1176.0
2030,129844012.94534935,60284015.31246218,69559997.6328872,16866307.0,15694431.930156583,7312534.901489668,3033289.6546349563,101364.86687389381,912283.8018650414,664642.1835559641,15386726798.436047,15160008273.174807,1288.0
2031,356001246.22627616,152136412.1471943,203864834.07908222,16310961.0,13205136.803103918,7491142.29908601,7527084.544821502,303328.9654634967,2729960.689171478,1576925.9854210038,40172858987.41013,37629327724.107445,1219.0
2032,508784400.5732203,27474322.57167031,481310078.0015499,15681330.0,8733093.983490463,7507652.7138282405,1512066.9177477378,752708.4544821508,6774376.0903393505,4306886.6745924875,10403570694.029594,7553479588.738703,1371.0
2033,127710569.07507242,37445234.57766761,90265334.49740492,15090554.0,8044378.272777101,7564675.771404739,2064612.4256024314,151206.6917747743,1360860.2259729728,11081262.764931863,12234485442.381554,10317282128.012154,1156.0
2034,247199934.2471006,129715344.96440953,117484589.28269108,14442721.0,7052031.135081699,7611593.192619478,6781241.340641097,206461.24256024265,1858151.183042174,12442122.990904806,41107589536.572464,33899601703.20539,1321.0
2035,434649922.60671014,65138561.844926044,369511360.76178384,13729775.0,4451677.877176011,7578641.206878122,3628539.952274678,678124.1340641088,6103117.2065769825,14300274.173946993,33752952407.4153,18136409761.373398,1258.0
2036,308130849.8568961,143583808.46376395,164547041.3931323,13084472.0,3407304.67671763,7535717.059763411,7814095.274713279,362853.9952274659,3265685.957047214,20403391.380524043,66108660849.99152,39063481373.566414,1399.0
2037,485237514.23737425,188109191.3996071,297128322.8377673,12548687.0,1992046.412661791,7537145.4372722255,9803771.16268562,781409.5274713312,7032685.747241971,23669077.337571148,113564785161.94891,49012270813.427795,1317.0
2038,365385666.5874925,33530275.72768777,331855390.8598048,11601256.0,1947465.13450539,7539523.714763721,1858319.7323333186,980377.1162685554,8823394.046417013,30701763.08481312,25295315417.125874,9285643661.66657,1191.0
2039,98809944.4630025,38012711.44998306,60797233.01301943,11089616.0,2067805.5707151743,7539851.496792794,2075766.0480684785,185831.97323333155,1672487.7590999838,39525157.131230295,18906557536.620716,10372915240.342348,1183.0
2040,108592213.59104237,44559870.694791764,64032342.89625066,10429502.0,2444157.7970483745,7508644.5891815815,2279622.313839064,207576.6048068479,1868189.4432616278,41197644.89033026,19884955718.0204,11391871569.195307,1248.0
2041,155652334.5120407,77059572.69368231,78592761.8183583,9741548.0,2938495.6301872865,7429480.25264534,3494500.2208408113,227962.23138390534,2051660.082455157,43065834.333591655,24784490288.260826,17465596104.20409,1381.0
2042,344253976.50452334,173700404.202579,170553572.3019443,9149056.0,3297110.1612453824,6478456.209841249,7731039.466628963,349450.02208408044,3145050.1987567334,45117494.41604701,68527668718.86512,38649247333.1446,1190.0
2043,308249605.2044666,12893.716538265031,308236711.4879285,8570086.0,3641791.2760281647,6496634.436101339,1255.0,773103.9466628932,6957935.519966055,48262544.614803515,0.0,0.0,1255.0
2044,76944.55800968106,30790.414822093728,46154.14318758729,7952775.0,4253278.089127889,6502262.623001596,2829.002504629718,125.5,1129.5,55220480.13476958,16421335.642730746,7985012.523148557,1232.0
2045,188906.74473146666,74854.42034653304,114052.32438493358,7215806.0,4982485.136656648,6508300.11389494,6860.434296237982,282.9002504629732,2546.102254166737,55221609.63476958,45342007.08023717,28072171.48118973,1246.0
2046,343260.04866178514,87067.90437980117,256192.14428198387,6599045.0,5589152.291067356,6512674.201135798,8070.239570086105,686.0434296237946,6174.390866614174,55224155.73702413,41133632.53703808,34346197.85043043,1201.0
2047,312605.51183534495,13837.446340427712,298768.0654949171,6078577.0,6097716.387965337,6517568.402084039,1312.0,807.0239570086098,7263.215613077458,55230330.12789037,0.0,0.0,1312.0
2048,86920.07466572491,32088.102041080143,54831.97262464476,5477462.0,6679816.302016044,6536362.488033299,3015.7333465851175,131.20000000000044,1180.7999999999959,55237593.34350378,15018732.867492687,8538666.732925635,1308.0
2049,173304.61237873486,46710.3027030078,126594.30967572716,5006433.0,7134197.011481197,6551081.910593671,4563.721004996307,301.5733346585113,2714.16001192661,55238774.14350337,21733406.433594692,15978605.024981497,1368.0
2050,268250.43995978276,91688.21175756733,176562.22820221554,4470746.0,7647061.217507129,6570514.983562709,8848.840775924089,456.3721004996319,4107.34890449665,55241488.30351565,46110873.93278879,38509203.879620545,1147.0
2051,556224.3559568294,221811.26574295637,334413.0902138731,4076895.0,8005396.065105601,6598114.564381264,20794.326694508985,884.8840775924064,7963.956698331729,55245595.65242004,106933111.5163521,98306633.47254437,1133.0
2052,1158574.9440368006,385635.6655440081,772939.2784927925,3629922.0,8354259.696255905,6676441.975549554,35464.68728676343,2079.4326694508827,18714.894025058024,55253559.60911823,178900588.77731803,171213436.43381596,1222.0
2053,2678710.942657616,1362757.1910456314,1315953.7516119857,3331938.0,8591310.802442787,6703036.599307375,119409.0586795397,3546.46872867633,31918.218558087017,55272274.50314333,607564906.6578366,591005293.3977008,1208.0
2054,4961003.163569645,655323.2955982595,4305679.867971387,2889306.0,8893501.555805447,6726780.717817874,60511.657418517265,11940.905867953976,107468.1528115857,55304192.721701376,305573575.4343812,296033287.0925845,1305.0
2055,5048443.608089838,2892806.9025627784,2155636.705527061,2448891.0,9242929.73002153,6758473.762841206,249444.17227696866,6051.165741851706,54460.49167666565,55411660.87451306,1288433482.5296707,1241080861.3848503,1228.0
2056,11777757.517627096,2942044.070563016,8835713.447064083,2164771.0,9242604.162602406,6800486.6919415705,255353.97015062717,24944.41722769694,224499.7550492732,55466121.36618991,1301004395.601563,1270844850.753137,1185.0
2057,12202781.608247222,3085965.529910967,9116816.078336246,1846543.0,9282937.058165805,6827633.392001611,272674.1791183949,25535.39701506273,229818.57313556428,55690621.12123886,1412119750.3401248,1356660895.5919785,1342.0
2058,10554622.644561386,1104314.395496547,9450308.249064844,1527763.0,9291666.397473337,6870443.328997134,104422.79543140167,27267.4179118396,245406.7612065549,55920439.694374636,533675604.92930204,515863977.15701175,1250.0
2059,3635106.0545204305,38180.97690843844,3596925.077611992,1229209.0,9455889.104056055,6901410.246807981,4381.27145525686,10442.279543140203,93980.51588826215,56165846.45558111,16168842.791555922,15706357.276284348,1240.0
2060,172570.36218661166,24622.84494135457,147947.5172452571,846380.0,9789208.75160939,6947555.507542155,2876.16582007361,438.1271455256886,3943.144309731198,56259826.971469335,9407768.18526941,8120829.100368022,1252.0
2061,109966.22019901108,10348.379267296028,99617.84093171504,626204.0,9958739.356117059,6996305.381651141,1245.399369557279,287.61658200735997,2588.5492380662463,56263770.11577919,150597.132251733,116996.84778641669,1222.0
2062,72046.1050520703,32024.226099275656,40021.8789527947,547321.0,9989115.840240242,7044538.498158381,3487.981610980573,124.53993695572812,1120.8594326015514,56266358.66501737,21698928.25832225,12024908.054902818,1083.0
2063,142460.99409848213,9895.910993420342,132565.08310506179,431669.0,10046530.722053295,7100181.7096878,1198.0,348.7981610980563,3139.1834498825087,56267479.52444976,0.0,0.0,1198.0
2064,59906.2492060629,20871.163166322323,39035.08603974058,314873.0,10121224.007482102,7142025.424259015,2443.046236474823,119.79999999999956,1078.2000000000035,56270618.707899645,11729604.624778952,6155231.182374099,1212.0
2065,139487.16948365755,53900.320639549,85586.84884410855,263665.0,10139936.380359178,7173046.1017858805,6051.655685834101,244.3046236474832,2198.7416128273435,56271696.90789981,32563224.49489372,23793278.42917052,1293.0
2066,349359.1918723,126952.53717599336,222406.65469630677,205987.0,10118973.768247124,7246673.2863690145,13861.626837458005,605.1655685834111,5446.490117250688,56273895.64951257,71677242.38640963,62308134.187290184,1400.0
2067,976692.4041034363,463599.62144754076,513092.78265589534,179049.0,10079809.65951322,7300074.019072077,47801.01696045434,1386.1626837458086,12475.46415371219,56279342.139629535,255059427.51252812,233265084.8022716,1148.0
2068,2286259.0188578623,500360.0700902065,1785898.9487676548,135751.0,9994938.10793943,7381773.5887768315,52132.23855231141,4780.101696045457,43020.91526440901,56291817.60378334,263305116.39117187,254776192.76155788,1177.0
2069,1927792.8216956502,9920.612058327282,1917872.2096373197,85850.0,9901279.988567607,7474725.650961881,1346.0,5213.223855231161,46919.01469708032,56334838.519048005,0.0,0.0,1346.0
2070,50956.72886233749,13136.280999418987,37820.44786291849,54515.0,9857463.576119186,7549594.063410346,1748.6594946886387,134.59999999999957,1211.399999999996,56381757.53374485,3460251.355900396,1883297.4734432101,1372.0
2071,80698.3874092466,27560.684169831533,53137.703239415074,24746.0,9814355.928722383,7621752.862175209,3480.8282221201916,174.86594946886453,1573.793545219779,56382968.933744974,17270909.547139313,10894141.110601006,1302.0
2072,166941.7033567508,49755.15699235113,117186.54636439972,19162.0,9743017.456493145,7696215.385319015,6069.355933609979,348.08282221201966,3132.745399908175,56384542.727290384,30892623.052525777,24036779.668049835,1262.0
2073,265957.45138291037,50390.620603409494,215566.8307795007,16360.0,9696020.811560867,7740930.898643499,6219.785728597411,606.9355933609951,5462.420340248973,56387675.47269004,28628472.596559238,25273928.642987177,1165.0
2074,227939.05146393142,8052.1593867854135,219886.8920771461,7625.0,9619924.13385517,7820525.7906205645,1236.4977831106885,621.9785728597452,5597.807155737661,56393137.893030204,414345.1600028932,367488.91555347363,1163.0
2075,41374.44863897343,11690.452157926731,29683.996481046728,2559.0,9523779.53701544,7921453.889677226,1694.378120347432,123.6497783110692,1112.8480047996268,56398735.70018592,3416898.370077921,1746890.601737143,1345.0
2076,54307.63566808857,7220.198171438553,47087.43749665004,1749.0,9464467.542855926,7980948.3670951715,1059.0,169.43781203474296,1524.9403083126872,56399848.548191026,0.0,0.0,1059.0
2077,40140.45002724734,11526.435025392444,28614.015001854907,539.0,9394396.837476745,8052011.07247426,1666.0679253801939,105.90000000000013,953.1000000000035,56401373.48849923,4632685.787770024,2500339.626900972,1166.0
2078,57663.17131278666,9827.993162802075,47835.17814998456,183.0,9312346.845930098,8133681.495519716,1523.977143359404,166.6067925380194,1499.4611328421745,56402326.58849909,2448385.5791834127,1469885.716797001,1230.0
2079,48493.614697912875,9580.160225305646,38913.45447260725,0.0,9222291.689630931,8223438.674675542,1484.3022589948187,152.39771433594052,1371.5794290234612,56403826.04963184,1726861.4481477367,991511.2949741161,1286.0
2080,56196.37188776588,17946.135405969006,38250.236481796856,0.0,9141571.062290486,8303710.999879675,2600.5264561029007,148.4302258994828,1335.8720330953372,56405197.62906089,12506977.87765523,6722632.280514478,1256.0
2081,93198.15789289365,16476.527760096622,76721.63013279704,0.0,9140041.025571533,8303692.999879675,2377.507927874863,260.05264561028906,2340.473810492607,56406533.50109423,8794530.929453203,6137539.639374354,1150.0
2082,83710.9673884006,10575.487545017417,73135.47984338323,0.0,9137719.325198187,8304570.525626597,1710.2523825163732,237.75079278748788,2139.7571350873877,56408873.97490484,3018093.0177662876,2211261.912581844,1268.0
