years,Objective,Costs,Damages,J,Y,M,I,Redsnag,Greysnag,B,B_SDD,I_LDD
2075,2144614.481182994,1637557.19326464,507057.2879183545,2559.0,5182449.36896518,9733115.174580036,65769.88749505152,17532.72241093031,22385528.046378106,340930480.51714903,322369437.4752575,1296.0
2076,3420980.7090125596,2086434.0753627215,1334546.6336498375,1749.0,5085981.031680732,9765918.159627862,83047.39095105648,46038.92124653603,22403060.768788923,418027182.5619065,408996954.7552844,1248.0
2077,4090166.0001498745,2397118.5335985785,1693047.4665512936,539.0,4969121.1038280465,9802611.571654255,95391.80906882169,58133.17366573963,22449099.69003545,484032313.68467844,470364045.3441107,1319.0
2078,10649751.543124381,8709063.705713386,1940687.8374109967,183.0,4823214.151924013,9856108.306048568,322804.58949756814,66774.26634817556,22507232.86370129,1681947069.2820017,1607407947.4878526,1323.0
2079,14841370.74455281,8149837.451073689,6691533.293479122,0.0,4479738.65819049,9890914.382398792,304306.4487068208,225963.21264829955,22574007.13004936,1647468893.516908,1514802243.5341122,1346.0
2080,14961472.636723163,8590773.721287929,6370698.915435251,0.0,4163771.128868572,9924984.047749342,319701.6899968925,213014.51409477505,22799970.342697673,1796261207.8310971,1591773449.9844708,1347.0
2081,17690445.454459045,10879471.527264167,6810973.927194864,0.0,3857823.4047473692,9930932.352630442,400233.51065527764,223791.18299782538,23012984.85679246,2177967855.5924873,1995482553.2763724,1137.0
2082,35720591.129949264,27018355.697477505,8702235.432471767,0.0,3463780.9710009075,9949347.213702379,944165.163196989,280163.457458692,23236776.039790243,5190918691.510994,4714565815.984959,1252.0
2083,42573228.911003724,21568635.118269328,21004593.792734377,0.0,2682668.7943920977,9960124.534637388,760952.8323768072,660915.6142378906,23516939.497249003,4943064962.010245,3798284161.884032,1296.0
2084,36930999.91662645,20065827.160973743,16865172.755652715,0.0,2092068.3167747809,9970154.234641366,705573.1875049904,532666.9826637652,24177855.111486856,4695957551.088143,3521095937.524941,1354.0
2085,44471972.164828226,28779039.940876257,15692932.22395191,0.0,1567770.1633986894,9982026.440061629,993921.8809123256,493901.2312534909,24710522.094150573,6583985494.050274,4963964404.56162,1129.0
2086,47892372.8198906,26309781.420663744,21582591.399226855,0.0,991550.4728226383,9986488.9599058,884563.0942667397,695745.3166386223,25204423.325404163,7564889291.593728,4416715471.333702,1220.0
2087,41676051.91442135,22082815.409343824,19593236.505077515,0.0,552484.6071638615,9983184.910201803,730802.9388865063,619194.1659867164,25900168.642042793,6746538681.505596,3648364694.4325066,1130.0
2088,28172104.55395372,12490381.890090752,15681722.663862972,0.0,285931.9074506163,9988727.710756525,407568.811113283,511562.05722055235,26519362.808029484,4071970466.9080806,2031399055.5664074,1289.0
2089,12445999.18684166,3499348.634996982,8946650.551844673,0.0,201355.8037256821,9989047.52852012,113836.01186252378,285298.16777929704,27030924.86524999,3732711195.722698,562960059.3126185,1244.0
2090,2565228.0723492526,19549.755356358106,2545678.3169928943,0.0,192892.54278230676,9983194.426229063,1384.679895947448,79685.20830376634,27316223.03302946,480979177.75244653,983399.4797372025,1188.0
2091,33510.36971772621,20378.092990273395,13132.276727452801,0.0,192597.93131768637,9983271.130259927,1495.2729648466134,969.2759271632046,27395908.24133303,9590045.66894339,1256364.8242330784,1244.0
2092,34500.16419936264,21411.358095647207,13088.806103715415,0.0,189528.8818010508,9986085.308253352,1545.7238801955252,1046.691075392628,27396877.517260265,18211353.320496593,1528619.400977636,1240.0
2093,36352.732574935486,21753.705944762485,14599.026630173008,0.0,188815.80072277706,9986469.665451512,1526.4481741817626,1082.0067161368718,27397924.20833578,16510955.107439963,2002240.8709088014,1126.0
2094,37471.6151150987,21436.399375533718,16035.215739565003,0.0,188356.0072141654,9986523.92876082,1598.4715107746074,1068.5137219272365,27399006.215051726,20551742.66225231,1582357.5538730228,1282.0
2095,34176.0943479161,19764.29690712624,14411.797440789856,0.0,185568.2164726106,9988974.26449423,1563.5231312376748,1118.9300575422237,27400074.72877377,6847938.346426249,852615.6561883598,1393.0
2096,28752.927412319623,16421.07496245108,12331.852449868524,0.0,181870.6022156876,9992460.355619913,1350.898227984282,1094.4661918663746,27401193.658831295,3515133.826885453,334491.13992139127,1284.0
2097,28063.598299968027,18150.87716441824,9912.72113554977,0.0,176361.3145098287,9997869.745097827,1484.6741575582405,945.6287595889905,27402288.12502317,9485156.494723622,858370.7877911895,1313.0
2098,34338.18035004994,23069.695796482858,11268.48455356707,0.0,166581.47055389063,10007422.316064771,1789.653737835529,1039.2719102907647,27403233.753782645,22426358.01036933,2533268.6891776477,1283.0
2099,36633.88760582208,20916.153309696176,15717.7342961259,0.0,162992.21008944808,10010469.471693518,1675.8582214029202,1252.7576164848795,27404273.02569296,15491911.885338431,1464291.107014629,1383.0
2100,34161.89449807587,19799.24234042223,14362.652157653642,0.0,154859.72514786496,10018242.852792554,1623.0230661384458,1173.100754982043,27405525.783309568,21513526.396296144,1725115.3306922496,1278.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,4035000.0,4035000.0,1269.0
2021,283187.6695776758,261717.21579560882,21470.45378206694,22960906.0,14435982.0,4212612.0,4551.0869089152875,484.1999999999982,0.0,17330400.540371902,16605434.544576492,1230.0
2022,531498.9359141699,397336.3836143765,134162.55229979317,22444158.0,14552583.55338083,4608665.281114784,6893.027750639499,2730.652145349177,484.1999999999982,28655017.735353466,28305138.753197666,1232.0
2023,1104144.856190465,893516.0478999534,210628.80829051178,22040105.0,14579930.677706683,4978916.129038327,14978.986666321453,4135.8166503837265,3214.852145349153,68854676.14181517,68244933.33160777,1330.0
2024,1244013.4035684997,772929.4593739061,471083.9441945938,21428506.0,14809318.959679741,5346656.860398881,13259.975584747883,8987.391999792942,7350.668795732863,61041260.18570964,60494877.92373972,1161.0
2025,1249394.9496824637,836746.0047043529,412648.9449781107,20839923.0,15005273.015446533,5726467.829123286,14534.791247471567,7955.985350848713,16338.060795525871,66370275.56499278,65958956.237357944,1343.0
2026,1663480.6664241338,1220122.2570843762,443358.40933975927,20399820.0,15158334.240672898,5999488.8510740865,20965.389134222183,8720.8747484829,24294.046146374523,99351002.31546564,98766945.67111082,1212.0
2027,4369025.649157211,3729895.152549141,639130.4966080674,19902536.0,15288175.86101957,6346477.84159324,60787.076405046515,12579.23348053331,33014.92089485749,298345293.93412787,297020382.0252321,1383.0
2028,5268526.453128275,3412821.874716058,1855704.5784122143,18019521.0,16640090.204283247,6817306.059400059,56814.119379148025,36472.245843027784,45594.15437539091,279128022.1794358,278225596.89574206,1169.0
2029,5876819.127445143,4190277.5331150778,1686541.594330064,17536969.0,16804390.68327796,7079104.461026263,69745.1231996198,34088.471627488805,82066.40021841833,343474983.1433315,343005615.9981002,1144.0
2030,6286060.5615707245,4238147.990537185,2047912.5710335416,16866307.0,17115116.10847902,7369711.905262638,71343.69168579351,41847.07391977213,116154.87184590813,351088156.5312712,350673458.4289686,1209.0
2031,8578836.880278565,6509818.059281405,2069018.8209971583,16310961.0,17321377.82001878,7647936.277753359,108561.63496792321,42806.21501147583,158001.94576567883,538922529.5464125,536633174.83961517,1235.0
2032,21425638.34278574,18338806.805906404,3086831.536879335,15681330.0,17686928.601481803,7804036.495776158,291398.9190505876,65136.980980753906,200808.16077715598,1457435949.2282107,1450454595.252931,1308.0
2033,62612653.67777408,54376035.81715302,8236617.860621079,15090554.0,17729155.802251823,8061760.902890027,822151.389204252,174839.35143035243,265945.1417579107,4118443001.966186,4104926946.0212483,1166.0
2034,97305537.42948247,74380914.1437522,22924623.28573024,14442721.0,17344826.079331756,8274795.433938743,1125092.1489644367,493290.83352255315,440784.4931882619,5653156649.380372,5618655744.822175,1361.0
2035,52811797.37997402,22140582.293799672,30671215.086174347,13729775.0,16731638.771363141,8492697.513138514,367514.82014225965,675055.2893786615,934075.3267108175,1882856343.243224,1831244100.7112992,1266.0
2036,11910160.545004854,2175787.726048078,9734372.818956777,13084472.0,16830274.371039268,8673583.318288546,41918.996830367265,220508.89208535582,1609130.6160894695,207530900.7164185,203484984.1518356,1222.0
2037,3177297.0594351743,2091335.5480033401,1085961.5114318344,12548687.0,17195903.565537337,8802332.002347412,41006.24171588924,25151.398098220197,1829639.5081748355,200116920.282441,199156208.57944554,1175.0
2038,7017851.0632492695,5971569.670612199,1046281.3926370661,11601256.0,17911247.58697799,8993923.257569848,111838.07279002639,24603.74502953338,1854790.9062730616,555131531.0411223,552525363.9501331,1333.0
2039,8436551.704818085,5610666.533782596,2825885.171035486,11089616.0,18135069.849928718,9170654.686611105,106686.4156019627,67102.8436740154,1879394.6513025805,529185725.95261675,527527078.0098124,1181.0
2040,16715563.29572187,14047499.983834762,2668063.311887099,10429502.0,18554528.03975092,9305205.43220275,256494.87989900276,64011.84936117756,1946497.494976597,1281781075.400818,1276144399.4950194,1266.0
2041,17324023.350770727,10968330.331293963,6355693.019476771,9741548.0,18841009.89179847,9450756.940566067,205577.5851866075,153896.92793940278,2010509.3443377765,1022440424.4493104,1021357925.9330362,1306.0
2042,20984348.279328216,15946716.152178325,5037632.127149876,9149056.0,19052655.04300214,9626708.630602771,296093.5080515726,123346.55111196384,2164406.272277178,1477612996.4785748,1473812540.2578669,1331.0
2043,7228851.2045019055,47904.82754779984,7180946.3769541,8570086.0,19130921.51515617,9832328.163477832,1257.0,177656.10483094314,2287752.8233891553,0.0,0.0,1257.0
2044,151149.23895145996,130969.51815182244,20179.720799637562,7952775.0,19584800.976689372,9994947.006697707,3292.7711466010287,754.1999999999997,2465408.9282200923,10456462.168368043,9968855.733005099,1299.0
2045,206381.22210491198,141417.52671858316,64963.69538632873,7215806.0,20162844.849350557,10151117.04078204,3657.0306278921194,1975.6626879606088,2466163.1282200827,12629012.41739067,12040153.139460566,1249.0
2046,582126.7425448732,509508.9091719692,72617.83337290402,6599045.0,20602819.227364548,10324701.955440518,12420.68353222423,2194.2183767352703,2468138.790908042,56797924.92306714,55623417.66112133,1296.0
2047,1579283.1123833845,1318361.9401992469,260921.17218413696,6078577.0,20935327.998778336,10500751.900797352,30838.67622845156,7452.410119334534,2470333.009284791,150087796.03906715,147923381.14225778,1254.0
2048,3505371.506145811,2849211.7509099436,656159.7552358699,5477462.0,21317696.69651261,10689198.82845086,64619.325108880184,18503.20573707101,2477785.4194041328,320951444.70019376,317091625.5444026,1201.0
2049,5904023.976215239,4535843.892650978,1368180.0835642535,5006433.0,21546950.01126778,10867025.572625631,101297.63773305001,38771.59506532827,2496288.6251411997,505921002.8354184,500113188.6652524,1275.0
2050,3526152.909837772,1401004.2227131703,2125148.687124601,4470746.0,21759880.979423434,11089488.951952707,33851.268614783905,60778.582639830194,2535060.2202065117,164077697.64290717,162436343.07392037,1364.0
2051,1776541.9645313756,1076764.0939789778,699777.8705523976,4076895.0,21905970.625232186,11304086.847291732,26671.347411675742,20310.761168870264,2595838.8028463577,127539001.8439026,126396737.0583798,1392.0
2052,1050061.0544052548,501106.4189776991,548954.6354275551,3629922.0,22061669.954612616,11569249.941830905,13096.36588008455,16002.80844700555,2616149.5640152125,59770004.49070182,59256829.400423005,1245.0
2053,1022334.6936281878,756147.2343569918,266187.45927119575,3331938.0,22136631.60755359,11779669.815965598,19453.64609814015,7857.819528050725,2632152.3724622168,92068559.78058247,91233230.4907002,1207.0
2054,1865988.6391737044,1467158.393386452,398830.2457872514,2889306.0,22346648.478431612,11993335.593250709,36690.32186560964,11672.187658884086,2640010.1919902684,179279653.54817498,177211609.32804847,1248.0
2055,852544.2317509215,98265.82153426192,754278.41021666,2448891.0,22496534.975228816,12247804.436995981,2938.5838611826666,22014.193119365726,2651682.379649162,8427721.192863535,8337919.305913272,1271.0
2056,413086.18809844065,360060.91675133834,53025.271347102134,2164771.0,22528128.446796525,12497915.626761915,9967.860886345386,1763.1503167095946,2673696.5727685206,44651712.22823144,43034304.431726694,1361.0
2057,536046.1715907586,339650.17944706074,196395.99214369818,1846543.0,22626163.410968166,12708755.695584137,9603.297413317474,5980.7165318072275,2675459.7230852274,43419307.983659565,41956487.06658739,1212.0
2058,1042497.2540768912,856193.4085370925,186303.8455397984,1527763.0,22681013.432289127,12963599.631664759,23069.36635345912,5761.9784479904865,2681440.4396170382,112413956.36457816,109736831.76729576,1122.0
2059,1648339.4557410576,1189656.0824627415,458683.3732783144,1229209.0,22737958.3714676,13182644.969198236,31727.637106338818,13841.619812075503,2687202.4180650236,154438406.93106565,152733185.5316953,1181.0
2060,2587103.5863340553,1954807.1529998065,632296.4333342497,846380.0,22827877.134878516,13444509.243033597,51143.24087725561,19036.582263803448,2701044.0378770973,253030558.75199905,249566204.3862764,1230.0
2061,3963827.835441405,2945872.9249487575,1017954.9104926428,626204.0,22788190.274088882,13653763.573798655,75900.86059610543,30685.944526353174,2720080.6201409106,376919560.43091387,372929302.9805281,1315.0
2062,5006918.137767409,3495035.978936783,1511882.1588306222,547321.0,22595839.250318516,13850096.22308589,89744.42446913701,45540.516357663175,2750766.5646672715,449157359.5779278,442347122.34568334,1275.0
2063,9026662.560323533,7236637.535561494,1790025.02476204,431669.0,22305568.308719262,14167119.82825452,179818.60514000457,53846.654681481996,2796307.0810249313,910490666.9543761,892823025.7000215,1254.0
2064,20005318.22214667,16424906.488351855,3580411.7337948047,314873.0,22006836.819562923,14403679.995257046,392672.3896980647,107891.1630840029,2850153.735706404,1988173836.5769055,1957276948.490335,1217.0
2065,51574642.29241111,43750716.03999159,7823926.252419499,263665.0,21503076.75777853,14569238.742524792,997966.5430678152,235603.43381883946,2958044.8987904126,5096676384.891845,4983672715.339108,1232.0
2066,34871877.96658782,15020527.010676498,19851350.955911316,205987.0,20409573.782616023,14745333.777350111,368476.7608226703,598779.9258406908,3193648.3326092553,1927122011.6511624,1836038804.113348,1269.0
2067,7285316.043244035,42888.61852309371,7242427.424720948,179049.0,19889731.353479005,14927515.084683938,1527.62727087143,221086.05649360272,3792428.2584499437,1742191.9822085912,1678136.3543571827,1192.0
2068,57155.21470978689,34932.55971875622,22222.654991030642,135751.0,19666119.842320476,15193540.93550968,1316.4533474578936,916.5763625228635,4013514.3149435516,507526.35008917755,422266.73728947924,1232.0
2069,55641.73967969054,40060.42323699164,15581.316442698897,85850.0,19487598.007060524,15421349.185122022,1461.2489282861106,789.8720084747379,4014430.891306053,1303464.669890173,1006244.6414305593,1260.0
2070,114498.7962615421,94458.59481749732,20040.201444044793,54515.0,19328505.00063025,15610984.942624094,3226.337994357649,876.7493569716671,4015220.7633145247,11952077.234076185,9661689.971788218,1294.0
2071,246458.39295564103,193100.32539240047,53358.067563240555,24746.0,19167107.692563977,15799649.91269601,6292.220940792472,1935.802796614589,4016097.5126715074,30682098.40585988,25101104.70396235,1272.0
2072,262510.73498829635,147738.08386577913,114772.65112251743,19162.0,18959968.372882232,16006873.306402715,5029.258686936665,3775.3325644754827,4018033.315468112,21226650.812004924,18991293.434683293,1231.0
2073,407351.62060704327,319198.1192495459,88153.50135749712,16360.0,18773368.005918972,16192015.32663249,10351.59341203049,3017.5552121619794,4021808.648032585,50234646.1322301,45347967.06015227,1282.0
2074,997704.1144892302,805463.066871641,192241.0476175894,7625.0,18537096.77793228,16427396.862276435,24787.81954988705,6210.956047218294,4024826.203244775,125074878.68958253,117329097.74943534,1322.0
2075,2465914.805784106,1988057.5738547042,477857.2319294019,2559.0,18292003.535978686,16653560.590019261,58621.10914538863,14872.691729932134,4031037.159291983,296076654.6033635,286625545.7269439,1296.0
2076,3370392.5320345415,2228334.494124134,1142058.0379104083,1749.0,18070486.080661744,16818119.400617477,65475.78042266905,35172.665487233324,4045909.8510219157,327291012.1852873,321138902.113348,1248.0
2077,3572584.798434181,2283961.3917270703,1288623.4067071124,539.0,17812976.531652115,17012495.34450821,67445.88408818611,39285.46825360153,4081082.516509166,335125605.0550084,330634420.4409314,1319.0
2078,8743055.614824519,7414301.081806966,1328754.5330175601,183.0,17544242.136527985,17215082.98885713,206273.0480969945,40467.5304529117,4120367.984762758,1045027668.0324501,1024750240.4849756,1323.0
2079,10599989.748643469,6471871.442375224,4128118.306268238,0.0,17162838.240853798,17392962.021134514,182063.16706336208,123763.82885819672,4160835.5152156446,926077613.4171029,903585835.3168037,1346.0
2080,10263256.496684944,6601339.392587301,3661917.1040976467,0.0,16805315.26617799,17570810.928141702,185948.21763672997,109237.90023801709,4284599.344073882,947902980.0444114,923006088.183652,1347.0
2081,11616609.846823983,7833563.280107365,3783046.5667166095,0.0,16453329.940798797,17739648.944645435,219703.15340537313,111568.93058203792,4393837.244311894,1123021903.4771948,1092830767.0268629,1137.0
2082,23051774.292469077,18554349.53942395,4497424.753045157,0.0,15942200.541739307,18032272.391949285,501061.48790359986,131821.8920432243,4505406.174893891,2526974001.5868974,2499047439.518006,1252.0
2083,27201928.281285103,16909070.478415426,10292857.802869665,0.0,15210118.911890028,18267038.614882443,461886.58014068514,300636.8927421624,4637228.066937122,2330562146.3781905,2302952900.70343,1296.0
2084,27653693.180143606,18128162.328351434,9525530.851792157,0.0,14408367.14202435,18612427.284997806,496597.6855637444,277131.94808441226,4937864.959679278,2537480104.7956066,2476218427.818729,1354.0
2085,40555763.07763661,30258934.862925034,10296828.214711562,0.0,13582683.733962584,18947743.89554307,813674.6886619919,297958.6113382487,5214996.907763719,4148925337.4584866,4062728443.309939,1129.0
2086,57132985.179604985,40186219.268091515,16946765.91151351,0.0,12532655.920329522,19198163.114506137,1072358.14162901,488204.8131971952,5512955.519101968,5541699639.842554,5355690708.145026,1220.0
2087,75083334.51400739,52573366.57871594,22509967.935291406,0.0,11251378.83911775,19437588.56765083,1396226.8485793404,643414.8849774033,6001160.332299148,7327471120.783453,6975484242.896706,1130.0
2088,76120390.87148458,46808611.56910709,29311779.302377515,0.0,9015738.970128942,20341632.115510494,1266601.1993453782,837736.1091476053,6644575.21727657,7063324084.091964,6326560996.726833,1289.0
2089,96186092.26868406,70346719.73696819,25839372.53171587,0.0,7658481.187118309,20527915.22939739,1862384.892574187,759960.7196072234,7482311.326424139,10249310002.884815,9305704462.870869,1244.0
2090,81506431.15129438,43207858.88206996,38298572.26922443,0.0,5861454.670483935,20735716.314076908,1165743.2088854096,1117430.9355445122,8242272.046031402,6984280419.036224,5822776044.427089,1188.0
2091,65983057.71232505,41838515.372344196,24144542.339980893,0.0,4790191.135395646,20828693.636439823,1131572.136409191,699445.9253312489,9359702.981575914,6848616374.1368885,5651640682.045921,1244.0
2092,91039136.06400028,67867832.5476489,23171303.51635136,0.0,3778456.406088193,20923464.81340897,1782556.4280247518,678943.2818455107,10059148.906907098,11589419239.220486,8906582140.123775,1240.0
2093,127176753.76076148,90693349.46305233,36483404.29770913,0.0,2422149.9938110155,20959323.97254754,2324283.5780022186,1069533.8568148538,10738092.188752653,15993755683.836952,11615787890.011177,1126.0
2094,166492501.44535008,119208922.34974512,47283579.09560506,0.0,1223718.886595011,20939605.16692913,2922624.9197916873,1394570.1468013308,11807626.04556751,26155509073.815434,14606714598.95845,1282.0
2095,85507075.30168127,27835368.86024649,57671706.44143477,0.0,467803.56301590835,20888702.548691753,712275.1063500206,1753574.9518750093,13202196.192368837,10466035470.425842,3554410531.750119,1393.0
2096,18610949.488906574,5066595.088384473,13544354.400522096,0.0,256207.0980310911,20869680.48313534,136271.66863834494,427365.0638100116,14955771.144243846,1347912754.2386398,674938343.1917266,1284.0
2097,4468154.962251914,2034388.8566764016,2433766.1055755154,0.0,187515.94634408513,20884328.178624157,54735.832006457,81763.001183007,15383136.20805391,795300907.1350734,267114160.03228566,1313.0
2098,4712261.250474762,3649087.812647738,1063173.4378270218,0.0,140745.65870833743,20898671.553643133,89141.29702746288,32841.49920387409,15464899.209236935,671905638.4877136,439291485.1373138,1283.0
2099,2015680.2592076,25040.599288499343,1990639.6599191,0.0,131390.9387071868,20899271.066177875,1557.1819730689408,53484.778216477505,15497740.708440771,647263599.274471,870909.8653447118,1383.0
2100,34000.36937397023,24324.188924419424,9676.180449550808,0.0,128053.72839952268,20902369.088220023,1558.2456174378742,934.3091838413669,15551225.486657176,17172198.74672619,1401228.0871893533,1278.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,4035000.0,4035000.0,1269.0
2021,305294.43942406605,287402.3946056772,17892.044818389117,22960906.0,14435982.0,4212612.0,3997.5724240960576,403.5,0.0,14442000.450309921,13837862.12048036,1230.0
2022,479087.4215019906,382463.97694303683,96623.44455895394,22444158.0,14553121.961150656,4608679.900928975,5366.401837283837,1998.7862120480288,403.5,20963575.004882332,20672009.186419103,1232.0
2023,875627.8580649729,742754.3941713573,132873.46389361614,22040105.0,14581935.626423802,4978990.833818586,10158.1726401113,2683.2009186419186,2402.286212048029,44638057.84771174,44140863.200556666,1330.0
2024,823197.0249159214,563480.088837773,259716.93607814814,21428506.0,14815924.20179701,5346952.085805268,7978.613366002002,5079.08632005565,5085.487130689929,34474189.99378996,34088066.83001018,1161.0
2025,746506.9905789578,546942.8457141608,199564.14486479684,20839923.0,15016811.905553343,5727110.768722205,7927.454533629877,3989.306683001001,10164.573450745564,33250046.585233383,32922272.668149304,1343.0
2026,892954.4666598244,701367.9101929094,191586.55646691474,20399820.0,15176021.872834038,6000590.372220304,10145.472606350202,3963.7272668149385,14153.880133746647,45113171.621654466,44667363.031750895,1212.0
2027,2071258.8536439259,1826161.9687765515,245096.8848673743,19902536.0,15315891.206860576,6348371.565587303,25227.484901950396,5072.736303175101,18117.60740056158,120190255.32496914,119222424.50975168,1383.0
2028,2050497.561743832,1432298.315451569,618199.2462922642,18019521.0,16700585.199861413,6821978.270832632,20378.310699409834,12613.742450975198,23190.34370373658,96483535.83835597,96046553.49704961,1169.0
2029,1990809.9082459612,1504123.0948942737,486686.81335168687,17536969.0,16899313.13741479,7085785.022579904,21625.889922876864,10189.155349704917,35804.0861547117,102644171.22488943,102409449.6143841,1144.0
2030,1824137.0793840159,1315005.811845001,509131.26753901475,16866307.0,17254316.949533325,7380232.320538515,19293.716737794566,10812.944961438432,45993.24150441689,90691761.40873301,90423583.68897246,1209.0
2031,2180346.2775602355,1732356.3699915193,447989.9075687147,16310961.0,17507420.912946086,7663641.695631976,25402.90519786471,9646.858368897283,56806.18646585552,121438609.42834474,120839525.989323,1235.0
2032,4690523.7586314455,4110690.300894523,579833.4577369252,15681330.0,17951831.36005687,7823896.4887755085,57947.785192720425,12701.452598932356,66453.04483475222,284278283.7191336,283198925.96360034,1308.0
2033,11492258.54235896,10170162.83454513,1322095.7078138324,15090554.0,18215759.98593294,8093378.583139401,137409.48292276292,28973.892596360212,79154.49743368478,683131422.4791296,681217414.613816,1166.0
2034,14825490.827149427,11705234.525710156,3120256.3014392583,14442721.0,18488021.220344912,8332019.043756013,158612.8961283306,68704.74146138146,108128.39003004505,789145675.298215,786259480.6416593,1361.0
2035,6635891.165069206,3077564.528103729,3558326.636965479,13729775.0,18777408.223388646,8597446.912914751,45658.44044608605,79306.4480641653,176833.13149142664,222387453.69002065,221962202.23043004,1266.0
2036,1321687.1467038395,319950.78970077133,1001736.3570030682,13084472.0,19160246.423235413,8814784.202587109,5537.836930529442,22829.220223043027,256139.57955559294,21661624.98105809,21579184.652647108,1222.0
2037,427619.95547761547,314830.9491451745,112789.0063324409,12548687.0,19529716.06793927,8976014.00389196,5574.57376983902,2768.918465264721,278968.7997786346,22159634.186950594,21997868.849195108,1175.0
2038,927760.7323266215,817328.9527421215,110431.77958450002,11601256.0,20231633.588576797,9216414.086636951,13862.38271309574,2787.28688491951,281737.71824389906,63288015.58098923,62646913.56547866,1333.0
2039,978743.9850492277,697872.1073679705,280871.8776812575,11089616.0,20507310.08074525,9439035.211755281,12118.053764936316,6931.19135654787,284525.005128818,55057367.626800686,54685268.82468153,1181.0
2040,1771364.0627940723,1529628.7208982643,241735.34189580995,10429502.0,20978651.487519234,9616146.110289084,25632.000735282047,6059.026882468158,291456.19648536836,122213058.29776274,121830003.67641066,1266.0
2041,1577711.87964469,1061820.5775746487,515891.30207004136,9741548.0,21457954.832373597,9799614.299055563,18420.18380872359,12816.000367641023,297515.2233678346,85822242.18727866,85570919.04361868,1306.0
2042,1727956.4510442927,1363846.9360235345,364109.5150207577,9149056.0,21808840.957117572,10023343.163465964,23534.207773103048,9210.091904361794,310331.2237354757,111246728.19222122,111016038.86551549,1331.0
2043,526543.3279485658,60716.40792912604,465826.92001944,8570086.0,22087293.674280662,10300741.190895543,1257.0,11767.103886551524,319541.3156398385,0.0,0.0,1257.0
2044,165064.0293728089,148247.59537311105,16816.43399969797,7952775.0,22486346.219716094,10518168.645460071,2970.6580490966608,628.5,331308.4195263906,8721832.008711115,8358290.245483326,1299.0
2045,198812.37311945416,150541.1464279627,48271.226691491414,7215806.0,23011661.198624715,10727371.114143377,3103.782108107536,1485.3290245483304,331936.9195263906,9515395.69856364,9273910.540537652,1249.0
2046,523769.7563197919,473005.59645796975,50764.15986182177,6599045.0,23390810.683893234,10962306.114963777,9232.868698016971,1551.891054053768,333422.24855093705,40275103.41669755,39684343.4900847,1296.0
2047,1210729.544339671,1048501.0616844727,162228.48265519764,6078577.0,23682989.085074097,11181864.640128607,19762.87536521489,4616.434349008486,334974.1396049928,93334096.39913899,92544376.82607442,1254.0
2048,2280265.561095993,1925323.494635465,354942.0664605274,5477462.0,24021625.11743961,11425019.732397988,35416.62063295608,9881.437682607446,339590.5739540009,172149514.4181984,171078103.1647806,1201.0
2049,3225971.661040467,2587542.8388527017,638428.822187768,5006433.0,24206852.78220556,11675876.443710802,47367.87281044386,17708.31031647804,349472.0116366077,232122094.8910577,230464364.0522184,1275.0
2050,1553884.767525366,708393.3234880461,845491.4440373204,4470746.0,24412216.11043634,11959355.912022108,14156.402516464866,23683.93640522193,367180.3219530867,64240836.10213657,63962012.5823245,1364.0
2051,742903.5565547745,496311.0373660417,246592.51918873301,4076895.0,24522397.37213653,12229493.828521714,10257.177967185202,7078.201258232433,390864.25835830835,44645010.41475222,44325889.83592608,1392.0
2052,407933.13071370596,231788.87462978673,176144.2560839187,3629922.0,24615690.089689232,12573447.20402889,5052.897863448133,5128.588983592601,397942.4596165415,19235873.88780353,19039489.317240708,1245.0
2053,411933.1109991597,327459.32885019924,84473.78214896063,3331938.0,24650080.023651537,12832470.131985035,7053.60274474898,2526.4489317240664,403071.0486001325,29701294.538635597,29233013.723744992,1207.0
2054,689326.8536441955,569397.4990339825,119929.35461021269,2889306.0,24816689.533336725,13101920.028543659,11973.8570078939,3526.80137237449,405597.49753185647,54387163.60689922,53629285.03946948,1248.0
2055,278557.58025993704,71117.68514089077,207439.895119046,2448891.0,24918671.108365677,13428958.271245444,1725.0909079758203,5986.92850394695,409124.29890423105,2301496.4769637757,2270454.5398791386,1271.0
2056,272239.7686434444,248739.478523099,23500.29012034557,2164771.0,24886262.72870932,13744264.611337988,5557.140579647027,862.5454539879102,415111.22740817966,21867447.059684757,20980702.898235206,1361.0
2057,310679.0677621316,221403.21730994884,89275.85045218273,1846543.0,24940861.365190405,14002912.894893648,5116.658818191639,2778.5702898235136,415973.7728621662,20232642.522398826,19523294.090958152,1212.0
2058,571497.0275084774,491204.85744292027,80292.17006555706,1527763.0,24923533.40963975,14334413.239773918,10828.143419020756,2558.3294090958193,418752.3431519881,50070781.559576236,48530717.09510354,1122.0
2059,775752.7484743515,595726.3276179462,180026.4208564057,1229209.0,24947648.389267586,14598511.284981584,13139.253341735946,5414.071709510378,421310.6725610851,60638068.428984314,59791266.70867937,1181.0
