years,Objective,Costs,Damages,J,Y,M,I,Redsnag,Greysnag,B,B_SDD,I_LDD
2053,125721.41876684739,0.0,125721.41876684736,3331938.0,9683482.259259528,6212802.682597539,1973.1186033471072,1268.2754509952788,123442297.43619528,6268100.817568642,3830593.0167355645,1207.0
2054,194707.6358423936,0.0,194707.6358423936,2889306.0,10103217.435892109,6234686.542863866,4025.7416504863672,1973.1186033471072,123443565.71164602,19431592.03087412,13888708.252431871,1248.0
2055,391654.13737974316,0.0,391654.13737974316,2448891.0,10506610.277161406,6268743.698267196,1851.3132051099144,4025.7416504863672,123445538.83024953,3565357.3526098733,2901566.0255496055,1271.0
2056,173789.5110553522,0.0,173789.5110553522,2164771.0,10720376.349047663,6338197.313175822,3246.2671207056055,1851.3132051099144,123449564.57189949,12705909.120991245,9426335.603528025,1361.0
2057,316300.7589962605,0.0,316300.7589962605,1846543.0,11008711.090701828,6365900.304400926,1212.0,3246.2671207056055,123451415.88510506,0.0,0.0,1212.0
2058,101764.42799190218,0.0,101764.42799190218,1527763.0,11273591.180606628,6419548.214496137,1905.6018441660513,1212.0,123454662.15222551,6882906.132512017,3918009.2208302026,1122.0
2059,182914.256878359,0.0,182914.25687835907,1229209.0,11535806.33641766,6454824.4456337895,2927.996666295793,1905.6018441660513,123455874.15222551,11381190.35530375,8734983.331478905,1181.0
2060,290192.63288031355,0.0,290192.63288031355,846380.0,11857895.522177741,6513558.199109341,8295.870797336549,2927.996666295793,123457779.75407001,44521458.150047995,35329353.98668266,1230.0
2061,847832.368537296,0.0,847832.368537296,626204.0,12014791.091997836,6569432.949599669,1315.0,8295.870797336549,123460707.75073622,0.0,0.0,1315.0
2062,108006.91897025547,0.0,108006.91897025547,547321.0,12038596.664191728,6624242.377405792,1275.0,1315.0,123469003.62153277,0.0,0.0,1275.0
2063,105325.39994149437,0.0,105325.39994149437,431669.0,12090246.235761473,6687983.619734742,1254.0,1275.0,123470318.62153277,0.0,0.0,1254.0
2064,114680.78633939149,0.0,114680.78633939149,314873.0,12150861.314865587,6743799.540630601,1217.0,1254.0,123471593.62153277,0.0,0.0,1217.0
2065,102770.48734265733,0.0,102770.48734265735,263665.0,12158972.611392777,6786577.244103431,1232.0,1217.0,123472847.62153277,0.0,0.0,1232.0
2066,96042.53451934928,0.0,96042.5345193493,205987.0,12131255.388097815,6871687.032972963,1744.7579872101414,1232.0,123474064.62153277,4189994.8096946455,2378789.93605073,1269.0
2067,156431.06699389848,0.0,156431.06699389848,179049.0,12091256.026088554,6937783.8394165905,1192.0,1744.7579872101414,123475296.62153277,0.0,0.0,1192.0
2068,96914.59926690634,0.0,96914.59926690634,135751.0,12034996.162929334,7037021.702575848,1232.0,1192.0,123477041.37952043,0.0,0.0,1232.0
2069,86114.1606694748,0.0,86114.16066947482,85850.0,11984547.197872477,7137079.973907539,1260.0,1232.0,123478233.37952043,0.0,0.0,1260.0
2070,99804.89807839094,0.0,99804.89807839095,54515.0,11943203.890299635,7209460.281480379,1294.0,1260.0,123479465.37952043,0.0,0.0,1294.0
2071,92826.9425766369,0.0,92826.9425766369,24746.0,11889440.37174161,7292645.268186875,2584.5046218977077,1294.0,123480725.37952043,11106117.233826451,6562523.109488511,1272.0
2072,231017.14628660708,0.0,231017.14628660708,19162.0,11805394.161870958,7380646.010580625,1231.0,2584.5046218977077,123482019.37952043,0.0,0.0,1231.0
2073,83329.4517460038,0.0,83329.4517460038,16360.0,11725455.325012848,7463158.847438812,1282.0,1231.0,123484603.88414274,0.0,0.0,1282.0
2074,87027.6521556853,0.0,87027.65215568528,7625.0,11636452.520048156,7560588.652403419,1322.0,1282.0,123485834.88414274,0.0,0.0,1322.0
2075,93272.04252612992,0.0,93272.04252612992,2559.0,11525358.496996934,7676475.6754546175,1665.1126537814268,1322.0,123487116.88414274,3296376.1737383627,1845563.26890713,1296.0
2076,126062.73412937038,0.0,126062.73412937038,1749.0,11461320.63070843,7740714.637091397,1248.0,1665.1126537814268,123488438.88414274,0.0,0.0,1248.0
2077,81308.61162833415,0.0,81308.61162833414,539.0,11370133.590188334,7832855.677611418,1319.0,1248.0,123490103.99679592,0.0,0.0,1319.0
2078,80569.05358492304,0.0,80569.05358492302,183.0,11267785.210694367,7935248.057105379,1323.0,1319.0,123491351.99679592,0.0,0.0,1323.0
2079,78413.09308429477,0.0,78413.09308429477,0.0,11172093.59152745,8030867.676272391,1346.0,1323.0,123492670.99679592,0.0,0.0,1346.0
2080,87825.52574800508,0.0,87825.52574800508,0.0,11094566.758615317,8108099.509184434,1347.0,1346.0,123493993.99679592,0.0,0.0,1347.0
2081,72711.57253125725,0.0,72711.57253125723,0.0,11093913.022898672,8108504.309976041,1137.0,1347.0,123495339.99679592,0.0,0.0,1137.0
2082,57102.198479958504,0.0,57102.19847995849,0.0,11093708.022898672,8108485.309976041,1252.0,1137.0,123496686.99679592,0.0,0.0,1252.0
2083,59340.51619051981,0.0,59340.51619051982,0.0,11093350.432061901,8108634.900812804,1296.0,1252.0,123497823.99679592,0.0,0.0,1296.0
2084,75708.03109557494,0.0,75708.03109557494,0.0,11093075.9896219,8108626.900812804,1354.0,1296.0,123499075.99679592,0.0,0.0,1354.0
2085,81388.55562181107,0.0,81388.55562181107,0.0,11092809.871550137,8108592.900812804,1129.0,1354.0,123500371.99679592,0.0,0.0,1129.0
2086,55825.87187293166,0.0,55825.87187293166,0.0,11092597.900742488,8108579.900812804,1220.0,1129.0,123501725.99679592,0.0,0.0,1220.0
2087,54167.35788747299,0.0,54167.35788747299,0.0,11092385.900742488,8108560.900812804,1130.0,1220.0,123502854.99679592,0.0,0.0,1130.0
2088,51051.50835567572,0.0,51051.50835567572,0.0,11091232.042433256,8109485.759122055,1289.0,1130.0,123504074.99679592,0.0,0.0,1289.0
2089,69216.21213837226,0.0,69216.21213837226,0.0,11090926.042433256,8109464.759122055,1244.0,1289.0,123505204.99679592,0.0,0.0,1244.0
2090,49895.2499174807,0.0,49895.2499174807,0.0,11087568.80653047,8112566.995024841,1188.0,1244.0,123506493.99679592,0.0,0.0,1188.0
2091,52110.58750614774,0.0,52110.587506147756,0.0,11081040.580231376,8118849.391630713,1244.0,1188.0,123507737.99679592,0.0,0.0,1244.0
2092,48866.75127816643,0.0,48866.75127816643,0.0,11073890.498903736,8125771.472958386,1240.0,1244.0,123508925.99679592,0.0,0.0,1240.0
2093,51714.832465185,0.0,51714.832465185,0.0,10995380.777976936,8204038.193885162,1126.0,1240.0,123510169.99679592,0.0,0.0,1126.0
2094,47508.04597844613,0.0,47508.04597844613,0.0,10837604.189671038,8361573.782191039,1282.0,1126.0,123511409.99679592,0.0,0.0,1282.0
2095,49223.77718861056,0.0,49223.77718861056,0.0,10550930.596773159,8648031.375088925,1393.0,1282.0,123512535.99679592,0.0,0.0,1393.0
2096,50575.747485826236,0.0,50575.747485826236,0.0,10228140.10146421,8970607.870397877,1284.0,1393.0,123513817.99679592,0.0,0.0,1284.0
2097,47442.71573761629,0.0,47442.71573761629,0.0,9947333.802396055,9251196.169466024,1313.0,1284.0,123515210.99679592,0.0,0.0,1313.0
2098,46173.25167831664,0.0,46173.25167831663,0.0,9325963.771672491,9872342.222525105,1283.0,1313.0,123516494.99679592,0.0,0.0,1283.0
2099,38440.3298022011,0.0,38440.32980220109,0.0,8989911.816061972,10208231.17813563,1383.0,1283.0,123517807.99679592,0.0,0.0,1383.0
2100,49267.85670356569,0.0,49267.85670356569,0.0,8514022.291759476,10683876.702438118,1278.0,1383.0,123519090.99679592,0.0,0.0,1278.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,4035000.0,4035000.0,1269.0
2021,380581.94260584004,260608.4674927982,119973.47511304163,22960906.0,14435982.0,4212612.0,8859.769439738944,726.3000000000008,0.0,39814363.203326225,38148847.198694915,1230.0
2022,1817785.2356566435,276377.26072439004,1541407.9749322545,22444158.0,14548396.195411509,4608551.477158784,9421.029461301168,7973.792495765029,726.3000000000008,41203084.641058154,40945147.3065061,1232.0
2023,2473113.177842126,810455.6075783443,1662657.5702637816,22040105.0,14573410.978101082,4978606.665007918,26691.91198129572,8478.92651517107,8700.092495765066,127615574.54500963,126809559.90647858,1330.0
2024,6439904.86061463,1625753.8249972216,4814151.035617412,21428506.0,14791709.895674568,5345723.835453125,52619.417814489316,24022.720783166056,17179.01901093605,259083913.8257122,257292089.07244667,1161.0
2025,11976173.144063475,2428730.9836965497,9547442.160366924,20839923.0,14949956.783656944,5723888.258071872,78499.12219915168,47357.47603304021,41201.73979410231,386585503.9282087,385780610.99575824,1343.0
2026,21554690.83932739,7426970.42445109,14127720.4148763,20399820.0,15042200.834489984,5993762.160448709,234210.48886278254,70649.20997923655,88559.21582714262,1167172255.0241988,1164992444.313906,1212.0
2027,54805864.28515908,12798643.544745315,42007220.740413725,19902536.0,14968880.981914522,6330720.638502334,403547.4448043046,210789.43997650367,159208.42580637985,2014832607.4488082,2010822224.021525,1383.0
2028,110071516.35843906,38874509.93506629,71197006.42337286,18019521.0,16008678.34453961,6771801.684265134,1220592.1611475667,363192.70032387297,369997.8657828817,6139284509.222413,6097115805.737876,1169.0
2029,286368141.05876774,78872153.06609404,207495987.99267346,17536969.0,15067154.648486923,6993959.767697009,2501388.076323675,1098532.9450328122,733190.5661067554,12823736460.124304,12501220381.618338,1144.0
2030,575456779.0437689,166690380.37036645,408766398.6734026,16866307.0,13270000.450739564,7155108.28056214,5335501.99478557,2251249.268691301,1831723.5111395714,29064035906.09117,26671464973.92782,1209.0
2031,1070057491.9956135,236040031.4871753,834017460.5084376,16310961.0,9805678.128265094,7235004.710609026,7702064.084007481,4801951.795307034,4082972.779830852,48703439977.89257,38504145420.03713,1235.0
2032,1582058306.4960058,441313953.2325899,1140744353.2634144,15681330.0,6504092.743949273,7168690.579182314,14734873.59454294,6931857.675606722,8884924.575137869,121108319261.76279,73667827972.7147,1308.0
2033,2086342821.185752,136557760.4520667,1949785060.733686,15090554.0,3303710.1167540564,6959589.82518699,5212792.439634711,13261386.235088635,15816782.25074466,67430310405.35598,26058132198.173744,1166.0
2034,591692584.5097508,54627829.52917318,537064754.980578,14442721.0,2447853.18895096,6936059.870902867,2250583.6107944236,4691513.1956712855,29078168.48583317,25936531993.80047,11246113053.972118,1361.0
2035,346594753.84451205,144762691.527948,201832062.31656384,13729775.0,2304365.6917548226,6924186.955811761,5806193.136855337,2025525.2497149718,33769681.681504324,48345306231.167946,29024635684.276455,1266.0
2036,689964578.6468253,206961533.91427174,483003044.73255324,13084472.0,2042101.8985552376,6910398.084633372,8219842.537106111,5225573.823169799,35795206.93121933,79112452715.94286,41093102685.530525,1222.0
2037,806272290.1342027,224041787.50530773,582230502.6288947,12548687.0,2019229.7601870892,6912318.320130181,8168207.0756091885,7397858.283395528,41020780.75438905,91575323252.91415,40835160378.04588,1175.0
2038,705572880.062311,46160978.80806387,659411901.254247,11601256.0,2693053.1296716942,6913568.307164582,1822760.4985023127,7351386.3680482125,48418639.03778462,20277019644.090336,9107137492.51153,1333.0
2039,218282413.550978,72070756.1296711,146211657.421307,11089616.0,2979325.060884725,6915303.4034767095,3112688.3204265027,1640484.4486520835,55770025.405832894,25616172742.237938,15557536602.132463,1181.0
2040,330115890.26475215,162280352.531802,167835537.7329499,10429502.0,3403494.427032837,6924759.248457525,4907238.26249316,2801419.488383843,57410509.854485095,30420164411.163174,24529861312.46583,1266.0
2041,1012139505.342825,384638311.18811697,627501194.1547079,9741548.0,3841900.3293529646,6925449.704618844,15135653.086692812,4416514.436243864,60211929.34286881,96941794437.7991,75671735433.46431,1306.0
2042,1250371355.9582548,539059297.4145143,711312058.5437403,9149056.0,4058078.3301354256,6943782.255675146,19779162.737357166,13622087.778023543,64628443.77911249,293662000411.45306,98889158686.78558,1331.0
2043,1439009585.856125,2546310.36526864,1436463275.4908564,8570086.0,4279140.112036617,6962253.532962543,133818.3112610218,17801246.46362158,78250531.55713649,1054421675.2778319,662806556.3051139,1257.0
2044,20092648.16084151,12720257.795745077,7372390.365096417,7952775.0,4859870.503396844,6967240.385781135,463172.5001326952,120436.48013492028,96051778.0207579,2510335627.613399,2309367500.663495,1299.0
2045,55516726.59866905,2396838.9287660634,53119887.669903,7215806.0,5533147.0413743565,6974306.184292958,120783.58873673154,416855.2501194272,96172214.50089265,1605883207.9550846,597672943.6836551,1249.0
2046,9119170.244911755,1149534.1213930761,7969636.123518685,6599045.0,6100144.384478833,6981104.472644096,61727.4483535445,108705.2298630585,96589069.75101225,871214460.6354682,302157241.76772314,1296.0
2047,8015583.18236968,3642395.0126209157,4373188.169748768,6078577.0,6578561.373587869,6985625.219301153,192700.52903760548,55554.70351819015,96697774.98087527,973857370.4404709,957232645.1880276,1254.0
2048,15402031.809639566,2805885.028834039,12596146.78080553,5477462.0,7052154.550302595,7006733.822813731,144674.74581878257,173430.47613384566,96753329.68439326,743691847.9528008,717368729.0939144,1201.0
2049,10744403.130545303,20711.203762122266,10723691.92678318,5006433.0,7443101.136408784,7024175.110361503,1275.0,130207.27123690404,96926760.16052756,0.0,0.0,1275.0
2050,150111.89600981702,34847.50194881842,115264.3940609988,4470746.0,7956716.21611834,7046039.03065188,2195.3135615431283,1147.5,97056967.43176427,7776941.4172716085,4156567.8077156637,1364.0
2051,214948.09305398926,21260.92737972311,193687.16567426623,4076895.0,8318344.678178625,7077209.6997152865,1392.0,1975.7822053888228,97058114.93176427,0.0,0.0,1392.0
2052,136751.62093622074,20040.83392787062,116710.78700835012,3629922.0,8685541.596129349,7156736.781764592,1265.7622210036573,1252.7999999999954,97060090.71396984,177654.2705273115,103811.10501831771,1245.0
2053,142402.05099952134,29542.100538861818,112859.95046065953,3331938.0,8956122.327551128,7183875.772738307,1894.1232115279254,1139.1859989032966,97061343.51396944,5702162.54308805,3435616.0576396002,1207.0
2054,223021.72343930163,55745.633615540595,167276.08982376097,2889306.0,9372270.217763424,7209428.601259464,3597.9917512278876,1704.7108903751346,97062482.69996856,16901121.75899936,11749958.75613954,1248.0
2055,338956.1335100614,25589.244757534285,313366.8887525271,2448891.0,9774997.835113239,7244575.0886334535,1729.8701776707487,3238.192576105122,97064187.4108585,2881577.448871202,2294350.8883537604,1271.0
2056,189236.86887831858,44141.59907349023,145095.2698048283,2164771.0,9985776.704293428,7317162.349275592,2900.298850913652,1556.8831599036744,97067425.60343519,10779397.006493613,7696494.254568323,1361.0
2057,269787.7958274985,16783.72091068737,253004.0749168111,1846543.0,10267356.963533157,7352012.79118492,1212.0,2610.2689658222953,97068982.48659506,0.0,0.0,1212.0
2058,118818.57365759327,27230.58846488127,91587.985192712,1527763.0,10532518.067123407,7405407.68759467,1819.5984991293926,1090.7999999999965,97071592.75556053,6283436.204153299,3487992.4956469513,1122.0
2059,196787.73101215175,40268.6347983113,156519.09621384038,1229209.0,10793009.939027598,7442519.463660735,2667.1946362245244,1637.6386492164468,97072683.55556095,9810521.48571962,7430973.181122558,1181.0
2060,342395.4334311908,108121.86342421213,234273.5700069788,846380.0,11117619.411083998,7499009.123959848,6907.865497600985,2400.4751726020595,97074321.19421001,36716421.16093825,28389327.488004774,1230.0
2061,642112.4738109643,17586.296368983556,624526.1774419808,626204.0,11276103.449265651,7554698.80342056,1315.0,6217.078947840879,97076721.66938242,0.0,0.0,1315.0
2062,114224.14544579115,17017.91837256124,97206.22707322992,547321.0,11306084.797323449,7603349.455362775,1275.0,1183.5,97082938.74833044,0.0,0.0,1275.0
2063,112663.02516522241,17870.165217877504,94792.85994734494,431669.0,11362577.933590831,7662241.273209312,1254.0,1147.5,97084122.24833046,0.0,0.0,1254.0
2064,119526.56176480438,16313.85405935199,103212.70770545233,314873.0,11419476.359017542,7721788.8477825485,1217.0,1128.6000000000038,97085269.74833044,0.0,0.0,1217.0
2065,108085.4225998862,15591.983991494524,92493.43860839162,263665.0,11438733.684567241,7753431.522232771,1232.0,1095.2999999999965,97086398.34833016,0.0,0.0,1232.0
2066,109704.12800732818,23265.846939913867,86438.28106741438,205987.0,11411423.689497247,7838137.744672949,1703.0941656559999,1108.7999999999965,97087493.64833057,3816575.1758568264,2170470.8282799893,1269.0
2067,151242.2193470396,15363.220122487126,135878.99922455245,179049.0,11374373.172799418,7901358.1672050785,1192.0,1532.7847490904003,97088602.44833004,0.0,0.0,1192.0
2068,101529.9237436506,14306.784403434796,87223.1393402157,135751.0,11323290.83169777,7995437.508306726,1232.0,1072.7999999999968,97090135.23307937,0.0,0.0,1232.0
2069,93306.30671140598,15803.56210887865,77502.74460252735,85850.0,11275596.878230143,8092755.866335218,1260.0,1108.7999999999965,97091208.03307945,0.0,0.0,1260.0
2070,104940.9104260626,15116.50215551073,89824.40827055187,54515.0,11225856.069727955,8173545.67483741,1294.0,1134.0,97092316.83307987,0.0,0.0,1294.0
2071,115942.52970854024,32398.281389567113,83544.24831897323,24746.0,11161194.607217574,8267650.13734786,2427.8269793176014,1164.600000000004,97093450.83307987,10140007.043769311,5779134.89658808,1272.0
2072,205111.2995339464,13697.061687153848,191414.2378467926,19162.0,11075918.673462164,8357061.743853826,1231.0,2185.0442813858435,97094615.43307911,0.0,0.0,1231.0
2073,89217.36161315329,14220.855041749832,74996.50657140344,16360.0,11022487.33766339,8413069.079652714,1282.0,1107.8999999999962,97096800.47736102,0.0,0.0,1282.0
2074,93324.41151810205,14999.524577985327,78324.88694011679,7625.0,10941759.039242445,8502235.378073677,1322.0,1153.799999999996,97097908.37736097,0.0,0.0,1322.0
2075,102866.16288987214,18921.324616355203,83944.83827351694,2559.0,10838466.394394409,8610330.02292158,1622.771274131606,1189.7999999999959,97099062.17736058,2989715.82993551,1633856.370658034,1296.0
2076,122372.91821371138,13263.416480807937,109109.50173290331,1749.0,10772183.04467243,8676871.338313652,1248.0,1460.4941467184442,97100251.97736102,0.0,0.0,1248.0
2077,86556.47754219547,13378.727076694677,73177.75046550069,539.0,10690931.706053732,8759082.67693234,1319.0,1123.2000000000037,97101712.4715077,0.0,0.0,1319.0
2078,85599.21080566639,13087.0625792357,72512.14822643073,183.0,10599304.40284704,8850759.980139034,1323.0,1187.100000000004,97102835.67150743,0.0,0.0,1323.0
2079,84701.3302453485,14129.546469483164,70571.78377586532,0.0,10500578.286535248,8949413.096450824,1346.0,1190.7000000000041,97104022.77150731,0.0,0.0,1346.0
2080,91481.04506316569,12438.071889961058,79042.97317320456,0.0,10425371.47405249,9024335.908933572,1347.0,1211.399999999996,97105213.4715077,0.0,0.0,1347.0
2081,75391.20904752483,9950.79376939335,65440.41527813145,0.0,10424739.814841034,9024741.614382677,1137.0,1212.2999999999959,97106424.87150739,0.0,0.0,1137.0
2082,61913.862830608254,10521.884198645597,51391.9786319626,0.0,10423639.254492996,9025636.17473072,1252.0,1023.2999999999971,97107637.17150743,0.0,0.0,1252.0
2083,65787.2923968154,12380.827825347558,53406.46457146779,0.0,10423474.254492996,9025614.17473072,1296.0,1126.7999999999963,97108660.4715077,0.0,0.0,1296.0
2084,81257.05279361548,13119.824807598017,68137.22798601749,0.0,10423207.254492996,9025606.17473072,1354.0,1166.399999999996,97109787.27150731,0.0,0.0,1354.0
2085,82823.82452142733,9574.124461797308,73249.70005962999,0.0,10422942.980706217,9025572.17473072,1129.0,1218.600000000004,97110953.67150743,0.0,0.0,1129.0
2086,59877.93260960707,9634.647923968558,50243.28468563854,0.0,10422739.02685851,9025559.17473072,1220.0,1016.1000000000037,97112172.27150731,0.0,0.0,1220.0
2087,57706.715939590635,8956.09384086494,48750.62209872569,0.0,10422534.02685851,9025540.17473072,1130.0,1098.0,97113188.37150739,0.0,0.0,1130.0
2088,57297.412925362456,11351.055405254268,45946.357520108206,0.0,10420117.841952847,9027734.359636305,1289.0,1017.0,97114286.37150739,0.0,0.0,1289.0
2089,71358.5312151277,9063.940290592667,62294.59092453508,0.0,10419831.841952847,9027713.359636305,1244.0,1160.100000000004,97115303.37150739,0.0,0.0,1244.0
2090,54006.75160866745,9101.026682934797,44905.72492573263,0.0,10419620.476501277,9027686.359636305,1188.0,1119.6000000000038,97116463.4715077,0.0,0.0,1188.0
2091,55751.98347532626,8852.454719793277,46899.528755532956,0.0,10418661.03066344,9028426.957631368,1244.0,1069.2000000000032,97117583.07150775,0.0,0.0,1244.0
2092,53072.157652475384,9092.081502125586,43980.0761503498,0.0,10414815.859630106,9032059.128664726,1240.0,1119.6000000000038,97118652.27150731,0.0,0.0,1240.0
2093,54807.78026772948,8264.431049062992,46543.349218666546,0.0,10393218.230425071,9053426.757869737,1126.0,1116.0,97119771.87150739,0.0,0.0,1126.0
2094,51594.15794777348,8836.916567171958,42757.24138060149,0.0,10337434.86536484,9108985.122929981,1282.0,1013.3999999999963,97120887.87150739,0.0,0.0,1282.0
2095,53546.346629903,9244.947160153475,44301.39946974954,0.0,10154907.689882813,9291310.298412018,1393.0,1153.799999999996,97121901.27150731,0.0,0.0,1393.0
2096,54059.69700725476,8541.524270011147,45518.17273724362,0.0,9943751.872128235,9502250.116166594,1284.0,1253.7000000000046,97123055.07150775,0.0,0.0,1284.0
2097,51139.01677101434,8440.572607159696,42698.44416385467,0.0,9647369.623365657,9798424.364929147,1313.0,1155.600000000004,97124308.77150731,0.0,0.0,1313.0
2098,49027.160177706304,7471.233667221352,41555.926510485,0.0,9142382.591704195,10303196.416692553,1283.0,1181.7000000000041,97125464.37150739,0.0,0.0,1283.0
2099,43448.52709891756,8852.230276936589,34596.29682198097,0.0,8814863.855102796,10630554.153294027,1383.0,1154.700000000004,97126646.07150775,0.0,0.0,1383.0
2100,51923.00443783093,7581.933404621803,44341.07103320907,0.0,8404179.146084474,11040996.862312328,1278.0,1244.7000000000044,97127800.77150731,0.0,0.0,1278.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
