years,Objective,Costs,Damages,J,Y,M,I,Redsnag,Greysnag,B,B_SDD,I_LDD
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,4035000.0,4035000.0,1269.0
2021,583271.5792403704,476628.4902509998,106643.08898937042,22960906.0,14435982.0,4212612.0,8012.017279767915,645.6000000000023,0.0,35390545.069623224,33910086.398839876,1230.0
2022,1690809.9959965714,459183.1038639332,1231626.892132638,22444158.0,14549219.395921264,4608573.868585587,7808.838274550218,6409.613823814339,645.6000000000023,33113469.003464393,32884191.372751173,1232.0
2023,2423675.0693410197,1216095.0290342153,1207580.0403068052,22040105.0,14575775.589598827,4978699.83663345,19986.189624104554,6247.070619640174,7055.21382381439,93988486.1999435,93280948.12052286,1330.0
2024,5354376.942379502,2183958.7094668886,3170418.232912613,21428506.0,14800478.229492154,5346119.007116102,35371.57445798973,15988.951699283563,13302.284443454524,172398817.4226304,171052872.28994757,1161.0
2025,8568419.013078956,2921290.7561349217,5647128.256944036,20839923.0,14975192.433174608,5725059.204815175,47406.95750508083,28297.259566391735,29291.236142738104,230973713.26943752,230319787.52540374,1343.0
2026,15467585.43921234,7964475.154798311,7503110.28441404,20399820.0,15097016.82885186,5996444.907072462,126231.7311954576,37925.56600406467,57588.49570912991,626651732.0139432,625098655.9772918,1212.0
2027,32213474.312651545,12250390.0592395,19963084.253412053,19902536.0,15126547.325556587,6338478.679172376,194240.00123968787,100985.38495636694,95514.06171319423,965802619.0810934,964285006.1984451,1383.0
2028,63666877.0644454,33353456.648572654,30313420.41587279,18019521.0,16358482.97221073,6795858.4730874775,526121.7299455515,155392.00099175057,196499.4466695611,2630989069.2840543,2624763649.7277675,1169.0
2029,141893815.6090149,62351139.46226677,79542676.14674814,17536969.0,16072375.08759559,7041363.408090374,981712.9794821936,420897.3839564414,351891.4476613108,4929029365.106349,4902844897.410923,1144.0
2030,271428286.4022799,125780345.40494199,145647940.99733794,16866307.0,15531174.56716616,7282955.397667326,1994533.2349935772,785370.3835857512,772788.831617753,10204156945.2403,9966621174.96784,1209.0
2031,474825239.2665293,189475284.6944722,285349954.5720574,16310961.0,13990306.917537386,7467186.173776784,3083537.4325499954,1595626.5879948684,1558159.2152035031,16318109278.41113,15411512162.74999,1235.0
2032,893098531.3821051,474867932.2936294,418230599.0884761,15681330.0,11872545.618008886,7537535.530012348,7619473.422578576,2466829.9460399877,3153785.80319835,43428804137.819565,38090827112.892845,1308.0
2033,1246888545.438828,238046881.98231244,1008841663.4565161,15090554.0,7741197.667419216,7554705.546933567,4107444.144896635,6095578.738062861,5620615.749238364,31172222663.10937,20531390724.48329,1166.0
2034,627824532.070702,136672732.31017008,491151799.7605313,14442721.0,5997644.659320507,7566129.970249827,2530538.077573848,3285955.3159173243,11716194.487301296,18200822007.107903,12645885387.869194,1361.0
2035,654698185.3350811,383885389.99261314,270812795.3424682,13729775.0,5122463.45393362,7575056.520726749,6932813.6919666985,2024430.4620590808,15002149.803218525,48188852473.681465,34657738459.83331,1266.0
2036,1145490136.3880546,444612752.6718542,700877383.7161996,13084472.0,3268999.919359085,7435682.906244511,8520291.741345702,5546250.953573352,17026580.265277714,83946332023.46436,42595348706.72852,1222.0
2037,1034079196.6968724,344439733.4120568,689639463.2848153,12548687.0,2130875.1096648984,7426481.532994032,6691601.555304837,6816233.393076582,22572831.21885106,83791531057.02107,33452132776.52417,1175.0
2038,562630550.3147056,68270148.12537637,494360402.18932897,11601256.0,2146810.8921425985,7412069.0176453795,1484166.4066950693,5353281.244243861,29389064.611927643,14727979715.37758,7414167033.475347,1333.0
2039,181958391.02105704,89616623.05699041,92341767.96406676,11089616.0,2228967.9215236306,7412179.0176453795,2037694.1224945635,1187333.1253560549,34742345.85617153,18317571210.26615,10182565612.472837,1181.0
2040,168644981.24922624,71066772.66083914,97578208.58838703,10429502.0,2546793.4921748033,7404841.478900449,1550871.5536408422,1630155.297995647,35929678.98152739,17583202947.798714,7748027768.204184,1266.0
2041,234644429.41648144,148542637.81784165,86101791.59863992,9741548.0,3012002.430301973,7405683.283890078,3150307.602078927,1240697.2429126778,37559834.27952296,27773509568.98445,15745008010.39467,1306.0
2042,480476275.8082148,314925023.74507487,165551252.06314,9149056.0,3304004.156086335,7422286.314407744,6450496.678407666,2520246.0816631448,38800531.522435926,53478097209.644684,32245828392.038162,1331.0
2043,329636290.2414978,1153851.4706310702,328482438.7708668,8570086.0,3611910.1930941343,7440603.508782144,31910.388589097114,5160397.342726114,41320777.60409908,299926459.23046327,153266942.9454844,1257.0
2044,5463956.0740394415,3838987.8588052844,1624968.215234158,7952775.0,4206352.868327176,7446382.034443611,102771.79959548789,25528.310871277576,46481174.946825035,527568201.11431915,507363997.9774424,1299.0
2045,6659903.724362526,1678955.0376755476,4980948.6866869815,7215806.0,4897881.712544291,7452212.720062473,36408.02972421051,82217.4396763906,46506703.25769621,315324913.7863556,175795148.6210521,1249.0
2046,4431040.720992406,1128973.7332482925,3302066.9877441134,6599045.0,5490564.000994321,7456192.6169014145,30754.378625402307,29126.423779368404,46588920.697372615,242665458.1986643,147291893.12701145,1296.0
2047,3791556.093609512,1906800.8723651576,1884755.2212443585,6078577.0,5984899.403796455,7460028.938630019,45383.38923998071,24603.502900321964,46618047.12115205,434272450.94274306,220646946.1999031,1254.0
2048,4749443.61547837,1003358.535279807,3746085.0801985627,5477462.0,6532644.676808835,7472678.178766331,28336.346842883482,36306.71139198449,46642650.62405226,156774115.07508823,135676734.21441743,1201.0
2049,1820374.2504864016,42294.522339338764,1778079.7281470636,5006433.0,6969020.296322844,7488550.083870887,1275.0,22669.07747430684,46678957.335444376,0.0,0.0,1275.0
2050,170217.65956025347,67760.42039492127,102457.23916533228,4470746.0,7485023.661188041,7508046.255085865,2097.186808400979,1020.0,46701626.41291878,7035922.301159548,3665934.042004934,1364.0
2051,207355.44957278547,43441.755806133384,163913.6937666519,4076895.0,7848764.242268866,7537213.787190279,1392.0,1677.7494467207935,46702646.41291878,0.0,0.0,1392.0
2052,144589.45743989074,40846.535654690575,103742.92178520006,3629922.0,8217178.454811636,7615534.574647495,1263.497028538003,1113.6000000000038,46704324.162365615,159630.60857378985,92485.14269003438,1245.0
2053,157910.07589257683,57737.80896741831,100172.26692515863,3331938.0,8487349.575932682,7643095.956497971,1809.8807648056543,1010.7976228304037,46705437.76236536,5134919.552837874,3014403.8240282666,1207.0
2054,244342.62926885183,101641.63191792727,142700.9973509247,2889306.0,8902405.16132338,7669838.016133329,3214.7342226150686,1447.9046118445178,46706448.55998819,14439544.218472816,9833671.11307543,1248.0
2055,298743.331743586,48936.514413984616,249806.81732960136,2448891.0,9304500.349875862,7706028.265558876,1622.1279056813398,2571.787378092063,46707896.464600265,2296513.149762405,1755639.5284066978,1271.0
2056,201955.523667395,81322.15603227567,120633.36763511928,2164771.0,9520473.482377753,7773555.005151273,2627.3698692892094,1297.7023245450696,46710468.25197809,8992089.055854024,6331849.346446019,1361.0
2057,237281.27480586822,34301.9575943297,202979.31721153867,1846543.0,9805066.663283838,7805667.454375824,1212.0,2101.8958954313566,46711765.9543027,0.0,0.0,1212.0
2058,134238.72087443862,52827.178480916846,81411.54239352177,1527763.0,10073696.670422018,7855590.447237731,1732.944177405856,969.6000000000035,46713867.850198075,5642590.94486488,3054720.8870293032,1122.0
2059,207439.60904368706,75023.78055141211,132415.8284922749,1229209.0,10336174.963102994,7890814.770242291,2427.649241139983,1386.355341924697,46714837.45019826,8417111.29127748,6233246.205699896,1181.0
2060,372348.51143703103,181218.8035365911,191129.7079004399,846380.0,10667388.290576205,7940967.553812011,5671.262136222097,1942.1193929119775,46716223.80554009,29836923.50412742,22206310.681110468,1230.0
2061,495774.5562028638,35923.312241071246,459851.2439617925,626204.0,10828083.176746605,7995681.4055053545,1315.0,4537.009708977662,46718165.92493315,0.0,0.0,1315.0
2062,121156.70430298954,34751.169126785186,86405.5351762044,547321.0,10857112.912485886,8045283.669766013,1275.0,1052.0,46722702.934641965,0.0,0.0,1275.0
2063,120695.70642647405,36435.3864732785,84260.31995319556,431669.0,10911521.339420086,8106255.011286497,1254.0,1020.0000000000001,46723754.934641965,0.0,0.0,1254.0
2064,125033.29378242782,33288.66471091466,91744.62907151318,314873.0,10968514.918286067,8165720.432420511,1217.0,1003.2000000000028,46724774.934641965,0.0,0.0,1217.0
2065,114062.04365370497,31845.653779579065,82216.38987412593,263665.0,10983783.056949861,8201364.2937567225,1232.0,973.6000000000035,46725778.134641856,0.0,0.0,1232.0
2066,122689.40246173697,45855.37484625763,76834.0276154794,205987.0,10955376.081139077,8287175.106912779,1652.4551786766328,985.6000000000035,46726751.73464202,3407157.7647300228,1917275.8933831295,1269.0
2067,148009.36686470057,31347.057442111174,116662.30942258939,179049.0,10918047.559935315,8350736.172937854,1192.0,1321.964142941295,46727737.3346422,0.0,0.0,1192.0
2068,106780.05140131082,29248.37198778578,77531.67941352511,135751.0,10864507.78035069,8447272.952522445,1232.0,953.6000000000035,46729059.298784964,0.0,0.0,1232.0
2069,101135.31122545974,32243.982689879867,68891.32853557983,85850.0,10812949.617220873,8548474.207683396,1260.0,985.6000000000035,46730012.898784816,0.0,0.0,1260.0
2070,110722.37232396394,30878.453861251168,79843.91846271274,54515.0,10760549.711518705,8631925.113385662,1294.0,1008.0,46730998.498785,0.0,0.0,1294.0
2071,136546.64369480158,62285.08963349212,74261.5540613095,24746.0,10703358.985583793,8718561.83932044,2298.7814447698347,1035.200000000003,46732006.498785,9081105.17385842,5133907.223849206,1272.0
2072,188570.61346324976,27989.702371850133,160580.9110913996,19162.0,10621619.742366493,8804576.021338534,1231.0,1839.0251558158777,46733041.698784925,0.0,0.0,1231.0
2073,95716.59337474135,29053.031977938266,66663.56139680308,16360.0,10572370.800894026,8856406.96281099,1282.0,984.7999999999976,46734880.72394075,0.0,0.0,1282.0
2074,100245.63152280476,30623.509798256586,69622.12172454827,7625.0,10488829.312006176,8948402.45169885,1322.0,1025.6000000000035,46735865.52394087,0.0,0.0,1322.0
2075,112027.48144472671,37409.847423822794,74617.63402090393,2559.0,10385625.388629442,9056439.375075573,1584.6629495088716,1057.6000000000035,46736891.12394071,2701682.9773600064,1443314.7475443745,1296.0
2076,120817.58316373664,27095.06917442809,93722.51398930853,1749.0,10318838.734840635,9123525.99961787,1248.0,1267.7303596070926,46737948.72394075,0.0,0.0,1248.0
2077,92397.40470474641,27350.51540207916,65046.8893026673,539.0,10231862.489598766,9211464.244859712,1319.0,998.3999999999965,46739216.45430014,0.0,0.0,1319.0
2078,91214.99233294456,26759.749465006098,64455.24286793839,183.0,10138648.38830997,9304762.346148508,1323.0,1055.2000000000032,46740214.85430037,0.0,0.0,1323.0
2079,91578.31366503498,28847.839197599176,62730.47446743583,0.0,10039820.857962128,9403524.876496384,1346.0,1058.3999999999965,46741270.05430033,0.0,0.0,1346.0
2080,95718.07139499862,25457.650796594484,70260.42059840409,0.0,9948916.252551792,9494164.48190672,1347.0,1076.7999999999965,46742328.45430014,0.0,0.0,1347.0
2081,78550.7632083886,20381.505183382804,58169.25802500575,0.0,9947718.763171194,9495149.002891315,1137.0,1077.6000000000038,46743405.25430036,0.0,0.0,1137.0
2082,67247.2696087605,21565.51082479374,45681.75878396676,0.0,9946042.343777847,9496642.361021047,1252.0,909.6000000000033,46744482.85430037,0.0,0.0,1252.0
2083,72767.1053810037,25294.69242858787,47472.41295241588,0.0,9945879.343777847,9496620.361021047,1296.0,1001.6000000000035,46745392.45430014,0.0,0.0,1296.0
2084,87354.95861100177,26788.533734541783,60566.42487646001,0.0,9945625.343777847,9496612.361021047,1354.0,1036.799999999997,46746394.05430033,0.0,0.0,1354.0
2085,84708.6758176898,19597.83132024098,65110.84449744886,0.0,9945376.70606971,9496578.361021047,1129.0,1083.2000000000035,46747430.85430037,0.0,0.0,1129.0
2086,64410.06960190138,19749.372103556005,44660.69749834537,0.0,9945188.747678231,9496565.361021047,1220.0,903.2000000000018,46748514.054300316,0.0,0.0,1220.0
2087,61682.72868522299,18348.842375244592,43333.88630997838,0.0,9944152.983411554,9497371.125287754,1130.0,976.0,46749417.25430036,0.0,0.0,1130.0
2088,64034.69735181151,23193.490667270875,40841.206684540615,0.0,9942273.166634098,9499048.942065185,1289.0,904.0000000000001,46750393.25430036,0.0,0.0,1289.0
2089,73967.10973878021,18594.14002808235,55372.96971069785,0.0,9941334.11992712,9499711.98877216,1244.0,1031.200000000003,46751297.25430036,0.0,0.0,1244.0
2090,58558.771974608164,18642.57204062361,39916.19993398458,0.0,9939149.466307353,9501663.642391926,1188.0,995.2000000000027,46752328.45430014,0.0,0.0,1188.0
2091,59846.89446473547,18158.4244598173,41688.47000491822,0.0,9938960.60119408,9501650.642391926,1244.0,950.3999999999965,46753323.65430051,0.0,0.0,1244.0
2092,57722.38620901784,18628.985186484675,39093.40102253313,0.0,9937901.981477195,9502498.262108818,1240.0,995.2000000000027,46754274.054300316,0.0,0.0,1240.0
2093,58298.17341199996,16926.307439851953,41371.86597214803,0.0,9934293.338745115,9505908.071352703,1126.0,992.0000000000001,46755269.25430036,0.0,0.0,1126.0
2094,56126.9015844967,18120.46480173985,38006.43678275688,0.0,9912456.272936644,9527525.13716107,1282.0,900.7999999999982,46756261.25430036,0.0,0.0,1282.0
2095,58348.829663746685,18969.8079128582,39379.02175088845,0.0,9851314.150238516,9588465.259859271,1393.0,1025.6000000000035,46757162.054300316,0.0,0.0,1393.0
2096,57977.21349928328,17516.615510622283,40460.59798866099,0.0,9738002.733487064,9701584.676610725,1284.0,1114.3999999999962,46758187.65430051,0.0,0.0,1284.0
2097,55273.50383294224,17319.33124284918,37954.172590093054,0.0,9638396.892819697,9800983.517278017,1313.0,1027.200000000003,46759302.054300316,0.0,0.0,1313.0
2098,52302.341891168515,15363.740548515167,36938.601342653325,0.0,9124373.081773743,10314792.346192552,1283.0,1050.3999999999965,46760329.25430036,0.0,0.0,1283.0
2099,48904.696731242606,18152.43288948175,30752.263841760843,0.0,8888414.080643909,10550593.347322274,1383.0,1026.3999999999965,46761379.65430051,0.0,0.0,1383.0
2100,54985.16467452262,15570.879311670076,39414.28536285255,0.0,8470300.571238754,10968459.856727546,1278.0,1106.3999999999962,46762406.054300316,0.0,0.0,1278.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,4035000.0,4035000.0,1269.0
2021,734269.5235750307,640956.8207093314,93312.70286569902,22960906.0,14435982.0,4212612.0,7164.265119796935,564.8999999999982,0.0,30966726.935920455,29671325.598984737,1230.0
2022,1513950.890905975,557476.6990656115,956474.1918403635,22444158.0,14550042.59643121,4608596.260012387,6372.220974188759,5014.985583857867,564.8999999999982,25901722.797817793,25701104.870943718,1232.0
2023,2168741.3493713364,1322731.8587316643,846009.4906396728,22040105.0,14577969.658938572,4978787.976530759,14622.898187735544,4460.554681932114,5579.885583857877,67075983.69833229,66464490.93867733,1330.0
2024,4105037.0733107454,2105500.665605981,1999536.407704763,21428506.0,14807785.061374621,5346457.67590704,23025.637461772527,10236.028731414819,10040.440265790034,110328242.9820401,109323187.30886225,1161.0
2025,5669978.265821771,2501121.148374079,3168857.1174476948,20839923.0,14994265.132990828,5725976.966955192,27546.604574454952,16117.94622324078,20276.46899720477,131529607.58004028,131018022.87227513,1343.0
2026,9756393.655886263,6006702.610285329,3749691.0456009377,20399820.0,15134923.100244012,5998389.902258132,64700.731465347235,19282.62320211853,36394.4152204457,318582027.565475,317443657.32673657,1212.0
2027,16963266.54306666,8131134.900518157,8832131.642548507,19902536.0,15222963.561669355,6343444.709367353,87844.60310696604,45290.51202574306,55677.03842256405,433220720.8905275,432308015.53482985,1383.0
2028,31274276.081115317,19421476.9786007,11852799.102514613,18019521.0,16552015.134212136,6810073.682507369,208999.17560022994,61491.22217487595,100967.55044830716,1041890907.7192969,1039150878.0011497,1169.0
2029,59526306.70983869,32086920.116788354,27439386.593050376,17536969.0,16569422.760763325,7066750.552376359,343983.12005912483,146299.42292016008,162458.7726231841,1715997742.0198977,1714195600.2956176,1144.0
2030,103121195.38387401,58460479.87749196,44660715.506382085,16866307.0,16621488.195215344,7342985.650622388,625396.554151979,240788.1840413878,308758.19554334285,3140263094.533582,3120937770.759888,1209.0
2031,161750056.62438786,82007609.71392961,79742446.91045837,16310961.0,16304555.450323142,7593189.722560804,891693.4464579911,437777.5879063851,549546.3795847299,4506088796.267369,4452292232.289952,1235.0
2032,311935374.17984337,202000004.05105728,109935370.12878604,15681330.0,15922202.098584173,7721347.818838814,2179431.459336281,624185.4125205984,987323.967491118,11087117297.732183,10890617296.681398,1308.0
2033,393882083.8297749,131736318.63216421,262145765.19761074,15090554.0,14246653.478415014,7902221.444256956,1483178.0941804037,1525602.0215353963,1611509.380011713,7876771406.979232,7410060470.902014,1166.0
2034,266452878.43844658,93989262.76567376,172463615.67277294,14442721.0,13367863.89256667,8034179.172021086,1090076.85394197,1038224.6659262782,3137111.401547113,5799051326.729845,5443579269.70984,1361.0
2035,429278030.4484117,305362283.99823034,123915746.4501816,13729775.0,12899837.626129907,8175304.519107994,3472446.6398576405,763053.7977593808,4175336.0674734022,18312141376.90883,17355903199.288097,1266.0
2036,929747842.072596,545961833.3777164,383786008.69487876,13084472.0,10526975.025235834,8260431.487193345,6257637.088369137,2430712.6479003425,4938389.865232739,37196129166.60616,31282075441.845722,1222.0
2037,1226160260.0988827,569517382.5509868,656642877.5478958,12548687.0,7274021.893773878,8251801.921478276,6967044.479615285,4380345.961858399,7369102.51313307,54113029961.10161,34829347398.07641,1175.0
2038,750099587.7170477,119049348.92218302,631050238.7948648,11601256.0,5056021.551840431,8204380.728417572,1641163.325520641,4876931.135730718,11749448.474991526,13314152390.051912,8199151627.603267,1333.0
2039,324039157.8909688,197022125.2061214,127017032.68484718,11089616.0,4446539.491598696,8209511.508406405,2689176.7457722547,1148814.3278644597,16626379.61072219,17636697056.12193,13439978728.861326,1181.0
2040,392403897.276139,192996275.40920097,199407621.8669378,10429502.0,3580644.0597463013,8214718.859503912,2765429.827885855,1882423.7220405892,17775193.938586704,19815936001.48435,13820819139.42921,1266.0
2041,556349122.9151714,375901225.8558625,180447897.05930915,9741548.0,3121340.415466467,8210282.459857523,5185407.189962499,1935800.879520099,19657617.66062733,42360729989.22954,25920505949.812477,1306.0
2042,858575535.4797436,528861612.53189415,329713922.9478495,9149056.0,2447155.422029017,8193490.68042757,6827298.475741073,3629785.0329737556,21593418.540147316,76000855379.82953,34129837378.70531,1331.0
2043,444270223.7400673,1031507.7614148436,443238715.9786522,8570086.0,2306546.9698135857,8210314.557649617,20472.70852174761,4779108.93301877,25223203.573121075,276359058.92497253,96078542.60873827,1257.0
2044,3491449.680035495,2553005.419694161,938444.2603413337,7952775.0,2899994.6926099504,8215456.898329573,48978.44653738848,14330.89596522336,30002312.506139774,300151368.60958916,238397232.68694288,1299.0
2045,3594873.719782223,1300017.2338154016,2294856.4859668203,7215806.0,3585749.45522265,8221235.797308845,25818.82813368328,34284.912576171795,30016643.40210507,131704773.77480692,122849140.66841608,1249.0
2046,2735512.910467611,1476900.7680989385,1258612.142368675,6599045.0,4178539.598390184,8221516.276142616,29294.769660058682,18073.179693578273,30050928.314681135,149891727.28222358,139993848.30029306,1296.0
2047,5130811.183384432,3674222.128183503,1456589.0552009302,6078577.0,4666345.200967637,8226488.352539796,70188.82438167196,20506.338762041152,30069001.494374894,359122591.94009405,344674121.9083619,1254.0
2048,5703620.384045334,2184699.120175191,3518921.2638701443,5477462.0,5188122.766815756,8238101.153228741,42437.59562153672,49132.17706717055,30089507.833136816,212399039.38983077,206182978.10768428,1201.0
2049,2297496.7405560906,64245.227841746506,2233251.512714344,5006433.0,5606563.198668353,8249294.1463140845,1275.0,29706.316935075753,30138640.01020406,0.0,0.0,1275.0
2050,186826.73742201988,97176.65315235415,89650.08426966566,4470746.0,6120508.030934359,8270866.314048051,1985.1631369935747,892.5,30168346.327138983,6205245.062911505,3105815.684967837,1364.0
2051,201287.31397397348,66010.10157678927,135277.2123971842,4076895.0,6492795.797983195,8291647.7039773455,1392.0,1389.614195895498,30169238.827138983,0.0,0.0,1392.0
2052,152625.38967353723,61850.33311148707,90775.05656205006,3629922.0,6889655.733254519,8341551.768706065,1259.666713785786,974.3999999999965,30170628.44133498,140292.0623431475,73333.56892891217,1245.0
2053,168578.99720158402,81207.54311429663,87371.45408728738,3331938.0,7159251.39616808,8369699.439078642,1696.246871762564,881.7666996500446,30171602.841335025,4500001.127659688,2446234.3588128258,1207.0
2054,245377.74065169014,130366.27986244693,115011.4607892433,2889306.0,7579775.148887614,8391136.084772648,2755.8219404808588,1187.3728102337936,30172484.608034752,11887616.123719173,7539109.702404325,1248.0
2055,253142.29634149396,69269.52225601819,183872.77408547583,2448891.0,7993755.969740648,8415923.278936552,1517.4538070023204,1929.0753583366122,30173671.980844818,1724570.888877887,1232269.0350115972,1271.0
2056,207932.62232813187,109999.40142842347,97933.22089970857,2164771.0,8232191.25280064,8461133.542069603,2343.718702547136,1062.217664901626,30175601.05620316,7409553.09695675,4913593.512735698,1361.0
2057,210036.84316859167,52129.61625620232,157907.22691238928,1846543.0,8523050.962394001,8487238.113773603,1212.0,1640.6030917830012,30176663.273868226,0.0,0.0,1212.0
2058,147854.5090192133,76619.40942488164,71235.09959433154,1527763.0,8798273.955528015,8530576.120639633,1661.068821663158,848.3999999999968,30178303.876959823,4962014.023103005,2695344.108315824,1122.0
2059,213260.83096440785,102667.63769262523,110593.19327178264,1229209.0,9070851.252619576,8555762.212778747,2205.9883419997045,1162.7481751642174,30179152.27696003,7087945.69629352,5124941.709998491,1181.0
2060,372759.31915192015,222249.06599276434,150510.25315915572,846380.0,9407202.943079168,8600997.325011548,4632.208959126735,1544.191839399787,30180315.025135044,23913109.20903301,17011044.79563378,1230.0
2061,380257.0584317885,54576.576071745374,325680.482360043,626204.0,9572539.531104155,8652151.528027356,1315.0,3242.546271388724,30181859.21697434,0.0,0.0,1315.0
2062,128390.60394656185,52785.76066738304,75604.84327917881,547321.0,9607570.02479196,8695770.03433961,1275.0,920.5,30185101.76324584,0.0,0.0,1275.0
2063,129021.18686512958,55293.40690608346,73727.77995904608,431669.0,9662260.364173476,8756471.900947025,1254.0,892.4999999999999,30186022.26324584,0.0,0.0,1254.0
2064,130818.4602514497,50541.90981387574,80276.55043757395,314873.0,9723723.84964727,8811497.415473238,1217.0,877.7999999999986,30186914.76324584,0.0,0.0,1217.0
2065,120317.40634342363,48378.06520356352,71939.34113986012,263665.0,9738564.287272865,8847587.977847647,1232.0,851.8999999999968,30187792.563245792,0.0,0.0,1232.0
2066,134456.88271921466,67227.10855567025,67229.77416354447,205987.0,9727006.268023266,8916569.775157435,1602.3662538353879,862.3999999999968,30188644.46324573,2996755.478269868,1666831.2691769784,1269.0
2067,146040.08734779182,47592.33584704958,98447.75150074225,179049.0,9689530.69762653,8980356.979300331,1192.0,1121.6563776847822,30189506.86324594,0.0,0.0,1192.0
2068,112297.59612918035,44457.37664234585,67840.21948683447,135751.0,9648671.130043691,9064233.546883164,1232.0,834.3999999999969,30190628.51962367,0.0,0.0,1232.0
2069,109232.59862131481,48952.68615268241,60279.91246863244,85850.0,9604031.915473474,9158544.770233206,1260.0,862.3999999999968,30191462.919623446,0.0,0.0,1260.0
2070,116775.73617963595,46912.307524762386,69863.42865487367,54515.0,9577615.044881888,9216025.640824793,1294.0,882.0,30192325.319623623,0.0,0.0,1294.0
2071,151282.79103378064,86303.931230135,64978.8598036458,24746.0,9524803.405731507,9298307.279975174,2156.30292458017,905.7999999999982,30193207.319623623,8015491.874428685,4421514.622900836,1272.0
2072,169568.59820027289,42533.23655454525,127035.36164572764,19162.0,9444271.945898062,9383256.466398308,1231.0,1509.4120472061136,30194113.11962346,0.0,0.0,1231.0
2073,102473.35048415365,44142.734261951075,58330.61622220271,16360.0,9397983.587268181,9432159.825028194,1282.0,861.7000000000012,30195622.53167064,0.0,0.0,1282.0
2074,107429.91170181222,46510.55519283254,60919.3565089797,7625.0,9317105.941247528,9521513.471048849,1322.0,897.3999999999967,30196484.2316707,0.0,0.0,1322.0
2075,120218.25008991455,54927.82032162366,65290.42976829093,2559.0,9229370.35252934,9614080.059767062,1546.0731004766371,925.3999999999967,30197381.631670866,2381475.8232386843,1250365.502383166,1296.0
2076,120123.16431066944,41166.096949624916,78957.06736104451,1749.0,9164288.637411764,9679529.597783139,1248.0,1082.2511703336472,30198307.03167064,0.0,0.0,1248.0
2077,98488.16473888187,41572.13659904801,56916.0281398339,539.0,9083702.730822561,9761078.504372345,1319.0,873.6000000000032,30199389.282841004,0.0,0.0,1319.0
2078,97077.47384693459,40679.13633748851,56398.3375094461,183.0,8994587.387727076,9850298.847467834,1323.0,923.2999999999979,30200262.882841107,0.0,0.0,1323.0
2079,98703.31222439512,43814.147065388745,54889.16515900633,0.0,8899447.124759212,9945404.110435672,1346.0,926.1000000000033,30201186.182841215,0.0,0.0,1346.0
2080,100200.06326478007,38722.19524117644,61477.86802360352,0.0,8822455.510460546,10022146.724734323,1347.0,942.2000000000021,30202112.282841004,0.0,0.0,1347.0
2081,81912.48738716921,31014.38661528917,50898.100771880054,0.0,8821484.814226152,10022921.441646095,1137.0,942.8999999999967,30203054.482841156,0.0,0.0,1137.0
2082,72800.46550511655,32828.92656914562,39971.53893597092,0.0,8820210.078571573,10024027.177300677,1252.0,795.8999999999971,30203997.382841107,0.0,0.0,1252.0
2083,79971.46533934562,38433.10400598174,41538.36133336389,0.0,8819085.409986716,10024995.84588553,1296.0,876.3999999999968,30204793.282841004,0.0,0.0,1296.0
2084,93684.08725066164,40688.46548375918,52995.62176690247,0.0,8817278.724189756,10026569.53168249,1354.0,907.2000000000018,30205669.682841215,0.0,0.0,1354.0
2085,86782.91811094648,29810.929175678786,56971.98893526775,0.0,8816977.890401293,10026609.881044868,1129.0,947.7999999999978,30206576.882841107,0.0,0.0,1129.0
2086,69144.44342856263,30066.33311751039,39078.1103110522,0.0,8816721.834603857,10026675.973511694,1220.0,790.2999999999997,30207524.682841215,0.0,0.0,1220.0
2087,65842.68650602686,27925.535984795795,37917.150521231066,0.0,8815980.901468107,10027209.906647446,1130.0,854.0,30208314.982841156,0.0,0.0,1130.0
2088,70978.98036554788,35242.92451657485,35736.055848972996,0.0,8780334.065581337,10062655.742534209,1289.0,790.9999999999999,30209168.982841156,0.0,0.0,1289.0
2089,76772.10463052102,28320.756133660423,48451.34849686063,0.0,8778166.960911442,10064566.847204203,1244.0,902.2999999999982,30209959.982841156,0.0,0.0,1244.0
2090,63296.36515574041,28369.6902135039,34926.67494223651,0.0,8763983.373968894,10078520.434146656,1188.0,870.7999999999987,30210862.282841004,0.0,0.0,1188.0
2091,64132.85310742032,27655.4418531169,36477.41125430342,0.0,8747197.725053074,10095106.2007311,1244.0,831.6000000000031,30211733.08284099,0.0,0.0,1244.0
2092,62560.00047551402,28353.274580797573,34206.72589471648,0.0,8734511.68405129,10107612.241732888,1240.0,870.7999999999987,30212564.682841215,0.0,0.0,1240.0
2093,61955.99430718241,25755.611581552934,36200.38272562951,0.0,8700246.23545337,10141694.690330805,1126.0,867.9999999999999,30213435.482841156,0.0,0.0,1126.0
2094,60847.793194557635,27592.16100964532,33255.6321849123,0.0,8668547.853135604,10173179.072648574,1282.0,788.2000000000003,30214303.482841156,0.0,0.0,1282.0
2095,63353.48100854357,28896.836976516177,34456.644032027405,0.0,8657299.263210705,10184230.662573565,1393.0,897.3999999999967,30215091.682841215,0.0,0.0,1393.0
