years,Objective,Costs,Damages,J,Y,M,I,Redsnag,Greysnag,B,B_SDD,I_LDD
2048,56465.40479617953,0.0,56465.40479617953,5477462.0,7545520.894831097,7060292.556803874,3102.9594545415976,1254.0,93480026.85154344,15923620.324515818,9509797.272707952,1201.0
2049,134102.34342823632,0.0,134102.34342823632,5006433.0,7996194.292442162,7078546.199738243,4927.647322607838,3102.9594545415976,93481280.85154344,24728021.162244484,18263236.613039356,1275.0
2050,208986.9184829871,0.0,208986.9184829871,4470746.0,8504354.465213079,7102220.240204095,10709.834785356468,4927.647322607838,93484383.81099835,55156864.0804069,46729173.92678255,1364.0
2051,435729.5441567918,0.0,435729.5441567918,4076895.0,8856352.715273311,7134516.354142338,28114.083347549666,10709.834785356468,93489311.45832063,143588509.7294276,133610416.73774813,1392.0
2052,1154770.0957352777,0.0,1154770.0957352777,3629922.0,9196245.192410285,7214908.7994241,52811.763029961476,28114.083347549666,93500021.29310606,268597373.11222017,257833815.1498083,1245.0
2053,2129422.8516144077,0.0,2129422.8516144077,3331938.0,9412967.116697496,7244607.676649403,196753.76405484253,52811.763029961476,93528135.37645344,1004865438.6856105,977733820.2742202,1207.0
2054,7920223.284096484,0.0,7920223.284096485,2889306.0,9641150.21958572,7266379.755301713,108221.86174664648,196753.76405484253,93580947.13948397,558949524.6110884,534869308.7332316,1248.0
2055,4296128.093761299,0.0,4296128.093761299,2448891.0,9942428.527712997,7300326.927374146,490255.66642883426,108221.86174664648,93777700.90353811,2551874607.15697,2444923332.1441684,1271.0
2056,19392029.543413464,0.0,19392029.543413464,2164771.0,9681305.733623678,7367149.620371798,541962.4787989671,490255.66642883426,93885922.76528537,2827208522.7047267,2703007393.9948244,1361.0
2057,21206163.807989582,0.0,21206163.807989582,1846543.0,9458264.852405554,7396144.4248573985,606205.6851006857,541962.4787989671,94376178.43171352,3303272743.115735,3024968425.5034175,1212.0
2058,23009546.040570606,0.0,23009546.040570606,1527763.0,9170107.710748607,7428323.735496202,238783.6238037192,606205.6851006857,94918140.91051273,1303377214.70929,1188308119.0185869,1122.0
2059,8988523.94805365,0.0,8988523.94805365,1229209.0,9206148.89011502,7457076.484050041,8762.57382987765,238783.6238037192,95524346.59561369,40451724.39253896,37907869.14938825,1181.0
2060,326467.53973197215,0.0,326467.53973197215,846380.0,9536979.509854317,7501274.290480858,5035.931347158158,8762.57382987765,95763130.21941748,20618722.01992271,19029656.735790763,1230.0
2061,189879.9187520365,0.0,189879.9187520365,626204.0,9705643.698220199,7548693.170767853,1366.4062601783437,5035.931347158158,95771892.79324721,290143.1994466409,257031.30089172948,1315.0
2062,47263.68676493451,0.0,47263.68676493451,547321.0,9745136.04528063,7587786.417447307,4169.759245268338,1366.4062601783437,95776928.72459416,25967797.302923277,14473796.226341758,1275.0
2063,177755.31729514687,0.0,177755.31729514687,431669.0,9806912.516345993,7638520.507359525,1254.0,4169.759245268338,95778295.13085426,0.0,0.0,1254.0
2064,48079.562961235264,0.0,48079.562961235264,314873.0,9876015.004365915,7685867.019339643,2809.6747190581477,1254.0,95782464.89009988,13462583.647220172,7963373.595290725,1217.0
2065,117921.94551044168,0.0,117921.94551044168,263665.0,9899694.39147949,7711510.156649419,7454.201329065087,2809.6747190581477,95783718.89009988,41300140.099633984,31111006.64532558,1232.0
2066,314366.5353845564,0.0,314366.5353845564,205987.0,9889176.776973438,7773252.397441881,18554.97625018227,7454.201329065087,95786528.56481901,97373216.44460256,86429881.25091136,1269.0
2067,770478.5938459096,0.0,770478.5938459096,179049.0,9851207.197156414,7820662.304704747,72835.7551890927,18554.97625018227,95793982.76614766,376662138.31043315,358218775.94546336,1192.0
2068,3063215.6261321045,0.0,3063215.6261321045,135751.0,9750952.99928595,7893289.984714746,86947.79649142754,72835.7551890927,95812537.74239771,443462473.89608747,428578982.45713824,1232.0
2069,3590185.5249069612,0.0,3590185.5249069612,85850.0,9629425.14198261,7979621.286624175,1260.0,86947.79649142754,95885373.497587,0.0,0.0,1260.0
2070,41835.98146302329,0.0,41835.9814630233,54515.0,9594961.203797156,8045130.629161353,1673.52747036513,1260.0,95972321.29407874,3550643.156379068,1897637.3518256587,1294.0
2071,55818.28167760219,0.0,55818.28167760219,24746.0,9549022.04944919,8120131.121832192,3495.5922067598085,1673.52747036513,95973581.29407874,18044734.07728004,11117961.033798985,1272.0
2072,134492.68224326716,0.0,134492.68224326716,19162.0,9485005.288086228,8187252.555902736,6567.615752992523,3495.5922067598085,95975254.82154858,34246066.84362213,26683078.764962554,1231.0
2073,258029.9627027396,0.0,258029.96270273958,16360.0,9437916.129660605,8231606.660221576,7201.90518178272,6567.615752992523,95978750.4137557,34223125.28194398,29599525.90891361,1282.0
2074,284879.3530786886,0.0,284879.3530786886,7625.0,9365557.346469825,8306527.102217598,1416.9529435363372,7201.90518178272,95985318.0295088,528634.9775661082,474764.7176816962,1322.0
2075,43017.04122474724,0.0,43017.04122474724,2559.0,9275206.82029056,8401580.675453257,1765.2683786864304,1416.9529435363372,95992519.93469067,4324203.862051844,2346341.893432139,1296.0
2076,57115.83292905636,0.0,57115.83292905636,1749.0,9230319.82516027,8446603.53917043,1248.0,1765.2683786864304,95993936.88763419,0.0,0.0,1248.0
2077,34081.508082548826,0.0,34081.508082548826,539.0,9157964.199171131,8519945.333126845,1900.0591340747044,1248.0,95995702.15601309,6014077.647686269,2905295.670373517,1319.0
2078,59188.99046819329,0.0,59188.99046819329,183.0,9081301.518647367,8596080.575519104,1695.0480496103226,1900.0591340747044,95996950.15601309,3067495.536974507,1860240.2480515891,1323.0
2079,48801.1097013749,0.0,48801.1097013749,0.0,8997448.823619181,8679504.222497698,1600.2604582757278,1695.0480496103226,95998850.2151468,2123060.556781665,1271302.291378594,1346.0
2080,47511.6874770295,0.0,47511.6874770295,0.0,8926677.631173596,8749759.154485002,3031.501637326776,1600.2604582757278,96000545.26319641,14839606.521217382,8422508.186633827,1347.0
2081,101680.69483962517,0.0,101680.69483962517,0.0,8924190.77617717,8750332.113837713,2773.6317954597894,3031.501637326776,96002145.52365485,11323500.103612727,8183158.97729898,1137.0
2082,95072.65404781373,0.0,95072.65404781373,0.0,8921855.031206666,8750853.22701269,1837.724007443737,2773.6317954597894,96005177.02529177,3902219.0086185527,2928620.0372186466,1252.0
2083,50557.18915286365,0.0,50557.18915286365,0.0,8920383.465106253,8751567.06910568,4403.204605133736,1837.724007443737,96007950.65708753,25887861.884349726,15536023.025668623,1296.0
2084,165140.3835645928,0.0,165140.3835645928,0.0,8917037.302642768,8751559.06910568,2879.4918029053892,4403.204605133736,96009788.3810946,9555727.583529048,7627459.014526926,1354.0
2085,101422.87262218326,0.0,101422.87262218326,0.0,8915251.986193165,8751525.06910568,13044.299993198794,2879.4918029053892,96014191.5856997,80192929.12949032,59576499.965993844,1129.0
2086,554075.8640856661,0.0,554075.8640856661,0.0,8903112.70130772,8751626.602227267,1220.0,13044.299993198794,96017071.07750311,0.0,0.0,1220.0
2087,22690.936635101927,0.0,22690.936635101927,0.0,8902915.70130772,8751607.602227267,2507.1921847463855,1220.0,96030115.37749618,14571061.643423555,6885960.9237319715,1130.0
2088,80083.73927428552,0.0,80083.73927428552,0.0,8898995.3008961,8753962.037833761,2115.0579518060963,2507.1921847463855,96031335.37749618,6116814.536544169,4130289.759030461,1289.0
2089,66404.33339264385,0.0,66404.33339264388,0.0,8897917.242944244,8753941.037833761,2416.155674141893,2115.0579518060963,96033842.56968088,8835320.640028717,5860778.370709506,1244.0
2090,74099.25659761121,0.0,74099.25659761121,0.0,8896416.446465729,8754060.678638216,1188.0,2416.155674141893,96035957.62763247,0.0,0.0,1188.0
2091,21823.957280944698,0.0,21823.957280944698,0.0,8894608.061704893,8755675.06339901,1244.0,1188.0,96038373.78330646,0.0,0.0,1244.0
2092,20463.184495242527,0.0,20463.184495242527,0.0,8882633.543879507,8767447.581224438,1431.5885402379727,1244.0,96039561.78330646,2030237.5520309359,957942.7011898431,1240.0
2093,30110.58520846821,0.0,30110.58520846821,0.0,8828323.746912308,8821375.203307861,3579.7145388291356,1431.5885402379727,96040805.78330646,23660450.395341348,12268572.694145678,1126.0
2094,130155.8255223186,0.0,130155.82552231861,0.0,8757561.435850441,8889477.07326674,8150.474123155162,3579.7145388291356,96042237.37184694,45664902.35616857,34342370.61577578,1282.0
2095,331809.1407783566,0.0,331809.1407783565,0.0,8582303.641015992,9057770.244164774,16746.3718124094,8150.474123155162,96045817.08638595,87443857.80230474,76766859.06204754,1393.0
2096,727317.2464369396,0.0,727317.2464369396,0.0,8389463.813484117,9235392.74625277,34459.44827204356,16746.3718124094,96053967.56050882,178981988.07262513,165877241.3602173,1284.0
2097,1556174.6199872338,0.0,1556174.6199872338,0.0,8143244.769973736,9448557.250902003,1654.5608146358857,34459.44827204356,96070713.93232134,1803297.3232325898,1707804.0731794194,1313.0
2098,35345.834097609164,0.0,35345.834097609164,0.0,7715084.452383501,9876185.007677604,1283.0,1654.5608146358857,96105173.38059364,0.0,0.0,1283.0
2099,16089.84622863668,0.0,16089.84622863668,0.0,7444233.145570836,10146901.314490303,2596.3058376550216,1283.0,96106827.94140795,16328592.770047156,6066529.188275091,1383.0
2100,71428.86085683703,0.0,71428.86085683703,0.0,7066121.203941515,10523582.283046542,1278.0,2596.3058376550216,96108110.94140795,0.0,0.0,1278.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,4035000.0,4035000.0,1269.0
2021,90934.04135337145,40632.72853282719,50301.3128205443,22960906.0,14435982.0,4212612.0,2648.200203658893,726.3000000000008,0.0,7400582.474932275,7091001.018294407,1230.0
2022,276256.09747376986,108606.97280511427,167649.12466865557,22444158.0,14554435.258298403,4608715.5414979365,6659.4731230514635,2383.3801832930035,726.3000000000008,27720689.41494905,27137365.615257286,1232.0
2023,552588.989339457,84092.99723872842,468495.992100729,22040105.0,14581956.12112618,4979026.205547093,5367.930232502612,5993.525810746326,3109.6801832929946,20390354.843001965,20189651.162512906,1330.0
2024,598920.7509761921,233531.53230055876,365389.21867563284,21428506.0,14820572.85817718,5347149.538263651,14172.485893548475,4831.137209252339,9103.205994039312,66207697.435376994,65057429.46774277,1161.0
2025,1785909.881739237,776342.0086674931,1009567.873071744,20839923.0,15015317.877835272,5727257.032749743,44826.99951356465,12755.237304193624,13934.34320329172,218857140.05474105,217419997.56782454,1343.0
2026,6658724.734766631,3421808.199311425,3236916.535455204,20399820.0,15138467.235750366,5999902.436429633,185692.35764020018,40344.29956220834,26689.580507485265,925272812.6625274,922401788.201008,1212.0
2027,16546236.972414955,3097718.4081642814,13448518.564250689,19902536.0,15108594.08872096,6341917.677903658,170702.33797847026,167123.12187618035,67033.88006969357,847827186.9330543,846596689.8923464,1383.0
2028,20755805.54989524,8538693.651973298,12217111.897921942,18019521.0,16361483.926084958,6802027.202726527,457002.5162908989,153632.10418062282,234157.00194587503,2288275041.456255,2279167581.454485,1169.0
2029,55391969.999433815,23556641.222507324,31835328.776926473,17536969.0,16141080.06353152,7049920.245215898,1216566.404310264,411302.2646618087,387789.1061264969,6108416002.747456,6077112021.551353,1144.0
2030,156376231.0684498,72681017.21276417,83695213.85568565,16866307.0,15359004.314584723,7295347.190590641,3637629.6301274304,1094909.7638792398,799091.370788306,18451139852.420864,18182103150.637196,1209.0
2031,420762178.4410196,178440598.41373774,242321580.02728194,16310961.0,12388203.108340725,7440586.710516864,8790616.989234705,3273866.6671146885,1894001.1346675544,48092839196.349434,43946909946.173805,1235.0
2032,586946703.8975636,30594978.671590086,556351725.225973,15681330.0,7529528.1261097705,7425501.310905236,1684702.5179935084,7911555.290311274,5167867.801782248,12137001701.651201,8416972589.967528,1308.0
2033,136679271.58383748,39328722.537530564,97350549.04630695,15090554.0,6801846.779106401,7478805.604483365,2184468.8673962997,1516232.2661941585,13079423.092093477,13648687504.171059,10916514336.981504,1166.0
2034,247517915.11539525,129940547.87026839,117577367.24512687,14442721.0,5851051.841361024,7508062.931818728,6818365.457152295,1966021.9806566823,14595655.35828767,43562157317.05468,34085022285.76148,1361.0
2035,410777163.03407526,62055531.63763728,348721631.3964378,13729775.0,3664759.6678565713,7436995.899525318,3434606.289771449,6136528.911437042,16561677.338944398,33890002810.93328,17166701448.857384,1266.0
2036,287391890.6251283,139036720.6548454,148355169.97028285,13084472.0,2831108.1208074624,7383619.772169112,7334671.888128914,3091145.6607943093,22698206.250381447,62333123517.50522,36667249440.64452,1222.0
2037,461175503.58840865,186207606.58562154,274967897.00278723,12548687.0,2051056.4339441252,7382390.931885562,9363735.1579408,6601204.69931602,25789351.911175724,105806509472.32817,46812800789.703865,1175.0
2038,393888943.16135275,38655823.65312594,355233119.50822693,11601256.0,2149663.7213378,7368280.738049351,2086137.810006783,8427361.642146662,32390556.61049175,24269800905.962334,10424024050.03393,1333.0
2039,112574720.74848017,39421119.81985425,73153600.92862587,11089616.0,2269622.205551965,7368677.294546859,2197799.5129654966,1877524.0290061065,40817918.25263858,21046320875.358368,10983092564.827408,1181.0
2040,83865172.03990239,29684713.866808023,54180458.17309434,10429502.0,2679517.8621937637,7340669.511019161,1645272.8618800626,1978019.5616689364,42695442.28164463,21310605402.366203,8220034309.400313,1266.0
2041,99442748.80048628,53646187.5595951,45796561.24089113,9741548.0,3128900.9695791393,7341237.511019161,2869749.3280263054,1480745.5756920557,44673461.84331339,17898200390.607563,14342216640.13153,1306.0
2042,218452601.31677836,137060965.64095104,81391635.67582728,9149056.0,3467779.4491173397,7357773.094001293,6692553.1842834,2582774.395223678,46154207.41900547,56415157942.46165,33456110921.416973,1331.0
2043,200155921.45947766,13056.160975362227,200142865.29850224,8570086.0,3827192.864157524,7373448.184607811,1257.0,6023297.865855059,48736981.814229175,0.0,0.0,1257.0
2044,77340.76504770492,30037.242436454915,47303.52261125,7952775.0,4438426.303730936,7379386.745034436,2804.096547076078,1131.2999999999963,54760279.680084236,16308263.054684008,7525482.735380412,1299.0
2045,184406.9999268332,74462.91371436724,109944.08621246602,7215806.0,5167287.707483203,7385830.2537554875,6881.968312521149,2523.68689236848,54761410.98008416,44752452.01578925,28164841.562605783,1249.0
2046,345204.70818447345,89722.85037879631,255481.85780567705,6599045.0,5773913.111863505,7390158.259920515,8445.289987937014,6193.771481269035,54763934.66697678,41249976.51099104,35746449.93968488,1296.0
2047,317734.3268222029,13030.40639645949,304703.92042574333,6078577.0,6281770.034202261,7395452.990084649,1254.0,7600.760989143281,54770128.43845767,0.0,0.0,1254.0
2048,80722.31888980747,29903.454573245956,50818.86431656155,5477462.0,6863334.378880975,7414764.719594798,2909.02539080555,1128.6000000000038,54777729.19944704,14360625.249729155,8540126.95402771,1201.0
2049,156190.83479496394,43069.745018458394,113121.08977650572,5006433.0,7317522.899168101,7429718.412659952,4234.132698187051,2618.122851724981,54778857.79944685,20955821.000556592,14795663.49093532,1275.0
2050,248326.27392230486,86683.66589986511,161642.60802243967,4470746.0,7827125.445577128,7452638.733552775,8511.955667481307,3810.7194283683693,54781475.92229858,42912739.42012043,35739778.33740644,1364.0
2051,523557.27331932576,212016.66021329735,311540.61310602864,4076895.0,8184648.204568147,7481683.206866286,20069.097142501276,7660.760100733197,54785286.6417273,102959064.69852409,93385485.71250668,1392.0
2052,1094895.768517791,361866.523978367,733029.2445394238,3629922.0,8554365.811819496,7540251.765677516,33834.68235437486,18062.187428251244,54792947.40182802,172986724.30536678,162948411.77187443,1245.0
2053,2495446.247940232,1284513.9564723074,1210932.291467925,3331938.0,8789488.421980437,7570430.54375809,113159.94735442344,30451.214118937645,54811009.58925624,581014790.070267,559764736.7721144,1207.0
2054,4662889.244268399,621851.2013119884,4041038.0429564095,2889306.0,9093949.654822117,7597538.488517841,57577.74518026664,101843.95261898111,54841460.8033752,290204703.3224788,281648725.9013348,1248.0
2055,4809883.67648888,2764654.281923779,2045229.3945651052,2448891.0,9441659.397045203,7634343.983897142,238768.2710976054,51819.97066223998,54943304.75599409,1227864994.64306,1187486355.4880288,1271.0
2056,11238062.719072118,2789310.3699687487,8448752.349103373,2164771.0,9426949.474293487,7699267.757485394,243588.03826323838,214891.44398784416,54995124.7266561,1246781597.2186587,1211135191.3161907,1361.0
2057,11584141.059373567,2969768.830160352,8614372.229213234,1846543.0,9477053.932331853,7728137.229035918,262549.75001321913,219229.23443691418,55210016.17064416,1349018132.8669436,1306688750.0660996,1212.0
2058,10207091.854238933,1079492.1121031167,9127599.74213582,1527763.0,9499250.400825314,7765626.700981552,101620.475544336,236294.77501189712,55429245.40508084,514713165.1871081,502492377.72167975,1122.0
2059,3576172.2884872537,37003.40226501908,3539168.886222233,1229209.0,9667673.077177746,7796521.287708454,4213.518639234361,91458.42798990246,55665540.18009304,15759770.502608743,15162593.196171772,1181.0
2060,168699.76318855633,23807.51899035627,144892.24419819994,846380.0,9998156.864869304,7845611.705099268,2776.4481569560144,3792.166775310916,55756998.60808299,9009026.980217867,7732240.784780107,1230.0
2061,107419.3113789648,10973.842558831217,96445.46882013371,626204.0,10167035.165565029,7895054.309192101,1338.530544627493,2498.8033412604163,55760790.774858326,145619.36343467984,117652.72313747554,1315.0
2062,76297.93776185879,34689.4646452061,41608.473116652654,547321.0,10203819.031077804,7936879.913134751,3760.850539441997,1204.677490164751,55763289.57819938,23041519.180239785,12429252.697209885,1275.0
2063,155432.5062070263,10667.456619252674,144765.04958777357,431669.0,10259688.250081586,7993940.734877901,1254.0,3384.7654854977823,55764494.25568961,0.0,0.0,1254.0
2064,67567.62060385066,24296.013938738917,43271.60666511174,314873.0,10325024.525017485,8045059.459942098,2736.1893522799837,1128.6000000000038,55767879.021175236,12278906.903883617,7595946.761399904,1217.0
2065,166000.64916511552,62680.48270662774,103320.1664584879,263665.0,10348639.709420381,8070849.631150324,6887.609658624981,2462.5704170519725,55769007.62117508,36482594.635097764,28278048.293125078,1232.0
2066,409657.09917312785,147182.86672388864,262474.2324492393,205987.0,10322483.427618219,8148755.985703051,15752.013553029545,6198.848692762507,55771470.191591956,81581526.87368003,72415067.76514813,1269.0
2067,1160882.11846106,559482.2127680763,601399.9056929849,179049.0,10280753.96885222,8202673.213131603,56552.18304990366,14176.812197726676,55777669.04028497,289859166.4607068,276800915.24951917,1192.0
2068,2782625.0320235617,607734.2465303171,2174890.785493241,135751.0,10189732.59447909,8282185.792876185,61963.84200954683,50896.964744913224,55791845.85248253,311846007.537788,303659210.04773545,1232.0
2069,2357879.564368354,9534.409787340133,2348345.154581014,85850.0,10083698.430637771,8378126.624069614,1260.0,55767.457808592124,55842742.817227624,0.0,0.0,1260.0
2070,49967.715391958794,12315.332075237797,37652.383316720974,54515.0,10041439.31225567,8451447.74245165,1656.7245133785718,1134.0,55898510.2750359,3259984.786976466,1813622.5668928248,1294.0
2071,75857.4819773993,26370.7749450534,49486.707032345956,24746.0,9993849.611109557,8528116.719084281,3293.529955178741,1491.0520620407137,55899644.2750359,16218347.700008355,10107649.775893737,1272.0
2072,160484.08671873994,47534.27865122174,112949.80806751817,19162.0,9927107.919748973,8598156.853998004,5827.116290151372,2964.1769596608774,55901135.32709816,29330110.812592246,22980581.450756922,1231.0
2073,252354.15926156857,48403.12722891033,203951.032032658,16360.0,9878541.413221182,8644762.872102004,5978.6129949173355,5244.404661136216,55904099.504057646,27500512.429767027,23483064.974586576,1282.0
2074,219695.4368523322,9637.253472564269,210058.18337976796,7625.0,9802342.742501674,8724735.871042948,1391.2709264080058,5380.7516954256025,55909343.9087188,397628.4424563353,346354.6320400482,1322.0
2075,49734.11172896821,11948.644165502274,37785.46756346593,2559.0,9709600.436169373,8822230.906448826,1705.9652872337206,1252.1438337672134,55914724.66041432,3818050.7410799265,2049826.4361686108,1296.0
2076,56993.12254513054,8155.956774460576,48837.165770670006,1749.0,9656632.25767778,8875381.364471026,1248.0,1535.3687585103514,55915976.80424822,0.0,0.0,1248.0
2077,43305.69424856156,12632.33697426763,30673.35727429396,539.0,9576147.287951007,8956832.462981923,1855.2999280116833,1123.2000000000037,55917512.173006624,5513992.661848415,2681499.6400584457,1319.0
2078,62063.051579076855,10739.40383347169,51323.647745605194,183.0,9495630.19215136,9036882.258853503,1659.5545562984785,1669.769935210525,55918635.373006776,2715544.8835737067,1682772.7814924165,1323.0
2079,52831.35719119461,10205.866621225172,42625.490569969494,0.0,9404377.804587668,9127743.141167162,1562.4835889213077,1493.5991006686297,55920305.14294186,1889021.5812671608,1082417.944606513,1346.0
2080,60536.07703240881,19270.71203444914,41265.364997959645,0.0,9323870.054611988,9207768.40755391,2808.3253698358935,1406.235230029175,55921798.742042534,13011600.431974728,7306626.849179485,1347.0
2081,98517.54340577863,16926.971151603124,81590.57225417551,0.0,9322208.658237763,9207765.40755391,2485.1346427305693,2527.4928328522956,55923204.977272585,9485118.279415848,6740673.213652831,1137.0
2082,84080.69910112262,10201.536872118477,73879.16222900413,0.0,9319933.325065393,9208509.606083576,1707.5123628540684,2236.6211784575103,55925732.47010544,3165070.5053375578,2277561.814270321,1252.0
2083,67509.92556191715,27411.64182809747,40098.28373381972,0.0,9318633.888341852,9209189.893101748,3823.4983455485594,1536.7611265686576,55927969.091283806,21762609.929444198,12637491.72774287,1296.0
2084,141281.76259319496,16967.25033066592,124314.51226252898,0.0,9315337.032116717,9209710.168236904,2526.6579878280054,3441.148510993702,55929505.852410555,7502704.355231745,5863289.939139993,1354.0
2085,157759.64868857217,81315.24286395952,76444.40582461256,0.0,9313830.172629174,9209765.463220187,10313.709615802625,2273.9921890451938,55932947.00092129,63758429.80764199,45923548.0790131,1129.0
2086,387959.0986855909,6230.57396693149,381728.52471865923,0.0,9304517.108953243,9209764.37590926,1220.0,9282.338654222382,55935220.99311061,0.0,0.0,1220.0
2087,35784.724680219435,15362.881708627698,20421.84297159173,0.0,9302450.689083332,9211616.79577921,2375.8958628143305,1098.0,55944503.3317644,13181462.669692336,6229479.314071656,1130.0
2088,79437.74441555374,12499.928248514601,66937.81616703911,0.0,9299307.366162473,9213336.228302006,2015.807566587446,2138.306276532893,55945601.3317644,5247922.03036487,3634037.8329371996,1289.0
2089,68590.62013011394,13573.085943844133,55017.53418626982,0.0,9297344.552838985,9214293.23405891,2251.595135134529,1814.2268099286978,55947739.63804113,7637678.350599526,5037975.675672651,1244.0
2090,65124.686986146095,5825.624807689554,59299.06217845659,0.0,9294299.760035502,9216102.97273714,1188.0,2026.4356216210833,55949553.864851035,0.0,0.0,1188.0
2091,25422.261666314764,5780.700113464542,19641.56155285023,0.0,9287142.560312746,9223063.172459893,1244.0,1069.2000000000032,55951580.30047281,0.0,0.0,1244.0
2092,25536.998519570123,7120.132473851827,18416.866045718274,0.0,9281312.042622564,9228698.690150077,1417.9813717151476,1119.6000000000038,55952649.50047288,1828852.640050948,889906.8585757801,1240.0
2093,48449.54551635563,21951.58896665006,26497.956549705603,0.0,9264774.157499313,9244856.59390163,3286.294094693262,1276.1832345436342,55953769.10047282,21184352.259590033,10801470.473466218,1126.0
2094,155835.02751621927,51388.84334536842,104446.18417085087,0.0,9246672.102281572,9260589.412770754,7085.225672477786,2957.664685223938,55955045.283707246,37968539.28914186,29016128.36238888,1282.0
2095,354877.60642542236,101671.98014679756,253205.6262786249,0.0,9175712.389336592,9325602.33558224,13259.982764856142,6376.70310522998,55958002.94839272,68796701.0569128,59334913.824281044,1393.0
2096,707322.0965079251,200351.3393918881,506970.75711603655,0.0,9048565.574753828,9440765.381603735,25007.96801417051,11933.984488370555,55964379.65149761,128462112.42291898,118619840.07085314,1284.0
2097,1004754.1384530806,7154.036227575862,997600.1022255053,0.0,8874521.548388718,9590879.378268784,1539.7036815163385,22507.17121275361,55976313.63598628,1186133.0423735383,1133518.407581659,1313.0
2098,31884.899744478855,5054.100586877147,26830.799157601734,0.0,8439074.83881877,10025897.384157244,1283.0,1385.7333133647014,55998820.80719891,0.0,0.0,1283.0
2099,28649.40046167369,14168.538855900666,14480.861605773023,0.0,8155409.363284514,10309422.85969157,2554.5563988207728,1154.700000000004,56000206.54051212,14799710.451875545,5857781.994103887,1383.0
2100,67484.7778604365,5035.413704523388,62449.36415591307,0.0,7756567.358753422,10706885.899359182,1278.0,2299.1007589387004,56001361.24051228,0.0,0.0,1278.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,4035000.0,4035000.0,1269.0
2021,122977.52332413195,78265.24526142597,44712.27806270606,22960906.0,14435982.0,4212612.0,2490.622403252345,645.6000000000023,0.0,6578295.533273145,6303112.0162617145,1230.0
2022,329290.6574724291,191070.67706288214,138219.98040954667,22444158.0,14554588.674043044,4608719.703553686,5761.202094174556,1992.4979226018759,645.6000000000023,23164520.51504315,22646010.47087279,1232.0
2023,494634.2119162137,140165.65663916606,354468.55527704785,22040105.0,14582977.078460183,4979061.097042435,4429.74663614051,4608.961675339619,2638.0979226018653,15673419.308307208,15498733.180702562,1330.0
2024,614910.7342008161,354330.8057583723,260579.9284424437,21428506.0,14822471.14600976,5347245.282856701,10670.75499841798,3543.797308912395,7247.0595979415175,48528588.2591686,47548774.99208957,1161.0
2025,1719169.4262427462,1057136.733532628,662032.692710118,20839923.0,15020561.007155454,5727509.66673658,30379.288193022516,8536.603998734368,10790.856906853898,146405959.266426,145181440.96511167,1343.0
2026,6064025.619902824,4144157.947649343,1919867.6722534832,20399820.0,15157685.84431284,6000622.573947753,112240.77742610872,24303.430554417897,19327.46090558824,557286524.6862639,555143887.1305425,1212.0
2027,10483542.734582255,3339794.092571685,7143748.642010579,19902536.0,15198617.094835887,6345249.65846036,92341.16247659308,89792.62194088682,43630.89146000617,455522995.08245987,454790812.382965,1383.0
2028,13995316.303104378,8187533.74410646,5807782.558997912,18019521.0,16522987.145794274,6812136.415068299,220610.15661140534,73872.92998127449,133423.51340089343,1100874013.3472292,1097205783.0570295,1169.0
2029,33665098.4739818,20118419.84691446,13546678.62706733,17536969.0,16529403.891368058,7068422.868923817,524717.3787397137,176488.1252891239,207296.4433821669,2623978625.5861974,2617866893.698551,1144.0
2030,87979939.40437521,56070514.14792284,31909425.256452378,16866307.0,16404113.304740869,7342222.172189079,1410527.766856618,419773.90299177135,383784.5686712922,7093377467.375728,7046593834.283126,1209.0
2031,216660703.23940805,132202645.34140131,84458057.89800678,16310961.0,15335011.294397695,7569587.312773705,3279757.3381239567,1128422.2134853003,803558.4716630601,16679344323.98034,16392611690.61976,1235.0
2032,215328180.2259583,27339517.263351336,187988662.9626071,15681330.0,12818727.259434504,7652811.990117872,749741.2702869374,2623805.870499179,1931980.6851483586,4058054554.9417806,3742166351.434693,1308.0
2033,79528421.29166114,37560915.776944995,41967505.51471614,15090554.0,12530929.460571134,7807403.104305962,1034370.6903062142,599793.016229554,4555786.555647519,5422456651.254271,5166023451.531033,1166.0
2034,189547250.50221458,133608769.4764108,55938481.025803775,14442721.0,12075936.073219787,7918306.776123448,3502410.547382233,827496.5522449643,5155579.571877097,18444463064.136837,17505247736.911133,1361.0
2035,281243044.87686676,97045703.15304367,184197341.72382316,13729775.0,9726393.432777455,8000737.304758711,2626425.878102529,2801928.437905787,5983076.124122042,15624877739.567371,13125799390.512653,1266.0
2036,397727900.8378791,264618720.8745011,133109179.9633783,13084472.0,8247632.4871630715,8059225.512769922,6977176.2105050115,2101140.702482026,8785004.562027862,42895474782.567375,34879771052.525154,1222.0
2037,710226582.3285699,390628053.9535016,319598528.3750687,12548687.0,5141065.44290828,8024934.775851189,10231891.091597987,5581740.968404032,10886145.264509868,90174790328.55225,51153580457.990036,1175.0
