years,Objective,Costs,Damages,J,Y,M,I,Redsnag,Greysnag,B,B_SDD,I_LDD
2038,482384528.7519977,80163330.06098957,402221198.691008,11601256.0,3161555.4151654267,7982126.329511167,2275822.1087206644,8185512.8732783785,16467886.232913934,23321934278.140717,11372445543.603327,1333.0
2039,160376891.3221006,81968937.41799064,78407953.90411,11089616.0,2558102.3557835696,7982906.539258008,2311241.0741013153,1820657.6869765467,24653399.10619225,20212033494.389153,11550300370.506569,1181.0
2040,148247951.97900563,74078071.29773512,74169880.68127051,10429502.0,2391652.6601025467,7992182.9782972345,2076692.5168383752,1848992.8592810577,26474056.79316892,19334782931.90368,10377132584.191896,1266.0
2041,149890786.27235776,85407450.69106174,64483335.58129596,9741548.0,2469415.8588897,7992943.702727776,2320797.726155047,1661354.0134707082,28323049.652449697,19727260767.629528,11597458630.775335,1306.0
2042,224843182.97332808,155658475.9789488,69184706.99437948,9149056.0,2586043.117099717,7848117.773432797,4215447.441107042,1856638.1809240528,29984403.66592052,39494117907.002205,21070582205.535187,1331.0
2043,91418244.25992042,27049.438033224902,91391194.8218872,8570086.0,2723806.996599909,7866967.803445105,1257.0,3372357.9528856305,31841041.846844655,0.0,0.0,1257.0
2044,97222.90171091538,55175.32605647088,42047.575654444416,7952775.0,3336728.5966327554,7871257.20341229,2465.6491912656966,1005.6000000000035,35213399.799730286,14663535.220524961,5833245.956328527,1299.0
2045,198857.63801996518,110414.53211966774,88443.10590029748,7215806.0,4066433.310567537,7877217.205527798,4934.661269151492,1972.5193530125584,35214405.3997304,34973704.89105824,18428306.345757492,1249.0
2046,283395.87023003725,116559.54520713979,166836.32502289733,6599045.0,4678150.57224881,7878475.694508629,5377.6239687255365,3947.7290153212084,35216377.91908333,26255625.91257726,20408119.843627557,1296.0
2047,200765.12978913647,26940.958580816616,173824.17120831975,6078577.0,5189336.929819106,7883531.104709323,1254.0,4302.0991749804225,35220325.64809868,0.0,0.0,1254.0
2048,101997.86624020775,56825.54240326421,45172.32383694359,5477462.0,5778165.26160416,7895614.772924247,2670.8115454799718,1003.2000000000028,35224627.74727347,12890780.846907578,7349057.727399825,1201.0
2049,167747.36158873068,74849.07209885432,92898.28948987642,5006433.0,6233146.099392034,7910035.394711714,3560.6086875393526,2136.6492363839657,35225630.94727348,17142928.241818286,11428043.437696755,1275.0
2050,252772.30343700107,130424.68710063599,122347.61633636519,4470746.0,6745679.916806294,7930735.01289632,6306.067677225297,2848.486950031482,35227767.596509926,32042176.304883085,24710338.386126515,1364.0
2051,484061.9805677977,281417.252476104,202644.7280916935,4076895.0,7111683.940122848,7953532.958456454,13163.211102451813,5044.854141780262,35230616.08345988,67680494.99204051,58856055.512259066,1392.0
2052,848737.2479942344,422973.88663801603,425763.3613562186,3629922.0,7471535.289718559,8028709.2552189985,19687.06068471351,10530.568881961473,35235660.93760181,100705887.58133438,92210303.42356728,1245.0
2053,1941048.6849264835,1318841.1615364642,622207.5233900218,3331938.0,7723195.664214849,8056425.12963341,58495.48559422096,15749.648547770797,35246191.5064838,300093367.2557695,286442427.97110564,1207.0
2054,2393280.7401455743,578691.5417648322,1814589.1983807413,2889306.0,8088155.957905215,8077144.236343623,27171.247394851478,46796.388475376945,35261941.15503142,133379599.71303155,129616236.97425812,1248.0
2055,3133313.1359111383,2295758.800191985,837554.3357191513,2448891.0,8478684.759243494,8101041.7263910165,100601.18936648249,21736.99791588124,35308737.5435067,516011246.5612803,496650946.832413,1271.0
2056,5199961.171847617,2079410.9047218852,3120550.2671257323,2164771.0,8621809.345792308,8143269.328116654,92805.09561390225,80480.95149318648,35330474.54142282,468266940.9494271,457220478.0695133,1361.0
2057,4871820.578112578,2019438.9391744202,2852381.638938155,1846543.0,8822425.514891807,8169710.7393491315,91014.24717281421,74244.0764911217,35410955.49291603,459438310.3867954,449011235.8640735,1212.0
2058,3471312.9601210905,668516.2388418745,2802796.7212792146,1527763.0,9010804.59161734,8210528.255328956,32351.404563307766,72811.39773825173,35485199.56940718,159868554.8053515,156147022.81653956,1122.0
2059,1029135.0828730151,36357.105191553004,992777.9776814622,1229209.0,9248874.698788578,8239573.042197764,2064.634118698542,25881.12365064621,35558010.9671452,4505080.370699532,4418170.593492749,1181.0
2060,94508.60501158953,32075.88104341489,62432.72396817469,846380.0,9589723.926034447,8280462.180833174,1815.8068682383953,1651.7072949588398,35583892.090795785,3950004.594058075,2929034.3411920057,1230.0
2061,78890.76439737921,22538.135126189332,56352.62927118989,626204.0,9759595.286912376,8329890.423792434,1327.0549487726014,1452.6454945907203,35585543.79809093,84898.39360381803,60274.74386302937,1315.0
2062,102349.47910141153,65715.7993710739,36633.67973033779,547321.0,9796346.00767069,8371786.648085337,3496.9352038694783,1061.6439590180823,35586996.44358541,20519477.4029069,11109676.019347418,1275.0
2063,139167.76773478885,22029.969276028834,117137.79845876001,431669.0,9849472.863803623,8431866.19100595,1254.0,2797.5481630955946,35588058.08754445,0.0,0.0,1254.0
2064,85308.79760570999,46845.14723672183,38463.65036898822,314873.0,9910158.93593742,8487666.11887215,2570.7835391591643,1003.2000000000028,35590855.63570764,11024874.492786353,6768917.695795779,1217.0
2065,194369.30683259995,108576.53052439819,85792.77630820168,263665.0,9928031.359361714,8519375.880660774,5845.507274116182,2056.6268313273313,35591858.83570765,30626892.464322157,23067536.370581094,1232.0
2066,428474.5832917009,231829.50031947775,196645.0829722228,205987.0,9906717.426994147,8593508.676151693,12178.800789255143,4676.405819292987,35593915.46253879,61816835.77826831,54549003.94627569,1269.0
2067,1186694.230557543,774025.4594990948,412668.7710584476,179049.0,9864214.787067892,8651778.69679886,38721.55808775125,9743.040631404132,35598591.868358344,199746132.51619267,187647790.43875554,1192.0
2068,2065783.2585299672,751172.4464962382,1314610.81203373,135751.0,9783192.028809495,8738604.330224568,38162.04606896174,30977.246470200847,35608334.90898969,190451030.3850486,184650230.34480962,1232.0
2069,1293405.6883588312,19705.67804680281,1273700.0103120285,85850.0,9704317.753546966,8830585.197514754,1260.0,30529.63685516928,35639312.15545967,0.0,0.0,1260.0
2070,58283.99848384539,24815.21331342678,33468.78517041864,54515.0,9677572.318458384,8888390.63260324,1619.9573827637987,1008.0,35669841.79231481,2916632.3574150275,1629786.9138190153,1294.0
2071,92243.55812077329,49439.930187897015,42803.627932876276,24746.0,9629294.430856945,8965820.571302343,3014.4917136475456,1295.9659062110368,35670849.79231481,14170963.928471997,8712458.568237767,1272.0
2072,172805.6536121365,81564.8799838658,91240.7736282709,19162.0,9553122.832483228,9045568.821831003,4902.640315695783,2411.593370918052,35672145.75822134,24002201.577534996,18358201.57847885,1231.0
2073,228508.17158353244,77013.59129832321,151494.58028520911,16360.0,9507543.102517907,9090102.947911723,4706.70459464527,3922.1122525566125,35674557.35159207,20639059.268944286,17123522.973226212,1282.0
2074,164145.38027451266,19587.457932097313,144557.92234241532,7625.0,9427645.323029516,9175052.022805458,1369.2287357379378,3765.363675716214,35678479.46384457,279309.3765636327,236143.6786896911,1322.0
2075,56660.7578461726,23819.436511127384,32841.32133504523,2559.0,9339149.335819738,9268344.781279499,1657.2704446905193,1095.3829885903478,35682244.82752038,3368977.222697136,1806352.2234525902,1296.0
2076,58409.11130660693,16880.14976173337,41528.961544873564,1749.0,9280261.217491169,9327469.132755296,1248.0,1325.8163557524113,35683340.21050907,0.0,0.0,1248.0
2077,52474.05350449143,25208.84703845235,27265.206466039075,539.0,9202537.201311523,9406178.939625276,1806.1329866137041,998.3999999999965,35684666.02686479,4910710.457968109,2435664.9330685134,1319.0
2078,64885.0049177537,21168.895141351324,43716.10977640233,183.0,9117016.591808083,9491307.416142052,1601.7793995670318,1444.9063892909594,35685664.42686465,2363571.196853813,1393896.9978351525,1323.0
2079,56023.24764892925,20499.20597760075,35524.041671328516,0.0,9022069.198354004,9585923.402571386,1526.132739365853,1281.4235196536192,35687109.33325392,1637782.8927009348,900663.6968292488,1346.0
2080,71510.61618571874,36133.24158710644,35377.374598612274,0.0,8947132.132742697,9660430.336498722,2593.2519818782466,1220.9061914926842,35688390.75677373,11446677.196871705,6231259.909391249,1347.0
2081,95169.19758903766,30128.232763322107,65040.964825715506,0.0,8945685.774407405,9660427.336498722,2207.0880745771155,2074.601585502605,35689611.66296505,7825202.938422184,5350440.372885607,1137.0
2082,74650.4610355431,19282.84948533259,55367.61155021044,0.0,8944198.346051712,9660667.676779764,1596.3239076472817,1765.670459661695,35691686.26455049,2512577.3361644894,1721619.5382364027,1252.0
2083,77793.39363782071,46236.454204012334,31556.939433808344,0.0,8943333.51022046,9661031.188703487,3229.3105339721455,1277.0591261178215,35693451.935010225,18127545.720075637,9666552.669860775,1296.0
2084,117979.2271286753,29373.30828323736,88605.91884543802,0.0,8940852.962480066,9661355.022166545,2200.7547712169635,2583.448427177722,35694728.99413654,5645541.334463012,4233773.856084833,1354.0
2085,177952.99442371164,122615.84694099978,55337.14748271193,0.0,8939767.875329977,9661321.022166545,7814.44520417151,1760.6038169735707,35697312.44256374,49583683.46258163,33427226.020857524,1129.0
2086,258656.24649950367,12941.22418948187,245715.02231002183,0.0,8932915.509934492,9661308.022166545,1220.0,6251.556163337178,35699073.04638073,0.0,0.0,1220.0
2087,46968.13072832189,28815.38142024031,18152.749308081544,0.0,8930546.356385177,9663460.175715925,2225.110065703411,976.0,35705324.60254385,11802041.70838574,5475550.328517082,1130.0
2088,76318.75323868035,23435.54982239943,52883.20341628094,0.0,8905011.094225941,9687738.110524716,1883.7018002689974,1780.0880525627301,35706300.60254385,4390310.538409863,2973509.0013449625,1289.0
2089,67841.51765967853,24449.431043213448,43392.0866164651,0.0,8902205.266748196,9689692.824576793,2043.316293074978,1506.9614402151972,35708080.690596566,6369496.100458853,3996581.4653748376,1244.0
2090,56529.08640175681,12091.768290133126,44437.31811162367,0.0,8878836.797107881,9712040.017552676,1188.0,1634.6530344599748,35709587.652036674,0.0,0.0,1188.0
2091,29474.081071915585,12014.91524715982,17459.165824755757,0.0,8865709.493225394,9724981.75089555,1244.0,950.3999999999965,35711222.30507109,0.0,0.0,1244.0
2092,30877.01764718401,14506.470050989965,16370.54759619404,0.0,8858680.108804006,9731834.13531691,1407.3669398534093,995.2000000000027,35712172.70507123,1644171.337325596,836834.6992670207,1240.0
2093,62732.518523203165,39828.895923573946,22903.62259962927,0.0,8840429.16902392,9749735.126854675,3006.862840095417,1125.8935518827268,35713167.90507124,18874765.33293202,9404314.200477071,1126.0
2094,165566.58282811975,85560.11273537714,80006.47009274266,0.0,8821959.1071152,9766114.560636109,5933.545316637241,2405.4902720763334,35714293.79862308,31020679.77133402,23257726.583186146,1282.0
2095,334329.90673155454,154011.0203842838,180318.8863472708,0.0,8813028.434478043,9770231.807920692,10136.698609606361,4746.836253309769,35716699.28889494,51428835.54479981,43718493.048031785,1393.0
2096,603106.5749057219,272555.37868285744,330551.19622286403,0.0,8781922.643307393,9792486.67262918,17123.19462797292,8109.358887685059,35721446.12514854,87501333.3502655,79195973.13986449,1284.0
2097,603114.8308642689,13443.741777768057,589671.0890865005,0.0,8737527.721558386,9821101.081076331,1448.2592578480637,13698.555702378373,35729555.484036215,724285.8118358417,676296.2892403444,1313.0
2098,30964.03219497397,10529.474387826762,20434.557807147186,0.0,8569772.388025766,9988516.1553511,1283.0,1158.6074062784592,35743254.039738595,0.0,0.0,1283.0
2099,40432.45436413454,27560.577381225197,12871.876982909353,0.0,8379413.662234468,10178728.88114239,2462.5964744126086,1026.3999999999965,35744412.6471446,13272904.385020543,5397982.372063065,1383.0
2100,62195.90488823304,10477.839911473251,51718.06497675983,0.0,8036861.323440253,10519996.289855301,1278.0,1970.0771795300961,35745439.04714487,0.0,0.0,1278.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,4035000.0,4035000.0,1269.0
2021,150263.03594793414,111139.79264306638,39123.2433048678,22960906.0,14435982.0,4212612.0,2333.044602845796,564.8999999999982,0.0,5756008.591614007,5515223.014228971,1230.0
2022,357817.62519280077,246326.42310727094,111491.20208553011,22444158.0,14554742.089787647,4608723.8656095,4936.7353146202,1633.1312219920583,564.8999999999982,18977372.861750122,18523676.573101055,1232.0
2023,433102.41737687716,172597.4049852572,260505.01239161994,22040105.0,14583926.348871063,4979093.871211522,3649.1819804055435,3455.714720234158,2198.0312219920497,11745529.290652957,11595909.902027622,1330.0
2024,576653.4861132762,395262.33281166607,181391.15330161035,21428506.0,14824147.833781686,5347331.204320459,7985.268335022033,2554.427386283874,5653.745942226228,34947692.73876857,34121341.67511011,1161.0
2025,1470912.7862276146,1048440.9549684072,422471.8312592094,20839923.0,15024798.165184533,5727720.604596981,20298.02648539736,5589.687834515447,8208.173328510076,95806743.09963389,94775132.42698658,1343.0
2026,4704534.050189066,3604765.5236547757,1099768.5265342917,20399820.0,15171673.521297611,6001164.244084681,66029.08245069519,14208.618539778055,13797.86116302555,325713713.63323057,324085412.2534733,1212.0
2027,6182519.255816813,2558692.4429820348,3623826.812834774,19902536.0,15257169.889487099,6347434.793444613,48177.080047376614,46220.35771548642,28006.479702803572,234447183.43561608,233970400.23688442,1383.0
2028,8105341.431840428,5497018.080727787,2608323.351112641,18019521.0,16621627.57256795,6818347.281906606,101298.84524219358,33723.956033163704,74226.83741828988,502605475.34817374,500649226.21096796,1169.0
2029,17172467.17600547,11793732.635102998,5378734.540902475,17536969.0,16742543.955226861,7079104.426602386,211585.37260903127,70909.19166953531,107950.79345145414,1054774880.0324627,1052206863.0451567,1144.0
2030,39990270.843005195,28846876.1244967,11143394.718508493,16866307.0,16915313.2311131,7365920.046812929,501032.90894804767,148109.76082632213,178859.9851209893,2505929680.7091107,2499119544.740233,1209.0
2031,86780140.29157513,60693374.99690683,26086765.29466832,16310961.0,16708662.63675972,7628544.851447498,1033256.614569574,350723.0362636312,326969.7459473093,5200421495.681177,5160108072.847875,1235.0
2032,64518089.908446275,11879269.351293217,52638820.557153136,15681330.0,16178005.007410655,7760826.969207997,224061.825146541,723279.6301987008,677692.7822109452,1126311200.242408,1113769125.7327037,1308.0
2033,26186847.227608517,15054993.697352603,11131853.530255932,15090554.0,16318187.940518709,7988178.631632804,284737.71726764174,156843.2776025792,1400972.4124096402,1431390079.5116303,1417858586.338218,1166.0
2034,63468442.5852629,49524521.63840678,13943920.94685614,14442721.0,16485746.014373183,8184269.041686936,895374.1962973094,199316.40208735008,1557815.690012218,4489801838.265879,4470065981.486563,1361.0
2035,80691376.45219596,37494471.95893323,43196904.493262745,13729775.0,16102483.965898363,8393827.082707467,699534.2495010353,626761.9374081186,1757132.0920995688,3536478610.4460063,3491341247.5051723,1266.0
2036,143603845.23516238,110568871.25585167,33034973.979310706,13084472.0,15884874.745293492,8565328.635175701,1979652.2006286823,489673.97465072543,2383894.0295076934,10116668381.99238,9892151003.143373,1222.0
2037,338056301.32089686,245783327.11411437,92272974.2067826,12548687.0,14425386.573714254,8661860.40563679,4289938.268562076,1385756.5404400807,2873568.00415842,22682368531.844845,21443816342.81042,1175.0
2038,271058126.82048583,74636443.03977586,196421683.78071004,11601256.0,11670880.906021811,8739886.498043539,1427861.6625264818,3002956.787993435,4259324.5445984695,8629885095.502932,7132643312.632349,1333.0
2039,162463647.88042092,101424212.25711988,61039435.62330118,11089616.0,10863041.650649326,8800710.996053213,1958054.8999312923,999503.1637685319,7262281.33259194,11086714437.497786,9784369499.656477,1181.0
2040,209362337.42240494,130954881.24365358,78407456.17875138,10429502.0,9813294.448009318,8831589.576135816,2553594.0977198444,1370638.4299519048,8261784.496360481,14481613796.541502,12761640488.599133,1266.0
2041,273381475.00051904,178133230.31768748,95248244.68283167,9741548.0,8437131.96062176,8844965.820762705,3479206.833967484,1787515.8684038892,9632422.926312393,21207575382.46767,17389504169.83741,1306.0
2042,549935300.2354032,430131384.6752287,119803915.56017424,9149056.0,6449851.367290834,8854283.419772623,8102927.960970899,2435444.783777238,11419938.794716304,52050735227.618935,40507984804.85455,1331.0
2043,251204245.12521008,41437.484438125866,251162807.6407719,8570086.0,3662384.8302595513,8856282.174493622,1257.0,5672049.572679651,13855383.57849355,0.0,0.0,1257.0
2044,121141.3223963181,84349.69369867921,36791.628697638895,7952775.0,4274778.938360179,8861008.062748685,2449.3682323717085,879.8999999999968,19527433.151173122,12998568.783592507,5751841.161858585,1299.0
2045,232873.1791578611,153798.38769891008,79074.7914589512,7215806.0,5002795.089309567,8868597.051468447,4520.116969192718,1714.5577626602028,19528313.0511732,30560559.801491037,16355584.845963487,1249.0
2046,285501.3748202315,147141.1061580765,138360.2686621551,6599045.0,5608661.855484461,8876027.804377798,4501.523926295484,3164.081878434879,19530027.60893583,21003782.688584298,16027619.631477475,1296.0
2047,172525.01068464437,41222.28081647809,131302.72986816612,6078577.0,6121137.678809246,8880578.55068605,1254.0,3151.066748406853,19533191.69081415,0.0,0.0,1254.0
2048,121925.19347961819,82399.41012229247,39525.783357325636,5477462.0,6706089.363570933,8896450.19265192,2544.0678188282754,877.7999999999986,19536342.75756264,11397237.96458672,6715339.094141339,1201.0
2049,177785.41120997255,100149.04105797724,77636.3701519953,5006433.0,7163498.051372772,8908534.113995807,3167.798203677055,1780.8474731797996,19537220.557562705,14330985.469017461,9463991.018385226,1275.0
2050,260204.97802531158,166137.84028215145,94067.13774316013,4470746.0,7677191.320102293,8928394.59933257,5282.719878816603,2217.4587425739296,19539001.405035872,25016943.328553844,19593599.394082993,1364.0
2051,467209.6183143101,314300.03585076256,152909.5824635472,4076895.0,8035566.632322789,8959731.664582182,9817.722009794306,3697.9039151716197,19541218.86377847,49651620.08904967,42128610.048971236,1392.0
2052,698983.2161066522,417795.28534779383,281187.93075885833,3629922.0,8404841.717221722,9028732.134131892,13047.610788726242,6872.405406855983,19544916.76769353,65677469.859406814,59013053.943630904,1245.0
2053,1490659.3873937011,1123241.423055447,367417.9643382542,3331938.0,8664500.738248108,9055030.789345723,33508.853632581435,9133.327552108332,19551789.173100464,173883493.456074,161509268.1629069,1207.0
2054,1387834.5608284578,445762.9519911445,942071.6088373129,2889306.0,9049964.190691417,9079843.662896648,14172.095117683195,23456.197542807076,19560922.500652444,66779335.44953347,64620475.588415764,1248.0
2055,1920534.1557379842,1526398.0812721092,394136.07446587534,2448891.0,9439749.265073245,9117353.649731467,45644.380676884146,9920.4665823782,19584378.698195424,235205576.3940707,221866903.38441995,1271.0
2056,2511759.1478458536,1231861.7171725521,1279897.430673301,2164771.0,9601778.551322682,9195077.350054739,37572.63978245388,31951.06647381868,19594299.164777752,185842766.6517361,181058198.9122695,1361.0
2057,2104033.1987426598,1050517.1681580045,1053516.030584657,1846543.0,9849460.139320849,9229217.851107126,32630.71267522026,26300.847847717745,19626250.231251612,162889470.3851728,157093563.3761014,1212.0
2058,1239553.7139342376,328831.65039001824,910722.0635442191,1527763.0,10091445.682450786,9274412.885824934,10948.058086797597,22841.498872654094,19652551.079099204,50245783.82581518,49130290.433987945,1122.0
2059,345389.37552947574,38706.41387796593,306682.96165151,1229209.0,10346444.409609303,9307837.9581402,1437.10900851246,7663.640660758347,19675392.57797193,1337367.680669995,1280545.0425623057,1181.0
2060,80072.02350022919,42205.715083766125,37866.30841646301,846380.0,10697787.454497155,9338767.653004581,1552.7364711299256,1005.9763059587256,19683056.218632694,2418924.2407471375,1613682.3556495951,1230.0
2061,76734.61394123292,34431.69380807098,42302.92013316191,626204.0,10862067.974521415,9393977.494198268,1323.917278266068,1086.9155297909454,19684062.194938656,63993.12715431661,44586.391330305465,1315.0
2062,122108.3360506271,90142.99845739939,31965.337593227705,547321.0,10896396.303858295,9438238.247583134,3181.663751338996,926.7420947862454,19685149.110468395,18185352.99315057,9533318.756695015,1275.0
2063,125723.8559591145,33685.28111020898,92038.57484890567,431669.0,10933801.157021303,9514265.036506718,1254.0,2227.164625937294,19686075.852563277,0.0,0.0,1254.0
2064,100237.61702314187,66581.92295027725,33655.69407286471,314873.0,10995941.909825373,9568560.506309494,2411.783563584905,877.7999999999986,19688303.017189123,9733542.303331679,5973917.817924525,1217.0
2065,212542.43027446207,142661.33286676081,69881.09740770118,263665.0,11014029.880623283,9600179.16823656,5061.386787773457,1688.2484945094336,19689180.81718919,25361039.771392725,19146933.938867196,1232.0
2066,421351.5908924929,271323.6068509672,150027.98404152563,205987.0,10996174.003025487,9671613.284032874,9398.717518572463,3542.9707514414245,19690869.06568372,46988572.04792005,40648587.59286219,1269.0
2067,1083486.191327291,798830.8603009764,284655.3310263147,179049.0,10951966.574886022,9734288.29652446,26465.973230212854,6579.102263000723,19694412.036435124,135502638.15494916,126369866.1510633,1192.0
2068,1495994.18890009,687010.6632689959,808983.5256310937,135751.0,10887837.544650786,9816221.640400106,23239.892559787775,18526.181261148893,19700991.1386981,114170711.27903365,110039462.79893877,1232.0
2069,729932.4623195013,30145.229188066824,699787.2331314343,85850.0,10820375.058984324,9911421.484283922,1260.0,16267.92479185151,19719517.31995919,0.0,0.0,1260.0
2070,66487.68010706831,37202.49308295206,29285.18702411632,54515.0,10786840.461375415,9975940.036449676,1591.0007306789041,882.0,19735785.244751073,2586105.006471443,1485003.6533945147,1294.0
2071,108003.5447867389,71315.28219467,36688.26259206886,24746.0,10736848.944354996,10055037.552739397,2847.961453975177,1113.7005114752328,19736667.244751073,12322045.049418168,7879807.269875842,1272.0
2072,185401.32239263423,109296.41906254302,76104.90333009111,19162.0,10658771.331024649,10136819.538030375,4295.828454270814,1993.5730177826292,19737780.94526253,19918337.03278777,15324142.271354042,1231.0
2073,215614.31045309358,96899.22530738715,118715.08514570631,16360.0,10607472.497689914,10187600.5683568,3926.860374608882,3007.0799179895575,19739774.518280406,15880446.464124363,13224301.873044334,1282.0
2074,135048.8064030904,29681.24465493545,105367.56174815481,7625.0,10507206.799098443,10293664.779444681,1355.8516683872656,2748.802262226194,19742781.598198388,204576.47413029757,169258.34193630423,1322.0
2075,64153.34159680666,35769.80108225643,28383.540514550223,2559.0,10419599.27516109,10386007.451713558,1622.8772393348224,949.0961678710858,19745530.400460623,2968258.629580444,1634386.19667411,1296.0
2076,61690.22191818064,25843.71783058286,35846.504087597765,1749.0,10355687.17683239,10450175.67280294,1248.0,1136.0140675343796,19746479.49662839,0.0,0.0,1248.0
2077,62267.85734158464,38410.801683800455,23857.055657784185,539.0,10282405.618787242,10524372.57586552,1784.4946903103223,873.6000000000032,19747615.510695945,4359422.003140477,2327473.4515515994,1319.0
2078,70567.14813743599,31909.045989000955,38658.10214843498,183.0,10198062.283302322,10608315.416660074,1577.2736297399583,1249.146283217218,19748489.110695936,2056689.8503783348,1271368.1486997907,1323.0
2079,61680.709416274476,31025.226182563052,30655.483233711395,0.0,10102336.219937863,10703678.322437812,1506.5469466688178,1104.0915408179658,19749738.256979115,1423925.8058397768,802734.7333440774,1346.0
2080,82926.75013737555,52220.57962365454,30706.170513721056,0.0,10024766.329088751,10780746.666340306,2450.850447068805,1054.5828626681737,19750842.34851993,10007418.400097355,5519252.235344022,1347.0
2081,96555.52010591194,42306.72387939969,54248.79622651217,0.0,10011119.247894943,10793053.643961674,2037.4473923576254,1715.5953129481634,19751896.93138266,6497579.87252132,4502236.961788085,1137.0
2082,72795.06215009294,28130.87053123361,44664.19161885927,0.0,9990342.686650738,10812722.757813511,1530.740862500893,1426.2131746503298,19753612.5266957,2037368.3677474817,1393704.3125044717,1252.0
2083,89326.96716372,63275.29620409523,26051.670959624757,0.0,9969102.758610724,10833484.944991063,2917.3873980015087,1071.5186037506232,19755038.739870198,15299713.1084623,8106936.990007618,1296.0
2084,110542.04615827216,40966.837636713746,69575.20852155835,0.0,9939259.71046616,10861463.043048082,2023.7010501883958,2042.1711786010567,19756110.258473977,4474858.081694125,3348505.250941994,1354.0
2085,196702.34139550212,152640.56930895444,44061.77208654779,0.0,9912840.783243118,10886910.879132217,6407.391300393966,1416.5907351318765,19758152.42965268,40093944.261305556,26391956.501969904,1129.0
2086,198453.11920531982,19854.111246399196,178599.0079589205,0.0,9881991.705064947,10912287.872355932,1220.0,4485.173910275792,19759569.020387683,0.0,0.0,1220.0
2087,57460.89804411494,41577.24239954366,15883.65564457135,0.0,9865150.27692843,10928913.300492331,2104.7608937291834,854.0,19764054.194298137,10384050.653028246,4873804.468645937,1130.0
2088,77256.78560401197,33322.17574377335,43934.609860238525,0.0,9491893.107263565,11300989.806933176,1776.9484353303021,1473.3326256104303,19764908.194298137,3657147.3549796008,2439742.1766515374,1289.0
2089,68995.62142854076,34065.97879342156,34929.6426351192,0.0,9461369.673358684,11330751.292402733,1898.6581506571433,1243.86390473121,19766381.526923653,5278210.535957546,3273290.753285763,1244.0
2090,53340.924613871655,18543.484587768155,34797.440026103475,0.0,9364612.167618103,11426612.875527397,1188.0,1329.0607054600027,19767625.39082848,0.0,0.0,1188.0
2091,33716.94813079198,18440.178034130695,15276.7700966613,0.0,9303854.928766232,11487149.114379404,1244.0,831.6000000000031,19768954.451533806,0.0,0.0,1244.0
2092,36097.759943335375,21773.530796665593,14324.229146669777,0.0,9211783.804426683,11579025.238718932,1385.5462498022177,870.7999999999987,19769786.051533796,1448030.5572099097,727731.249011059,1240.0
2093,75075.09523439816,55577.722493938825,19497.37274045934,0.0,9055974.886402197,11734503.610493606,2768.6662034955675,969.8823748615472,19770656.85153388,16398743.126189224,8213331.017477755,1126.0
2094,170859.90958447996,106803.001130944,64056.90845353599,0.0,8872287.812234623,11916326.706897274,4946.826848208579,1938.0663424468937,19771626.733908664,25075099.255810812,18324134.241042975,1282.0
2095,300378.32637166337,171257.8969813689,129120.42939029448,0.0,8774122.94840431,12010652.18633221,7645.052534061483,3462.7787937460207,19773564.800251104,37617489.47245597,31260262.67030741,1393.0
2096,479027.31001542485,268605.7512231293,210421.55879229537,0.0,8613127.305224638,12165214.082379289,11474.729279316656,5351.536773843019,19777027.579044845,57889532.31680503,50953646.396583356,1284.0
2097,354364.79070007434,19319.13987943759,335045.6508206368,0.0,8425220.947038244,12342841.144254372,1390.9692179818794,8032.3104955216395,19782379.115818847,425688.19823747315,389846.0899094029,1313.0
2098,32181.650939922463,16182.313664771998,15999.337275150447,0.0,8262249.333924073,12505540.788150514,1283.0,973.6784525873155,19790411.426314324,0.0,0.0,1283.0
2099,49666.23384173301,38403.34148168731,11262.892360045684,0.0,8115257.561984718,12652399.560089912,2303.449880468177,898.1000000000033,19791385.104766846,11733185.313361812,4602249.402340856,1383.0
2100,56562.10982363131,16091.72412967672,40470.38569395458,0.0,7932088.514151874,12834422.374802591,1278.0,1612.4149163277125,19792283.20476678,0.0,0.0,1278.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,4035000.0,4035000.0,1269.0
2021,172355.36805756204,138821.15951053263,33534.208547029535,22960906.0,14435982.0,4212612.0,2175.4668024392486,484.1999999999982,0.0,4933721.649954882,4727334.012196294,1230.0
2022,364855.0569365043,277392.2672398982,87462.78969660589,22444158.0,14554895.505532267,4608728.027665265,4186.072941062499,1305.280081463548,484.1999999999982,15159247.238440163,14770364.705312414,1232.0
2023,372749.57132470777,188103.12887421646,184646.44245049136,22040105.0,14584803.932264803,4979124.527991683,3011.134995754158,2511.643764637483,1789.4800814635603,8531169.263577996,8405674.978770752,1330.0
2024,511467.47833237477,388538.16018839576,122929.31814397918,21428506.0,14825617.506271048,5347407.818989657,5961.68837695373,1806.680997452503,4301.123846101027,24690073.374361448,24003441.884768587,1161.0
2025,1169669.0035623303,907891.1076605357,261777.89590179396,20839923.0,15028192.947604215,5727895.689287577,13424.184492129401,3577.0130261722534,6107.804843553555,61260656.99924714,60405922.46064741,1343.0
